doi,author,year,paper_url,data_url
NA,Heidi Elberling & Jens M. Olesen,1998-09-09,https://www.jstor.org/stable/3683041,http://www.web-of-life.es/map.php?type=6
NA,Heidi Elberling & Jens M. Olesen,1998-09-09,https://www.jstor.org/stable/3683041,http://www.ecologia.ib.usp.br/iwdb/
NA,Heidi Elberling & Jens M. Olesen,NA,NA,http://www.web-of-life.es/map.php?type=6
NA,Heidi Elberling & Jens M. Olesen,NA,NA,http://www.ecologia.ib.usp.br/iwdb/
