layer,attribute,value
10,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
10,mean_distance_between_sites,11.3 km
10,period,january-feburary 2004
10,temporal_herbivore_abundance,42
10,temporal_plant_abundance,22
10,latitude,-23.533773
10,longitude,-46.62529
11,name,site01_period01
11,type,space
11,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
11,mean_distance_between_sites,11.3 km
11,period,april-may 2004
11,temporal_herbivore_abundance,77
11,temporal_plant_abundance,29
11,latitude,-23.533773
11,longitude,-46.62529
11,name,site01_period01
11,type,time
11,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
11,mean_distance_between_sites,11.3 km
11,period,april-may 2004
11,temporal_herbivore_abundance,77
11,temporal_plant_abundance,29
11,latitude,-23.533773
11,longitude,-46.62529
12,name,site02_period01
12,type,space
12,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
12,mean_distance_between_sites,11.3 km
12,period,april-may 2004
12,temporal_herbivore_abundance,77
12,temporal_plant_abundance,29
12,latitude,-23.533773
12,longitude,-46.62529
12,name,site02_period01
12,type,time
12,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
12,mean_distance_between_sites,11.3 km
12,period,april-may 2004
12,temporal_herbivore_abundance,77
12,temporal_plant_abundance,29
12,latitude,-23.533773
12,longitude,-46.62529
13,name,site03_period01
13,type,space
13,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
13,mean_distance_between_sites,11.3 km
13,period,april-may 2004
13,temporal_herbivore_abundance,77
13,temporal_plant_abundance,29
13,latitude,-23.533773
13,longitude,-46.62529
13,name,site03_period01
13,type,time
13,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
13,mean_distance_between_sites,11.3 km
13,period,april-may 2004
13,temporal_herbivore_abundance,77
13,temporal_plant_abundance,29
13,latitude,-23.533773
13,longitude,-46.62529
14,name,site04_period01
14,type,space
14,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
14,mean_distance_between_sites,11.3 km
14,period,april-may 2004
14,temporal_herbivore_abundance,77
14,temporal_plant_abundance,29
14,latitude,-23.533773
14,longitude,-46.62529
14,name,site04_period01
14,type,time
14,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
14,mean_distance_between_sites,11.3 km
14,period,april-may 2004
14,temporal_herbivore_abundance,77
14,temporal_plant_abundance,29
14,latitude,-23.533773
14,longitude,-46.62529
15,name,site05_period01
15,type,space
15,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
15,mean_distance_between_sites,11.3 km
15,period,april-may 2004
15,temporal_herbivore_abundance,77
15,temporal_plant_abundance,29
15,latitude,-23.533773
15,longitude,-46.62529
15,name,site05_period01
15,type,time
15,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
15,mean_distance_between_sites,11.3 km
15,period,april-may 2004
15,temporal_herbivore_abundance,77
15,temporal_plant_abundance,29
15,latitude,-23.533773
15,longitude,-46.62529
16,name,site06_period01
16,type,space
16,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
16,mean_distance_between_sites,11.3 km
16,period,april-may 2004
16,temporal_herbivore_abundance,77
16,temporal_plant_abundance,29
16,latitude,-23.533773
16,longitude,-46.62529
16,name,site06_period01
16,type,time
16,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
16,mean_distance_between_sites,11.3 km
16,period,april-may 2004
16,temporal_herbivore_abundance,77
16,temporal_plant_abundance,29
16,latitude,-23.533773
16,longitude,-46.62529
17,name,site07_period01
17,type,space
17,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
17,mean_distance_between_sites,11.3 km
17,period,april-may 2004
17,temporal_herbivore_abundance,77
17,temporal_plant_abundance,29
17,latitude,-23.533773
17,longitude,-46.62529
17,name,site07_period01
17,type,time
17,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
17,mean_distance_between_sites,11.3 km
17,period,april-may 2004
17,temporal_herbivore_abundance,77
17,temporal_plant_abundance,29
17,latitude,-23.533773
17,longitude,-46.62529
18,name,site08_period01
18,type,space
18,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
18,mean_distance_between_sites,11.3 km
18,period,april-may 2004
18,temporal_herbivore_abundance,77
18,temporal_plant_abundance,29
18,latitude,-23.533773
18,longitude,-46.62529
18,name,site08_period01
18,type,time
18,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
18,mean_distance_between_sites,11.3 km
18,period,april-may 2004
18,temporal_herbivore_abundance,77
18,temporal_plant_abundance,29
18,latitude,-23.533773
18,longitude,-46.62529
19,name,site09_period01
19,type,space
19,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
19,mean_distance_between_sites,11.3 km
19,period,april-may 2004
19,temporal_herbivore_abundance,77
19,temporal_plant_abundance,29
19,latitude,-23.533773
19,longitude,-46.62529
19,name,site09_period01
19,type,time
19,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
19,mean_distance_between_sites,11.3 km
19,period,april-may 2004
19,temporal_herbivore_abundance,77
19,temporal_plant_abundance,29
19,latitude,-23.533773
19,longitude,-46.62529
20,name,site10_period01
20,type,space
20,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
20,mean_distance_between_sites,11.3 km
20,period,april-may 2004
20,temporal_herbivore_abundance,77
20,temporal_plant_abundance,29
20,latitude,-23.533773
20,longitude,-46.62529
20,name,site10_period01
20,type,time
20,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
20,mean_distance_between_sites,11.3 km
20,period,april-may 2004
20,temporal_herbivore_abundance,77
20,temporal_plant_abundance,29
20,latitude,-23.533773
20,longitude,-46.62529
21,name,site01_period02
21,type,space
21,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
21,mean_distance_between_sites,11.3 km
21,period,august-september 2004
21,temporal_herbivore_abundance,26
21,temporal_plant_abundance,12
21,latitude,-23.533773
21,longitude,-46.62529
21,name,site01_period02
21,type,time
21,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
21,mean_distance_between_sites,11.3 km
21,period,august-september 2004
21,temporal_herbivore_abundance,26
21,temporal_plant_abundance,12
21,latitude,-23.533773
21,longitude,-46.62529
22,name,site02_period02
22,type,space
22,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
22,mean_distance_between_sites,11.3 km
22,period,august-september 2004
22,temporal_herbivore_abundance,26
22,temporal_plant_abundance,12
22,latitude,-23.533773
22,longitude,-46.62529
22,name,site02_period02
22,type,time
22,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
22,mean_distance_between_sites,11.3 km
22,period,august-september 2004
22,temporal_herbivore_abundance,26
22,temporal_plant_abundance,12
22,latitude,-23.533773
22,longitude,-46.62529
23,name,site03_period02
23,type,space
23,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
23,mean_distance_between_sites,11.3 km
23,period,august-september 2004
23,temporal_herbivore_abundance,26
23,temporal_plant_abundance,12
23,latitude,-23.533773
23,longitude,-46.62529
23,name,site03_period02
23,type,time
23,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
23,mean_distance_between_sites,11.3 km
23,period,august-september 2004
23,temporal_herbivore_abundance,26
23,temporal_plant_abundance,12
23,latitude,-23.533773
23,longitude,-46.62529
24,name,site04_period02
24,type,space
24,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
24,mean_distance_between_sites,11.3 km
24,period,august-september 2004
24,temporal_herbivore_abundance,26
24,temporal_plant_abundance,12
24,latitude,-23.533773
24,longitude,-46.62529
24,name,site04_period02
24,type,time
24,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
24,mean_distance_between_sites,11.3 km
24,period,august-september 2004
24,temporal_herbivore_abundance,26
24,temporal_plant_abundance,12
24,latitude,-23.533773
24,longitude,-46.62529
25,name,site05_period02
25,type,space
25,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
25,mean_distance_between_sites,11.3 km
25,period,august-september 2004
25,temporal_herbivore_abundance,26
25,temporal_plant_abundance,12
25,latitude,-23.533773
25,longitude,-46.62529
25,name,site05_period02
25,type,time
25,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
25,mean_distance_between_sites,11.3 km
25,period,august-september 2004
25,temporal_herbivore_abundance,26
25,temporal_plant_abundance,12
25,latitude,-23.533773
25,longitude,-46.62529
26,name,site06_period02
26,type,space
26,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
26,mean_distance_between_sites,11.3 km
26,period,august-september 2004
26,temporal_herbivore_abundance,26
26,temporal_plant_abundance,12
26,latitude,-23.533773
26,longitude,-46.62529
26,name,site06_period02
26,type,time
26,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
26,mean_distance_between_sites,11.3 km
26,period,august-september 2004
26,temporal_herbivore_abundance,26
26,temporal_plant_abundance,12
26,latitude,-23.533773
26,longitude,-46.62529
27,name,site07_period02
27,type,space
27,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
27,mean_distance_between_sites,11.3 km
27,period,august-september 2004
27,temporal_herbivore_abundance,26
27,temporal_plant_abundance,12
27,latitude,-23.533773
27,longitude,-46.62529
27,name,site07_period02
27,type,time
27,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
27,mean_distance_between_sites,11.3 km
27,period,august-september 2004
27,temporal_herbivore_abundance,26
27,temporal_plant_abundance,12
27,latitude,-23.533773
27,longitude,-46.62529
28,name,site08_period02
28,type,space
28,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
28,mean_distance_between_sites,11.3 km
28,period,august-september 2004
28,temporal_herbivore_abundance,26
28,temporal_plant_abundance,12
28,latitude,-23.533773
28,longitude,-46.62529
28,name,site08_period02
28,type,time
28,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
28,mean_distance_between_sites,11.3 km
28,period,august-september 2004
28,temporal_herbivore_abundance,26
28,temporal_plant_abundance,12
28,latitude,-23.533773
28,longitude,-46.62529
29,name,site09_period02
29,type,space
29,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
29,mean_distance_between_sites,11.3 km
29,period,august-september 2004
29,temporal_herbivore_abundance,26
29,temporal_plant_abundance,12
29,latitude,-23.533773
29,longitude,-46.62529
29,name,site09_period02
29,type,time
29,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
29,mean_distance_between_sites,11.3 km
29,period,august-september 2004
29,temporal_herbivore_abundance,26
29,temporal_plant_abundance,12
29,latitude,-23.533773
29,longitude,-46.62529
30,name,site10_period02
30,type,space
30,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
30,mean_distance_between_sites,11.3 km
30,period,august-september 2004
30,temporal_herbivore_abundance,26
30,temporal_plant_abundance,12
30,latitude,-23.533773
30,longitude,-46.62529
30,name,site10_period02
30,type,time
30,location,"remnants of Cerrado vegetattion in Sao Paulo, Brazil"
30,mean_distance_between_sites,11.3 km
30,period,august-september 2004
30,temporal_herbivore_abundance,26
30,temporal_plant_abundance,12
30,latitude,-23.533773
30,longitude,-46.62529
