doi,author,year,paper_url,data_url
10.1098/rspb.2014.2925,Trøjelsgaard K.,NA,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2014.2925,https://datadryad.org/stash/dataset/doi:10.5061/dryad.76173
