layer_id,node_id,attribute,value
1,1,node_name,Microtus arvalis
1,1,sample_size,1345
2,1,node_name,Microtus arvalis
2,1,sample_size,11
3,1,node_name,Microtus arvalis
3,1,sample_size,150
4,1,node_name,Microtus arvalis
4,1,sample_size,0
5,1,node_name,Microtus arvalis
5,1,sample_size,0
6,1,node_name,Microtus arvalis
6,1,sample_size,1834
7,1,node_name,Microtus arvalis
7,1,sample_size,0
8,1,node_name,Microtus arvalis
8,1,sample_size,0
9,1,node_name,Microtus arvalis
9,1,sample_size,1946
10,1,node_name,Microtus arvalis
10,1,sample_size,5
11,1,node_name,Microtus arvalis
11,1,sample_size,0
12,1,node_name,Microtus arvalis
12,1,sample_size,0
13,1,node_name,Microtus arvalis
13,1,sample_size,0
14,1,node_name,Microtus arvalis
14,1,sample_size,84
15,1,node_name,Microtus arvalis
15,1,sample_size,0
16,1,node_name,Microtus arvalis
16,1,sample_size,0
17,1,node_name,Microtus arvalis
17,1,sample_size,0
18,1,node_name,Microtus arvalis
18,1,sample_size,102
19,1,node_name,Microtus arvalis
19,1,sample_size,0
20,1,node_name,Microtus arvalis
20,1,sample_size,90
21,1,node_name,Microtus arvalis
21,1,sample_size,1808
22,1,node_name,Microtus arvalis
22,1,sample_size,50
23,1,node_name,Microtus arvalis
23,1,sample_size,22
24,1,node_name,Microtus arvalis
24,1,sample_size,0
25,1,node_name,Microtus arvalis
25,1,sample_size,0
26,1,node_name,Microtus arvalis
26,1,sample_size,1941
27,1,node_name,Microtus arvalis
27,1,sample_size,0
28,1,node_name,Microtus arvalis
28,1,sample_size,838
29,1,node_name,Microtus arvalis
29,1,sample_size,0
30,1,node_name,Microtus arvalis
30,1,sample_size,0
31,1,node_name,Microtus arvalis
31,1,sample_size,12
32,1,node_name,Microtus arvalis
32,1,sample_size,3
33,1,node_name,Microtus arvalis
33,1,sample_size,766
34,1,node_name,Microtus arvalis
34,1,sample_size,0
35,1,node_name,Microtus arvalis
35,1,sample_size,0
36,1,node_name,Microtus arvalis
36,1,sample_size,0
37,1,node_name,Microtus arvalis
37,1,sample_size,656
38,1,node_name,Microtus arvalis
38,1,sample_size,88
39,1,node_name,Microtus arvalis
39,1,sample_size,0
40,1,node_name,Microtus arvalis
40,1,sample_size,0
41,1,node_name,Microtus arvalis
41,1,sample_size,0
42,1,node_name,Microtus arvalis
42,1,sample_size,10
43,1,node_name,Microtus arvalis
43,1,sample_size,0
44,1,node_name,Microtus arvalis
44,1,sample_size,159
45,1,node_name,Microtus arvalis
45,1,sample_size,0
46,1,node_name,Microtus arvalis
46,1,sample_size,0
47,1,node_name,Microtus arvalis
47,1,sample_size,0
48,1,node_name,Microtus arvalis
48,1,sample_size,1920
49,1,node_name,Microtus arvalis
49,1,sample_size,0
50,1,node_name,Microtus arvalis
50,1,sample_size,2182
51,1,node_name,Microtus arvalis
51,1,sample_size,0
1,2,node_name,Apodemus sylvaticus
1,2,sample_size,5051
2,2,node_name,Apodemus sylvaticus
2,2,sample_size,0
3,2,node_name,Apodemus sylvaticus
3,2,sample_size,0
4,2,node_name,Apodemus sylvaticus
4,2,sample_size,0
5,2,node_name,Apodemus sylvaticus
5,2,sample_size,0
6,2,node_name,Apodemus sylvaticus
6,2,sample_size,0
7,2,node_name,Apodemus sylvaticus
7,2,sample_size,0
8,2,node_name,Apodemus sylvaticus
8,2,sample_size,0
9,2,node_name,Apodemus sylvaticus
9,2,sample_size,0
10,2,node_name,Apodemus sylvaticus
10,2,sample_size,0
11,2,node_name,Apodemus sylvaticus
11,2,sample_size,0
12,2,node_name,Apodemus sylvaticus
12,2,sample_size,0
13,2,node_name,Apodemus sylvaticus
13,2,sample_size,0
14,2,node_name,Apodemus sylvaticus
14,2,sample_size,630
15,2,node_name,Apodemus sylvaticus
15,2,sample_size,0
16,2,node_name,Apodemus sylvaticus
16,2,sample_size,0
17,2,node_name,Apodemus sylvaticus
17,2,sample_size,0
18,2,node_name,Apodemus sylvaticus
18,2,sample_size,0
19,2,node_name,Apodemus sylvaticus
19,2,sample_size,0
20,2,node_name,Apodemus sylvaticus
20,2,sample_size,0
21,2,node_name,Apodemus sylvaticus
21,2,sample_size,0
22,2,node_name,Apodemus sylvaticus
22,2,sample_size,0
23,2,node_name,Apodemus sylvaticus
23,2,sample_size,0
24,2,node_name,Apodemus sylvaticus
24,2,sample_size,0
25,2,node_name,Apodemus sylvaticus
25,2,sample_size,0
26,2,node_name,Apodemus sylvaticus
26,2,sample_size,0
27,2,node_name,Apodemus sylvaticus
27,2,sample_size,0
28,2,node_name,Apodemus sylvaticus
28,2,sample_size,0
29,2,node_name,Apodemus sylvaticus
29,2,sample_size,0
30,2,node_name,Apodemus sylvaticus
30,2,sample_size,0
31,2,node_name,Apodemus sylvaticus
31,2,sample_size,0
32,2,node_name,Apodemus sylvaticus
32,2,sample_size,0
33,2,node_name,Apodemus sylvaticus
33,2,sample_size,435
34,2,node_name,Apodemus sylvaticus
34,2,sample_size,0
35,2,node_name,Apodemus sylvaticus
35,2,sample_size,33
36,2,node_name,Apodemus sylvaticus
36,2,sample_size,0
37,2,node_name,Apodemus sylvaticus
37,2,sample_size,82
38,2,node_name,Apodemus sylvaticus
38,2,sample_size,0
