layer,attribute,value
63,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
63,site,shady_point
63,week,11
63,year,2014
63,start_date,2014-08-11
63,end_date,2014-08-14
63,latitude,37.933364
63,longitude,-107.9038794
63,type,time
63,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
63,site,shady_point
63,week,11
63,year,2014
63,start_date,2014-08-11
63,end_date,2014-08-14
63,latitude,37.933364
63,longitude,-107.9038794
64,type,space
64,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
64,site,twin_meadows
64,week,11
64,year,2014
64,start_date,2014-08-11
64,end_date,2014-08-14
64,latitude,39.150357
64,longitude,-106.252863
64,type,time
64,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
64,site,twin_meadows
64,week,11
64,year,2014
64,start_date,2014-08-11
64,end_date,2014-08-14
64,latitude,39.150357
64,longitude,-106.252863
65,type,space
65,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
65,site,shady_point
65,week,11
65,year,2015
65,start_date,2015-07-22
65,end_date,2015-07-23
65,latitude,37.933364
65,longitude,-107.9038794
65,type,time
65,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
65,site,shady_point
65,week,11
65,year,2015
65,start_date,2015-07-22
65,end_date,2015-07-23
65,latitude,37.933364
65,longitude,-107.9038794
66,type,space
66,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
66,site,twin_meadows
66,week,11
66,year,2015
66,start_date,2015-07-22
66,end_date,2015-07-23
66,latitude,39.150357
66,longitude,-106.252863
66,type,time
66,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
66,site,twin_meadows
66,week,11
66,year,2015
66,start_date,2015-07-22
66,end_date,2015-07-23
66,latitude,39.150357
66,longitude,-106.252863
67,type,space
67,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
67,site,shady_point
67,week,12
67,year,2014
67,start_date,2014-08-19
67,end_date,2014-08-19
67,latitude,37.933364
67,longitude,-107.9038794
67,type,time
67,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
67,site,shady_point
67,week,12
67,year,2014
67,start_date,2014-08-19
67,end_date,2014-08-19
67,latitude,37.933364
67,longitude,-107.9038794
68,type,space
68,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
68,site,twin_meadows
68,week,12
68,year,2014
68,start_date,2014-08-19
68,end_date,2014-08-19
68,latitude,39.150357
68,longitude,-106.252863
68,type,time
68,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
68,site,twin_meadows
68,week,12
68,year,2014
68,start_date,2014-08-19
68,end_date,2014-08-19
68,latitude,39.150357
68,longitude,-106.252863
69,type,space
69,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
69,site,shady_point
69,week,12
69,year,2015
69,start_date,2015-07-28
69,end_date,2015-07-29
69,latitude,37.933364
69,longitude,-107.9038794
69,type,time
69,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
69,site,shady_point
69,week,12
69,year,2015
69,start_date,2015-07-28
69,end_date,2015-07-29
69,latitude,37.933364
69,longitude,-107.9038794
70,type,space
70,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
70,site,twin_meadows
70,week,12
70,year,2015
70,start_date,2015-07-28
70,end_date,2015-07-29
70,latitude,39.150357
70,longitude,-106.252863
70,type,time
70,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
70,site,twin_meadows
70,week,12
70,year,2015
70,start_date,2015-07-28
70,end_date,2015-07-29
70,latitude,39.150357
70,longitude,-106.252863
71,type,space
71,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
71,site,shady_point
71,week,13
71,year,2013
71,start_date,2013-08-15
71,end_date,2013-08-17
71,latitude,37.933364
71,longitude,-107.9038794
71,type,time
71,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
71,site,shady_point
71,week,13
71,year,2013
71,start_date,2013-08-15
71,end_date,2013-08-17
71,latitude,37.933364
71,longitude,-107.9038794
72,type,space
72,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
72,site,twin_meadows
72,week,13
72,year,2013
72,start_date,2013-08-15
72,end_date,2013-08-17
72,latitude,39.150357
72,longitude,-106.252863
72,type,time
72,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
72,site,twin_meadows
72,week,13
72,year,2013
72,start_date,2013-08-15
72,end_date,2013-08-17
72,latitude,39.150357
72,longitude,-106.252863
73,type,space
73,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
73,site,shady_point
73,week,13
73,year,2014
73,start_date,2014-08-25
73,end_date,2014-08-28
73,latitude,37.933364
73,longitude,-107.9038794
73,type,time
73,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
73,site,shady_point
73,week,13
73,year,2014
73,start_date,2014-08-25
73,end_date,2014-08-28
73,latitude,37.933364
73,longitude,-107.9038794
74,type,space
74,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
74,site,twin_meadows
74,week,13
74,year,2014
74,start_date,2014-08-25
74,end_date,2014-08-28
74,latitude,39.150357
74,longitude,-106.252863
74,type,time
74,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
74,site,twin_meadows
74,week,13
74,year,2014
74,start_date,2014-08-25
74,end_date,2014-08-28
74,latitude,39.150357
74,longitude,-106.252863
75,type,space
75,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
75,site,shady_point
75,week,13
75,year,2015
75,start_date,2015-08-04
75,end_date,2015-08-05
75,latitude,37.933364
75,longitude,-107.9038794
75,type,time
75,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
75,site,shady_point
75,week,13
75,year,2015
75,start_date,2015-08-04
75,end_date,2015-08-05
75,latitude,37.933364
75,longitude,-107.9038794
76,type,space
76,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
76,site,twin_meadows
76,week,13
76,year,2015
76,start_date,2015-08-04
76,end_date,2015-08-05
76,latitude,39.150357
76,longitude,-106.252863
76,type,time
76,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
76,site,twin_meadows
76,week,13
76,year,2015
76,start_date,2015-08-04
76,end_date,2015-08-05
76,latitude,39.150357
76,longitude,-106.252863
77,type,space
77,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
77,site,shady_point
77,week,14
77,year,2014
77,start_date,2014-09-01
77,end_date,2014-09-02
77,latitude,37.933364
77,longitude,-107.9038794
77,type,time
77,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
77,site,shady_point
77,week,14
77,year,2014
77,start_date,2014-09-01
77,end_date,2014-09-02
77,latitude,37.933364
77,longitude,-107.9038794
78,type,space
78,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
78,site,twin_meadows
78,week,14
78,year,2014
78,start_date,2014-09-01
78,end_date,2014-09-02
78,latitude,39.150357
78,longitude,-106.252863
78,type,time
78,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
78,site,twin_meadows
78,week,14
78,year,2014
78,start_date,2014-09-01
78,end_date,2014-09-02
78,latitude,39.150357
78,longitude,-106.252863
79,type,space
79,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
79,site,shady_point
79,week,14
79,year,2015
79,start_date,2015-08-11
79,end_date,2015-08-13
79,latitude,37.933364
79,longitude,-107.9038794
79,type,time
79,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
79,site,shady_point
79,week,14
79,year,2015
79,start_date,2015-08-11
79,end_date,2015-08-13
79,latitude,37.933364
79,longitude,-107.9038794
80,type,space
80,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
80,site,twin_meadows
80,week,14
80,year,2015
80,start_date,2015-08-11
80,end_date,2015-08-14
80,latitude,39.150357
80,longitude,-106.252863
80,type,time
80,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
80,site,twin_meadows
80,week,14
80,year,2015
80,start_date,2015-08-11
80,end_date,2015-08-14
80,latitude,39.150357
80,longitude,-106.252863
81,type,space
81,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
81,site,shady_point
81,week,15
81,year,2014
81,start_date,2014-09-08
81,end_date,2014-09-08
81,latitude,37.933364
81,longitude,-107.9038794
81,type,time
81,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
81,site,shady_point
81,week,15
81,year,2014
81,start_date,2014-09-08
81,end_date,2014-09-08
81,latitude,37.933364
81,longitude,-107.9038794
82,type,space
82,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
82,site,twin_meadows
82,week,15
82,year,2014
82,start_date,2014-09-08
82,end_date,2014-09-08
82,latitude,39.150357
82,longitude,-106.252863
82,type,time
82,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
82,site,twin_meadows
82,week,15
82,year,2014
82,start_date,2014-09-08
82,end_date,2014-09-08
82,latitude,39.150357
82,longitude,-106.252863
83,type,space
83,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
83,site,shady_point
83,week,15
83,year,2015
83,start_date,2015-08-18
83,end_date,2015-08-19
83,latitude,37.933364
83,longitude,-107.9038794
83,type,time
83,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
83,site,shady_point
83,week,15
83,year,2015
83,start_date,2015-08-18
83,end_date,2015-08-19
83,latitude,37.933364
83,longitude,-107.9038794
84,type,space
84,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
84,site,twin_meadows
84,week,15
84,year,2015
84,start_date,2015-08-18
84,end_date,2015-08-19
84,latitude,39.150357
84,longitude,-106.252863
84,type,time
84,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
84,site,twin_meadows
84,week,15
84,year,2015
84,start_date,2015-08-18
84,end_date,2015-08-19
84,latitude,39.150357
84,longitude,-106.252863
85,type,space
85,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
85,site,shady_point
85,week,16
85,year,2015
85,start_date,2015-08-25
85,end_date,2015-08-26
85,latitude,37.933364
85,longitude,-107.9038794
85,type,time
85,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
85,site,shady_point
85,week,16
85,year,2015
85,start_date,2015-08-25
85,end_date,2015-08-26
85,latitude,37.933364
85,longitude,-107.9038794
86,type,space
86,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
86,site,twin_meadows
86,week,16
86,year,2015
86,start_date,2015-08-25
86,end_date,2015-08-26
86,latitude,39.150357
86,longitude,-106.252863
86,type,time
86,location,"Rocky Mountain Biological Laboratory,Gothic,CO,USA"
86,site,twin_meadows
86,week,16
86,year,2015
86,start_date,2015-08-25
86,end_date,2015-08-26
86,latitude,39.150357
86,longitude,-106.252863
