interaction_id,attribute,value
1,node_from,Phytoplankton
1,layer_from,1
1,node_to,Zooplankton
1,layer_to,1
1,weight,0.5000
1,type,trophic
2,node_from,Phytoplankton
2,layer_from,1
2,node_to,Hypostomus_sp
2,layer_to,1
2,weight,0.2000
2,type,trophic
3,node_from,Phytoplankton
3,layer_from,1
3,node_to,Pimelodus_maculatus
3,layer_to,1
3,weight,0.0500
3,type,trophic
4,node_from,Phytoplankton
4,layer_from,1
4,node_to,Schizodon_borellii
4,layer_to,1
4,weight,0.3000
4,type,trophic
5,node_from,Phytoplankton
5,layer_from,1
5,node_to,Loricariichthys_platymetopon
5,layer_to,1
5,weight,0.1000
5,type,trophic
6,node_from,Phytoplankton
6,layer_from,1
6,node_to,Prochilodus_lineatus
6,layer_to,1
6,weight,0.1500
6,type,trophic
7,node_from,Phytoplankton
7,layer_from,1
7,node_to,Cyphocharax_modesta
7,layer_to,1
7,weight,0.3500
7,type,trophic
8,node_from,Phytoplankton
8,layer_from,1
8,node_to,Steindachnerina_insculpta
8,layer_to,1
8,weight,0.3500
8,type,trophic
9,node_from,Phytoplankton
9,layer_from,1
9,node_to,Schizodon_altoparanae
9,layer_to,1
9,weight,0.3000
9,type,trophic
10,node_from,Phytoplankton
10,layer_from,1
10,node_to,Hypophthalmus_edentatus
10,layer_to,1
10,weight,0.3000
10,type,trophic
11,node_from,Phytoplankton
11,layer_from,1
11,node_to,Leporinus_friderici
11,layer_to,1
11,weight,0.0500
11,type,trophic
12,node_from,Phytoplankton
12,layer_from,1
12,node_to,Leporinus_obtusidens
12,layer_to,1
12,weight,0.0500
12,type,trophic
13,node_from,Phytoplankton
13,layer_from,1
13,node_to,Pterodoras_granulosus
13,layer_to,1
13,weight,0.1000
13,type,trophic
14,node_from,Phytoplankton
14,layer_from,1
14,node_to,Astyanax_altiparanae
14,layer_to,1
14,weight,0.1000
14,type,trophic
15,node_from,Phytoplankton
15,layer_from,1
15,node_to,Other_benthos_feeders
15,layer_to,1
15,weight,0.0500
15,type,trophic
16,node_from,Phytoplankton
16,layer_from,1
16,node_to,Other_detritus_feeders
16,layer_to,1
16,weight,0.1000
16,type,trophic
17,node_from,Phytoplankton
17,layer_from,1
17,node_to,Other_omnivores
17,layer_to,1
17,weight,0.1000
17,type,trophic
18,node_from,Aquatic_macrophytes
18,layer_from,1
18,node_to,Insects
18,layer_to,1
18,weight,0.3000
18,type,trophic
19,node_from,Aquatic_macrophytes
19,layer_from,1
19,node_to,Pimelodus_maculatus
19,layer_to,1
19,weight,0.0500
19,type,trophic
20,node_from,Aquatic_macrophytes
20,layer_from,1
20,node_to,Schizodon_borellii
20,layer_to,1
20,weight,0.7000
20,type,trophic
21,node_from,Aquatic_macrophytes
21,layer_from,1
21,node_to,Schizodon_altoparanae
21,layer_to,1
21,weight,0.7000
21,type,trophic
22,node_from,Aquatic_macrophytes
22,layer_from,1
22,node_to,Hoplosternum_littorale
22,layer_to,1
22,weight,0.1000
22,type,trophic
23,node_from,Aquatic_macrophytes
23,layer_from,1
23,node_to,Leporinus_friderici
23,layer_to,1
23,weight,0.3000
23,type,trophic
24,node_from,Aquatic_macrophytes
24,layer_from,1
24,node_to,Leporinus_obtusidens
24,layer_to,1
24,weight,0.3000
24,type,trophic
25,node_from,Aquatic_macrophytes
25,layer_from,1
25,node_to,Parauchenipterus_galeatus
25,layer_to,1
25,weight,0.4000
25,type,trophic
26,node_from,Aquatic_macrophytes
26,layer_from,1
26,node_to,Pterodoras_granulosus
26,layer_to,1
26,weight,0.5000
26,type,trophic
27,node_from,Aquatic_macrophytes
27,layer_from,1
27,node_to,Astyanax_altiparanae
27,layer_to,1
27,weight,0.2000
27,type,trophic
28,node_from,Aquatic_macrophytes
28,layer_from,1
28,node_to,Brycon_orbignyanus
28,layer_to,1
28,weight,0.3000
28,type,trophic
29,node_from,Aquatic_macrophytes
29,layer_from,1
29,node_to,Other_benthos_feeders
29,layer_to,1
29,weight,0.1000
29,type,trophic
30,node_from,Aquatic_macrophytes
30,layer_from,1
30,node_to,Other_insectivores
30,layer_to,1
30,weight,0.2000
30,type,trophic
31,node_from,Aquatic_macrophytes
31,layer_from,1
31,node_to,Other_omnivores
31,layer_to,1
31,weight,0.1500
31,type,trophic
32,node_from,Periphyton
32,layer_from,1
32,node_to,Benthos
32,layer_to,1
32,weight,0.5000
32,type,trophic
33,node_from,Periphyton
33,layer_from,1
33,node_to,Iheringichthys_labrosus
33,layer_to,1
33,weight,0.1000
33,type,trophic
34,node_from,Periphyton
34,layer_from,1
34,node_to,Other_omnivores
34,layer_to,1
34,weight,0.1000
34,type,trophic
35,node_from,Benthos
35,layer_from,1
35,node_to,Pimelodus_maculatus
35,layer_to,1
35,weight,0.2500
35,type,trophic
36,node_from,Benthos
36,layer_from,1
36,node_to,Loricariichthys_platymetopon
36,layer_to,1
36,weight,0.1000
36,type,trophic
37,node_from,Benthos
37,layer_from,1
37,node_to,Prochilodus_lineatus
37,layer_to,1
37,weight,0.1500
37,type,trophic
38,node_from,Benthos
38,layer_from,1
38,node_to,Cyphocharax_modesta
38,layer_to,1
38,weight,0.1000
38,type,trophic
39,node_from,Benthos
39,layer_from,1
39,node_to,Steindachnerina_insculpta
39,layer_to,1
39,weight,0.1000
39,type,trophic
40,node_from,Benthos
40,layer_from,1
40,node_to,Iheringichthys_labrosus
40,layer_to,1
40,weight,0.3500
40,type,trophic
41,node_from,Benthos
41,layer_from,1
41,node_to,Hoplosternum_littorale
41,layer_to,1
41,weight,0.2000
41,type,trophic
42,node_from,Benthos
42,layer_from,1
42,node_to,Leporinus_friderici
42,layer_to,1
42,weight,0.0500
42,type,trophic
43,node_from,Benthos
43,layer_from,1
43,node_to,Leporinus_obtusidens
43,layer_to,1
43,weight,0.0500
43,type,trophic
44,node_from,Benthos
44,layer_from,1
44,node_to,Pterodoras_granulosus
44,layer_to,1
44,weight,0.1000
44,type,trophic
45,node_from,Benthos
45,layer_from,1
45,node_to,Other_benthos_feeders
45,layer_to,1
45,weight,0.3500
45,type,trophic
46,node_from,Benthos
46,layer_from,1
46,node_to,Other_detritus_feeders
46,layer_to,1
46,weight,0.1000
46,type,trophic
47,node_from,Benthos
47,layer_from,1
47,node_to,Other_omnivores
47,layer_to,1
47,weight,0.1500
47,type,trophic
48,node_from,Insects
48,layer_from,1
48,node_to,Pimelodus_maculatus
48,layer_to,1
48,weight,0.1000
48,type,trophic
49,node_from,Insects
49,layer_from,1
49,node_to,Loricariichthys_platymetopon
49,layer_to,1
49,weight,0.2000
49,type,trophic
50,node_from,Insects
50,layer_from,1
50,node_to,Iheringichthys_labrosus
50,layer_to,1
50,weight,0.2000
50,type,trophic
51,node_from,Insects
51,layer_from,1
51,node_to,Trachydoras_paraguayensis
51,layer_to,1
51,weight,0.1500
51,type,trophic
52,node_from,Insects
52,layer_from,1
52,node_to,Hoplosternum_littorale
52,layer_to,1
52,weight,0.2000
52,type,trophic
53,node_from,Insects
53,layer_from,1
53,node_to,Leporinus_friderici
53,layer_to,1
53,weight,0.2000
53,type,trophic
54,node_from,Insects
54,layer_from,1
54,node_to,Leporinus_obtusidens
54,layer_to,1
54,weight,0.2000
54,type,trophic
55,node_from,Insects
55,layer_from,1
55,node_to,Parauchenipterus_galeatus
55,layer_to,1
55,weight,0.6000
55,type,trophic
56,node_from,Insects
56,layer_from,1
56,node_to,Pterodoras_granulosus
56,layer_to,1
56,weight,0.1000
56,type,trophic
57,node_from,Insects
57,layer_from,1
57,node_to,Astyanax_altiparanae
57,layer_to,1
57,weight,0.3000
57,type,trophic
58,node_from,Insects
58,layer_from,1
58,node_to,Auchenipterus_nuchalis
58,layer_to,1
58,weight,0.7000
58,type,trophic
59,node_from,Insects
59,layer_from,1
59,node_to,Brycon_orbignyanus
59,layer_to,1
59,weight,0.5500
59,type,trophic
60,node_from,Insects
60,layer_from,1
60,node_to,Other_benthos_feeders
60,layer_to,1
60,weight,0.1000
60,type,trophic
61,node_from,Insects
61,layer_from,1
61,node_to,Other_detritus_feeders
61,layer_to,1
61,weight,0.1000
61,type,trophic
62,node_from,Insects
62,layer_from,1
62,node_to,Other_insectivores
62,layer_to,1
62,weight,0.6000
62,type,trophic
63,node_from,Insects
63,layer_from,1
63,node_to,Other_omnivores
63,layer_to,1
63,weight,0.3000
63,type,trophic
64,node_from,Zooplankton
64,layer_from,1
64,node_to,Pimelodus_maculatus
64,layer_to,1
64,weight,0.1000
64,type,trophic
65,node_from,Zooplankton
65,layer_from,1
65,node_to,Iheringichthys_labrosus
65,layer_to,1
65,weight,0.1000
65,type,trophic
66,node_from,Zooplankton
66,layer_from,1
66,node_to,Hypophthalmus_edentatus
66,layer_to,1
66,weight,0.7000
66,type,trophic
67,node_from,Zooplankton
67,layer_from,1
67,node_to,Trachydoras_paraguayensis
67,layer_to,1
67,weight,0.3000
67,type,trophic
68,node_from,Zooplankton
68,layer_from,1
68,node_to,Hoplosternum_littorale
68,layer_to,1
68,weight,0.2000
68,type,trophic
69,node_from,Zooplankton
69,layer_from,1
69,node_to,Pterodoras_granulosus
69,layer_to,1
69,weight,0.1000
69,type,trophic
70,node_from,Zooplankton
70,layer_from,1
70,node_to,Astyanax_altiparanae
70,layer_to,1
70,weight,0.1000
70,type,trophic
71,node_from,Zooplankton
71,layer_from,1
71,node_to,Auchenipterus_nuchalis
71,layer_to,1
71,weight,0.2000
71,type,trophic
72,node_from,Zooplankton
72,layer_from,1
72,node_to,Other_benthos_feeders
72,layer_to,1
72,weight,0.1000
72,type,trophic
73,node_from,Zooplankton
73,layer_from,1
73,node_to,Other_insectivores
73,layer_to,1
73,weight,0.1000
73,type,trophic
74,node_from,Zooplankton
74,layer_from,1
74,node_to,Other_omnivores
74,layer_to,1
74,weight,0.1000
74,type,trophic
75,node_from,Hypostomus_sp
75,layer_from,1
75,node_to,Salminus_brasiliensis
75,layer_to,1
75,weight,0.2000
