layer,attribute,value
1,type,interaction
1,name,Food web of the bathyplankton communities
1,location,the Black Sea
1,date,01/01/1970
1,directed,TRUE
2,type,interaction
2,name,Food web of the epiplankton communities
2,location,the Black Sea
2,date,01/01/1970
2,directed,TRUE
