layer_id,node_id,attribute,value
1,1,node_name,Chlorophanes_spiza
1,1,degree,15
1,1,connections_strength,172
1,1,presence,1
1,2,node_name,Coereba_flaveola
1,2,degree,15
1,2,connections_strength,55
1,2,presence,11
1,3,node_name,Cyanerpes_caeruleus
1,3,degree,10
1,3,connections_strength,77
1,3,presence,1
1,4,node_name,Cyanerpes_cyaneus
1,4,degree,8
1,4,connections_strength,57
1,4,presence,1
1,5,node_name,Dacnis_cayana
1,5,degree,20
1,5,connections_strength,133
1,5,presence,4
1,6,node_name,Euphonia_violacea
1,6,degree,16
1,6,connections_strength,201
1,6,presence,2
1,7,node_name,Ramphocelus_carbo
1,7,degree,27
1,7,connections_strength,283
1,7,presence,2
1,8,node_name,Tachyphonus_luctuosus
1,8,degree,4
1,8,connections_strength,11
1,8,presence,2
1,9,node_name,Tachyphonus_rufus
1,9,degree,25
1,9,connections_strength,141
1,9,presence,1
1,10,node_name,Tangara_guttata
1,10,degree,10
1,10,connections_strength,75
1,10,presence,1
1,11,node_name,Tangara_gyrola
1,11,degree,26
1,11,connections_strength,405
1,11,presence,1
1,12,node_name,Tangara_mexicana
1,12,degree,22
1,12,connections_strength,237
1,12,presence,1
1,13,node_name,Thraupis_episcopus
1,13,degree,18
1,13,connections_strength,133
1,13,presence,1
1,14,node_name,Thraupis_palmarum
1,14,degree,18
1,14,connections_strength,164
1,14,presence,1
1,15,node_name,Aechmaea_dichlamydea
1,15,degree,2
1,15,connections_strength,3
1,15,presence,1
1,16,node_name,Aechmaea_mertensii
1,16,degree,2
1,16,connections_strength,4
1,16,presence,1
1,17,node_name,Aechmaea_nudicaulis
1,17,degree,2
1,17,connections_strength,45
1,17,presence,1
1,18,node_name,Aegiphilia_integrifolia
1,18,degree,2
1,18,connections_strength,3
1,18,presence,1
1,19,node_name,Alchornea_glandulosa
1,19,degree,7
1,19,connections_strength,77
1,19,presence,2
1,20,node_name,Anthurium_gracile
1,20,degree,3
1,20,connections_strength,9
1,20,presence,1
1,21,node_name,Anthurium_scandens
1,21,degree,3
1,21,connections_strength,26
1,21,presence,5
1,22,node_name,Byrsonima_spicata
1,22,degree,2
1,22,connections_strength,11
1,22,presence,2
1,23,node_name,Calycolpus_glaber
1,23,degree,6
1,23,connections_strength,9
1,23,presence,1
1,24,node_name,Castilla_elastica
1,24,degree,2
1,24,connections_strength,6
1,24,presence,1
1,25,node_name,Cecropia_peltata
1,25,degree,10
1,25,connections_strength,197
1,25,presence,1
1,26,node_name,Chiococca_alba
1,26,degree,4
1,26,connections_strength,20
1,26,presence,1
1,27,node_name,Clidemia_sp1_M_SD_010
1,27,degree,4
1,27,connections_strength,41
1,27,presence,1
1,28,node_name,Clusia_sp1_M_SD_010
1,28,degree,4
1,28,connections_strength,20
1,28,presence,1
1,29,node_name,Cordia_bicolor
1,29,degree,6
1,29,connections_strength,27
1,29,presence,1
1,30,node_name,Cordia_curassavica
1,30,degree,5
1,30,connections_strength,29
1,30,presence,1
1,31,node_name,Coussarea_paniculata
1,31,degree,5
1,31,connections_strength,18
1,31,presence,1
1,32,node_name,Cupania_sp1_M_SD_010
1,32,degree,2
1,32,connections_strength,9
1,32,presence,1
1,33,node_name,Davilla_aspera
1,33,degree,3
1,33,connections_strength,7
1,33,presence,1
1,34,node_name,Didymopanax_morototoni
1,34,degree,8
1,34,connections_strength,108
1,34,presence,1
1,35,node_name,Doliocarpus_dentatus
1,35,degree,4
1,35,connections_strength,12
1,35,presence,1
1,36,node_name,Eugenia_baileyi
1,36,degree,3
1,36,connections_strength,7
1,36,presence,1
1,37,node_name,Ficus_citrifolia
1,37,degree,4
1,37,connections_strength,24
1,37,presence,1
1,38,node_name,Ficus_clusiifolia
1,38,degree,12
1,38,connections_strength,125
1,38,presence,1
1,39,node_name,Ficus_tobagensis
1,39,degree,5
1,39,connections_strength,13
1,39,presence,1
1,40,node_name,Gravisia_aquilega
1,40,degree,2
1,40,connections_strength,43
1,40,presence,1
1,41,node_name,Henriettea_sp1_M_SD_010
1,41,degree,3
1,41,connections_strength,5
1,41,presence,1
1,42,node_name,Hieronyma_caribaea
1,42,degree,8
1,42,connections_strength,33
1,42,presence,1
1,43,node_name,Ilex_sp1_M_SD_010
1,43,degree,3
1,43,connections_strength,24
1,43,presence,1
1,44,node_name,Isertia_parviflora
1,44,degree,2
1,44,connections_strength,5
1,44,presence,1
1,45,node_name,Lacistema_aggregatum
1,45,degree,7
1,45,connections_strength,15
1,45,presence,1
1,46,node_name,Laetia_procera
1,46,degree,6
1,46,connections_strength,25
1,46,presence,1
1,47,node_name,Miconia_sp1_M_SD_010
1,47,degree,14
1,47,connections_strength,666
1,47,presence,1
1,48,node_name,Myrcia_leptoclada
1,48,degree,2
1,48,connections_strength,12
1,48,presence,1
1,49,node_name,Myrcia_sp1_M_SD_010
1,49,degree,3
1,49,connections_strength,6
1,49,presence,1
1,50,node_name,Norantea_guianensis
1,50,degree,2
1,50,connections_strength,3
1,50,presence,1
1,51,node_name,Phytolacca_rivinoides
1,51,degree,3
1,51,connections_strength,3
1,51,presence,3
1,52,node_name,Piper_sp1_M_SD_010
1,52,degree,2
1,52,connections_strength,19
1,52,presence,1
1,53,node_name,Protium_heptaphyllum
1,53,degree,10
1,53,connections_strength,65
1,53,presence,4
