doi,author,year,paper_url,data_url
10.2307/4083882,Barbara Snow & David Snow,1971-04-01,https://www.jstor.org/stable/4083882,http://www.ecologia.ib.usp.br/iwdb/html/snow_snow_1971.htm
10.2307/4083882,Barbara Snow & David Snow,1971-04-01,https://www.jstor.org/stable/4083882,http://www.web-of-life.es/map.php?type=6
NA,Barbara Snow & David Snow,1988-01-01,https://ebookcentral-proquest-com.ezproxy.bgu.ac.il/lib/bgu-ebooks/detail.action?docID=655440,http://www.web-of-life.es/map.php?type=6
