doi,author,year,paper_url,data_url
10.1046/j.0021-8790.2001.00572.x,L.V. Dicks,2002-03-05,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1046/j.0021-8790.2001.00572.x,http://www.web-of-life.es/map.php?type=6
