layer,attribute,value
15,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
15,perturbation_type,invasion of exotic plants
15,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
15,latitude,-20.7
15,longitude,57.733333
16,name,Control8
16,type,time
16,type,perturbation
16,perturbed,TRUE
16,site,Control
16,period,8
16,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
16,perturbation_type,invasion of exotic plants
16,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
16,latitude,-20.7
16,longitude,57.733333
17,name,CMA9
17,type,time
17,type,perturbation
17,perturbed,FALSE
17,site,CMA
17,period,9
17,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
17,perturbation_type,invasion of exotic plants
17,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
17,latitude,-20.7
17,longitude,57.733333
18,name,Control9
18,type,time
18,type,perturbation
18,perturbed,TRUE
18,site,Control
18,period,9
18,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
18,perturbation_type,invasion of exotic plants
18,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
18,latitude,-20.7
18,longitude,57.733333
19,name,CMA10
19,type,time
19,type,perturbation
19,perturbed,FALSE
19,site,CMA
19,period,10
19,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
19,perturbation_type,invasion of exotic plants
19,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
19,latitude,-20.7
19,longitude,57.733333
20,name,Control10
20,type,time
20,type,perturbation
20,perturbed,TRUE
20,site,Control
20,period,10
20,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
20,perturbation_type,invasion of exotic plants
20,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
20,latitude,-20.7
20,longitude,57.733333
21,name,CMA11
21,type,time
21,type,perturbation
21,perturbed,FALSE
21,site,CMA
21,period,11
21,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
21,perturbation_type,invasion of exotic plants
21,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
21,latitude,-20.7
21,longitude,57.733333
22,name,Control11
22,type,time
22,type,perturbation
22,perturbed,TRUE
22,site,Control
22,period,11
22,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
22,perturbation_type,invasion of exotic plants
22,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
22,latitude,-20.7
22,longitude,57.733333
23,name,CMA12
23,type,time
23,type,perturbation
23,perturbed,FALSE
23,site,CMA
23,period,12
23,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
23,perturbation_type,invasion of exotic plants
23,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
23,latitude,-20.7
23,longitude,57.733333
24,name,Control12
24,type,time
24,type,perturbation
24,perturbed,TRUE
24,site,Control
24,period,12
24,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
24,perturbation_type,invasion of exotic plants
24,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
24,latitude,-20.7
24,longitude,57.733333
