layer,attribute,value
1,name,CMA1
1,type,time
1,type,perturbation
1,perturbed,FALSE
1,site,CMA
1,period,1
1,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
1,perturbation_type,invasion of exotic plants
1,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
1,latitude,-20.7
1,longitude,57.733333
2,name,Control1
2,type,time
2,type,perturbation
2,perturbed,TRUE
2,site,Control
2,period,1
2,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
2,perturbation_type,invasion of exotic plants
2,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
2,latitude,-20.7
2,longitude,57.733333
3,name,CMA2
3,type,time
3,type,perturbation
3,perturbed,FALSE
3,site,CMA
3,period,2
3,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
3,perturbation_type,invasion of exotic plants
3,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
3,latitude,-20.7
3,longitude,57.733333
4,name,Control2
4,type,time
4,type,perturbation
4,perturbed,TRUE
4,site,Control
4,period,2
4,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
4,perturbation_type,invasion of exotic plants
4,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
4,latitude,-20.7
4,longitude,57.733333
5,name,CMA3
5,type,time
5,type,perturbation
5,perturbed,FALSE
5,site,CMA
5,period,3
5,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
5,perturbation_type,invasion of exotic plants
5,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
5,latitude,-20.7
5,longitude,57.733333
6,name,Control3
6,type,time
6,type,perturbation
6,perturbed,TRUE
6,site,Control
6,period,3
6,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
6,perturbation_type,invasion of exotic plants
6,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
6,latitude,-20.7
6,longitude,57.733333
7,name,CMA4
7,type,time
7,type,perturbation
7,perturbed,FALSE
7,site,CMA
7,period,4
7,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
7,perturbation_type,invasion of exotic plants
7,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
7,latitude,-20.7
7,longitude,57.733333
8,name,Control4
8,type,time
8,type,perturbation
8,perturbed,TRUE
8,site,Control
8,period,4
8,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
8,perturbation_type,invasion of exotic plants
8,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
8,latitude,-20.7
8,longitude,57.733333
9,name,CMA5
9,type,time
9,type,perturbation
9,perturbed,FALSE
9,site,CMA
9,period,5
9,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
9,perturbation_type,invasion of exotic plants
9,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
9,latitude,-20.7
9,longitude,57.733333
10,name,Control5
10,type,time
10,type,perturbation
10,perturbed,TRUE
10,site,Control
10,period,5
10,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
10,perturbation_type,invasion of exotic plants
10,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
10,latitude,-20.7
10,longitude,57.733333
11,name,CMA6
11,type,time
11,type,perturbation
11,perturbed,FALSE
11,site,CMA
11,period,6
11,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
11,perturbation_type,invasion of exotic plants
11,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
11,latitude,-20.7
11,longitude,57.733333
12,name,Control6
12,type,time
12,type,perturbation
12,perturbed,TRUE
12,site,Control
12,period,6
12,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
12,perturbation_type,invasion of exotic plants
12,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
12,latitude,-20.7
12,longitude,57.733333
13,name,CMA7
13,type,time
13,type,perturbation
13,perturbed,FALSE
13,site,CMA
13,period,7
13,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
13,perturbation_type,invasion of exotic plants
13,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
13,latitude,-20.7
13,longitude,57.733333
14,name,Control7
14,type,time
14,type,perturbation
14,perturbed,TRUE
14,site,Control
14,period,7
14,location,"Black River Gorges National Park, Mauritius; Collected at Le Pétrin CMA and an adjacent unrestored (nonmanaged) site (Control)"
14,perturbation_type,invasion of exotic plants
14,sample_dates,"Between 15th September 2003 and 15th March 2004, 2-weeks networks"
14,latitude,-20.7
14,longitude,57.733333
15,name,CMA8
15,type,time
15,type,perturbation
15,perturbed,FALSE
15,site,CMA
15,period,8
