doi,author,year,paper_url,data_url
10.1111/j.1461-0248.2009.01437.x,Christopher N. Kaiser-Bunbury,15/03/2010,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2009.01437.x,http://www.ecologia.ib.usp.br/iwdb/html/kaiser-bunbury_2009.html
10.1111/j.1461-0248.2009.01437.x,Christopher N. Kaiser-Bunbury,15/03/2010,https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2009.01437.x,http://www.web-of-life.es/map.php
10.1016/j.ppees.2009.04.001,Christopher N. Kaiser-Bunbury,20/11/2009,https://www.sciencedirect.com/science/article/pii/S1433831909000183?via%3Dihub,http://www.ecologia.ib.usp.br/iwdb/html/kaiser-bunbury_2009.html
10.1016/j.ppees.2009.04.001,Christopher N. Kaiser-Bunbury,20/11/2009,https://www.sciencedirect.com/science/article/pii/S1433831909000183?via%3Dihub,http://www.web-of-life.es/map.php
