"node_id","attribute","value"
1,"node_name","Eupelmid_gen._n."
1,"type","taxon"
1,"taxonomy_name","Eupelmidae"
1,"taxonomy_rank","family"
1,"taxa_verified","TRUE"
1,"verification_level","family"
2,"node_name","Torymus_c._capillaceus"
2,"type","taxon"
2,"taxonomy_name","Torymus capillaceus"
2,"taxonomy_rank","species"
2,"taxa_verified","FALSE"
3,"node_name","Pseudocatolaccus_guizoti"
3,"type","taxon"
3,"taxonomy_name","Pseudocatolaccus guizoti"
3,"taxonomy_rank","species"
3,"taxa_verified","TRUE"
3,"verification_level","species"
4,"node_name","Rileya_tegularis"
4,"type","taxon"
4,"taxonomy_name","Rileya cecidomyiae"
4,"taxonomy_rank","species"
4,"taxa_verified","TRUE"
4,"verification_level","species"
5,"node_name","Torymus_atriplicis"
5,"type","taxon"
5,"taxonomy_name","Torymus atriplicis"
5,"taxonomy_rank","species"
5,"taxa_verified","FALSE"
6,"node_name","Tetrastichus_sp._A"
6,"type","taxon"
6,"taxonomy_name","Tetrastichus"
6,"taxonomy_rank","genus"
6,"taxa_verified","TRUE"
6,"verification_level","genus"
7,"node_name","Torymus_umbilicatus"
7,"type","taxon"
7,"taxonomy_name","Torymus umbilicatus"
7,"taxonomy_rank","species"
7,"taxa_verified","FALSE"
8,"node_name","Tetrastichus_sp._B"
8,"type","taxon"
8,"taxonomy_name","Tetrastichus"
8,"taxonomy_rank","genus"
8,"taxa_verified","TRUE"
8,"verification_level","genus"
9,"node_name","Galeopsomyia_sp._B"
9,"type","taxon"
9,"taxonomy_name","Galeopsomyia"
9,"taxonomy_rank","genus"
9,"taxa_verified","TRUE"
9,"verification_level","genus"
10,"node_name","Asphondylia_sp._E_(tumor_stem_maker)"
10,"type","taxon"
10,"taxonomy_name","Asphondylia"
10,"taxonomy_rank","genus"
10,"taxa_verified","TRUE"
10,"verification_level","genus"
11,"node_name","Asphondylia_sp._F_(oval_twig_maker)"
11,"type","taxon"
11,"taxonomy_name","Asphondylia"
11,"taxonomy_rank","genus"
11,"taxa_verified","TRUE"
11,"verification_level","genus"
12,"node_name","Eurytoma_sp."
12,"type","taxon"
12,"taxonomy_name","Eurytoma"
12,"taxonomy_rank","genus"
12,"taxa_verified","TRUE"
12,"verification_level","genus"
13,"node_name","Tetrastichus_sp._C"
13,"type","taxon"
13,"taxonomy_name","Tetrastichus"
13,"taxonomy_rank","genus"
13,"taxa_verified","TRUE"
13,"verification_level","genus"
14,"node_name","Platygaster_sp._B"
14,"type","taxon"
14,"taxonomy_name","Platygaster"
14,"taxonomy_rank","genus"
14,"taxa_verified","TRUE"
14,"verification_level","genus"
15,"node_name","Asphondylia_sp._G_(oval_bud/flower_gall_maker)"
15,"type","taxon"
15,"taxonomy_name","Asphondylia"
15,"taxonomy_rank","genus"
15,"taxa_verified","TRUE"
15,"verification_level","genus"
16,"node_name","Asphondylia_sp._H_(fuzzy_bud/flower_gall_maker)"
16,"type","taxon"
16,"taxonomy_name","Asphondylia"
16,"taxonomy_rank","genus"
16,"taxa_verified","TRUE"
16,"verification_level","genus"
17,"node_name","gall_tissue_(Atriplex_canescens)"
17,"type","taxon"
17,"taxonomy_name","Atriplex canescens"
17,"taxonomy_rank","species"
17,"taxa_verified","TRUE"
17,"verification_level","species"
18,"node_name","Asphondylia_sp._D_(blister_leaf_and_nipple_bud_gall_maker)"
18,"type","taxon"
18,"taxonomy_name","Asphondylia"
18,"taxonomy_rank","genus"
18,"taxa_verified","TRUE"
18,"verification_level","genus"
19,"node_name","Gelechiid_sp._B"
19,"type","taxon"
19,"taxonomy_name","Gelechiidae"
19,"taxonomy_rank","family"
19,"taxa_verified","TRUE"
19,"verification_level","family"
20,"node_name","Acarid_sp."
20,"type","taxon"
20,"taxonomy_name","Acarida"
20,"taxonomy_rank",NA
20,"taxa_verified","FALSE"
21,"node_name","Phyllobaenus_atriplexus"
21,"type","taxon"
21,"taxonomy_name","Phyllobaenus atriplexus"
21,"taxonomy_rank","species"
21,"taxa_verified","FALSE"
22,"node_name","Rileya_piercei"
22,"type","taxon"
22,"taxonomy_name","Rileya piercei"
22,"taxonomy_rank","species"
22,"taxa_verified","TRUE"
22,"verification_level","species"
23,"node_name","Galeopsomyia_sp._D"
23,"type","taxon"
23,"taxonomy_name","Galeopsomyia"
23,"taxonomy_rank","genus"
23,"taxa_verified","TRUE"
23,"verification_level","genus"
24,"node_name","Galeopsomyia_sp._E"
24,"type","taxon"
24,"taxonomy_name","Galeopsomyia"
24,"taxonomy_rank","genus"
24,"taxa_verified","TRUE"
24,"verification_level","genus"
25,"node_name","Torymus_n._sp."
25,"type","taxon"
25,"taxonomy_name","Torymus"
25,"taxonomy_rank","genus"
25,"taxa_verified","TRUE"
25,"verification_level","genus"
26,"node_name","Lestodiplosis_sp."
26,"type","taxon"
26,"taxonomy_name","Lestodiplosis"
26,"taxonomy_rank","genus"
26,"taxa_verified","TRUE"
26,"verification_level","genus"
27,"node_name","Galeopsomyia_sp._A"
27,"type","taxon"
27,"taxonomy_name","Galeopsomyia"
27,"taxonomy_rank","genus"
27,"taxa_verified","TRUE"
27,"verification_level","genus"
28,"node_name","Tetrastichus_cecidobroter"
28,"type","taxon"
28,"taxonomy_name","Paragaleopsomyia cecidobroter"
28,"taxonomy_rank","species"
28,"taxa_verified","FALSE"
29,"node_name","Gracilariid_sp."
29,"type","taxon"
29,"taxonomy_name","Gracillariidae"
29,"taxonomy_rank","family"
29,"taxa_verified","TRUE"
29,"verification_level","family"
30,"node_name","Goniozus_sp._A"
30,"type","taxon"
30,"taxonomy_name","Goniozus"
30,"taxonomy_rank","genus"
30,"taxa_verified","TRUE"
30,"verification_level","genus"
31,"node_name","Goniozus_sp._B"
31,"type","taxon"
31,"taxonomy_name","Goniozus"
31,"taxonomy_rank","genus"
31,"taxa_verified","TRUE"
31,"verification_level","genus"
32,"node_name","Chelonus_sp."
32,"type","taxon"
32,"taxonomy_name","Chelonus"
32,"taxonomy_rank","genus"
32,"taxa_verified","TRUE"
32,"verification_level","genus"
33,"node_name","Arthrocnodax_sp."
33,"type","taxon"
33,"taxonomy_name","Arthrocnodax"
33,"taxonomy_rank","genus"
33,"taxa_verified","TRUE"
33,"verification_level","genus"
34,"node_name","Tenuipetiolus_medicaginus"
34,"type","taxon"
34,"taxonomy_name",NA
34,"taxonomy_rank",NA
34,"taxa_verified","FALSE"
35,"node_name","Nesolasioptera_willistoni_(woody/smooth_stem_maker)"
35,"type","taxon"
35,"taxonomy_name",NA
35,"taxonomy_rank",NA
35,"taxa_verified","FALSE"
36,"node_name","Anystid_sp."
36,"type","taxon"
36,"taxonomy_name",NA
36,"taxonomy_rank",NA
36,"taxa_verified","FALSE"
37,"node_name","Spilochalcis_sp."
37,"type","taxon"
37,"taxonomy_name","Conura acuta"
37,"taxonomy_rank","species"
37,"taxa_verified","TRUE"
37,"verification_level","species"
38,"node_name","Galeopsomyia_sp._C"
38,"type","taxon"
38,"taxonomy_name","Galeopsomyia"
38,"taxonomy_rank","genus"
38,"taxa_verified","TRUE"
38,"verification_level","genus"
39,"node_name","Platygaster_sp._A"
39,"type","taxon"
39,"taxonomy_name","Platygaster"
39,"taxonomy_rank","genus"
39,"taxa_verified","TRUE"
39,"verification_level","genus"
40,"node_name","Asphondylia_sp._B_(nodular_stem_gallmaker)"
40,"type","taxon"
40,"taxonomy_name","Asphondylia"
40,"taxonomy_rank","genus"
40,"taxa_verified","TRUE"
40,"verification_level","genus"
41,"node_name","Asphondylia_sp._C_(woody_stem_maker)"
41,"type","taxon"
41,"taxonomy_name","Asphondylia"
41,"taxonomy_rank","genus"
41,"taxa_verified","TRUE"
41,"verification_level","genus"
42,"node_name","Asphondylia_sp._A_(club_stem_maker)"
42,"type","taxon"
