doi,author,year,paper_url,data_url
10.1371/journal.pone.0032663,Qiang Fang,2012-03-08,https://doi.org/10.1371/journal.pone.0032663,https://figshare.com/articles/dataset/Relative_Stability_of_Core_Groups_in_Pollination_Networks_in_a_Biodiversity_Hotspot_over_Four_Years/127797
