layer_id,node_id,attribute,value
1,1,node_name,Abraxas_grossulariata
1,1,degree,2
1,1,connections_strength,2
1,1,presence,2
1,2,node_name,Acronicta_aceris
1,2,degree,1
1,2,connections_strength,1
1,2,presence,1
1,3,node_name,Acronicta_psi
1,3,degree,2
1,3,connections_strength,2
1,3,presence,2
1,4,node_name,Acronicta_strigosa
1,4,degree,1
1,4,connections_strength,1
1,4,presence,2
1,5,node_name,Acronicta_tridens
1,5,degree,2
1,5,connections_strength,2
1,5,presence,1
1,6,node_name,Agriopis_aurantiaria
1,6,degree,1
1,6,connections_strength,1
1,6,presence,1
1,7,node_name,Agriopis_marginaria
1,7,degree,1
1,7,connections_strength,1
1,7,presence,2
1,8,node_name,Agrochola_lota
1,8,degree,1
1,8,connections_strength,1
1,8,presence,1
1,9,node_name,Aleucis_distinctata
1,9,degree,1
1,9,connections_strength,1
1,9,presence,1
1,10,node_name,Allophyes_oxycanthae
1,10,degree,2
1,10,connections_strength,2
1,10,presence,2
1,11,node_name,Alsophila_aescularia
1,11,degree,1
1,11,connections_strength,1
1,11,presence,1
1,12,node_name,Amphipyra_pyramidea
1,12,degree,1
1,12,connections_strength,1
1,12,presence,1
1,13,node_name,Angerona_prunaria
1,13,degree,2
1,13,connections_strength,2
1,13,presence,2
1,14,node_name,Apocheima_pilosaria
1,14,degree,1
1,14,connections_strength,1
1,14,presence,2
1,15,node_name,Aporia_crataegi
1,15,degree,2
1,15,connections_strength,2
1,15,presence,2
1,16,node_name,Biston_betularia
1,16,degree,1
1,16,connections_strength,1
1,16,presence,2
1,17,node_name,Blepharita_satura
1,17,degree,1
1,17,connections_strength,1
1,17,presence,2
1,18,node_name,Brachionycha_sphinx
1,18,degree,1
1,18,connections_strength,1
1,18,presence,1
1,19,node_name,Callimorpha_dominula
1,19,degree,2
1,19,connections_strength,2
1,19,presence,1
1,20,node_name,Campaea_margaritata
1,20,degree,1
1,20,connections_strength,1
1,20,presence,1
1,21,node_name,Catocala_nupta
1,21,degree,1
1,21,connections_strength,1
1,21,presence,1
1,22,node_name,Chloroclysta_siterata
1,22,degree,1
1,22,connections_strength,1
1,22,presence,2
1,23,node_name,Chloroclystis_chloerata
1,23,degree,1
1,23,connections_strength,1
1,23,presence,2
1,24,node_name,Chloroclystis_rectangulata
1,24,degree,3
1,24,connections_strength,3
1,24,presence,2
1,25,node_name,Cilix_glaucata
1,25,degree,1
1,25,connections_strength,1
1,25,presence,1
1,26,node_name,Colocasia_coryli
1,26,degree,1
1,26,connections_strength,1
1,26,presence,2
1,27,node_name,Colotois_pennaria
1,27,degree,1
1,27,connections_strength,1
1,27,presence,2
1,28,node_name,Conistra_ligula
1,28,degree,2
1,28,connections_strength,2
1,28,presence,1
