interaction_id,attribute,value
1,node_from,api.mel
1,layer_from,1
1,node_to,alo.gra
1,layer_to,1
1,weight,345
1,type,pollination
2,node_from,aug.sp
2,layer_from,1
2,node_to,alo.gra
2,layer_to,1
2,weight,3
2,type,pollination
3,node_from,cop.sp2
3,layer_from,1
3,node_to,alo.gra
3,layer_to,1
3,weight,14
3,type,pollination
4,node_from,cop.sp3
4,layer_from,1
4,node_to,alo.gra
4,layer_to,1
4,weight,1
4,type,pollination
5,node_from,pla.sp1
5,layer_from,1
5,node_to,alo.gra
5,layer_to,1
5,weight,1
5,type,pollination
6,node_from,str.eur
6,layer_from,1
6,node_to,alo.gra
6,layer_to,1
6,weight,2
6,type,pollination
7,node_from,syr.sp1
7,layer_from,1
7,node_to,alo.gra
7,layer_to,1
7,weight,6
7,type,pollination
8,node_from,xyl.ord
8,layer_from,1
8,node_to,alo.gra
8,layer_to,1
8,weight,1
8,type,pollination
9,node_from,ant.fri
9,layer_from,1
9,node_to,lar.div
9,layer_to,1
9,weight,3
9,type,pollination
10,node_from,api.mel
10,layer_from,1
10,node_to,lar.div
10,layer_to,1
10,weight,173
10,type,pollination
11,node_from,aug.sp
11,layer_from,1
11,node_to,lar.div
11,layer_to,1
11,weight,2
11,type,pollination
12,node_from,bom.opi
12,layer_from,1
12,node_to,lar.div
12,layer_to,1
12,weight,20
12,type,pollination
13,node_from,cen.bre
13,layer_from,1
13,node_to,lar.div
13,layer_to,1
13,weight,10
13,type,pollination
14,node_from,hir.sp1
14,layer_from,1
14,node_to,lar.div
14,layer_to,1
14,weight,13
14,type,pollination
15,node_from,meg.A
15,layer_from,1
15,node_to,lar.div
15,layer_to,1
15,weight,15
15,type,pollination
16,node_from,tat.aut
16,layer_from,1
16,node_to,lar.div
16,layer_to,1
16,weight,1
16,type,pollination
17,node_from,xyl.ord
17,layer_from,1
17,node_to,lar.div
17,layer_to,1
17,weight,35
17,type,pollination
18,node_from,allo.bre
18,layer_from,1
18,node_to,lar.nit
18,layer_to,1
18,weight,2
18,type,pollination
19,node_from,api.mel
19,layer_from,1
19,node_to,lar.nit
19,layer_to,1
19,weight,66
19,type,pollination
20,node_from,aug.sp
20,layer_from,1
20,node_to,lar.nit
20,layer_to,1
20,weight,12
20,type,pollination
21,node_from,col.ara
21,layer_from,1
21,node_to,lar.nit
21,layer_to,1
21,weight,1
21,type,pollination
22,node_from,xyl.ord
22,layer_from,1
22,node_to,lar.nit
22,layer_to,1
22,weight,2
22,type,pollination
23,node_from,api.mel
23,layer_from,1
23,node_to,lyc.chi
23,layer_to,1
23,weight,14
23,type,pollination
24,node_from,aug.sp
24,layer_from,1
24,node_to,lyc.chi
24,layer_to,1
24,weight,3
24,type,pollination
25,node_from,cop.ari
25,layer_from,1
25,node_to,lyc.chi
25,layer_to,1
25,weight,23
25,type,pollination
26,node_from,cop.sp2
26,layer_from,1
26,node_to,lyc.chi
26,layer_to,1
26,weight,3
26,type,pollination
27,node_from,meg.A
27,layer_from,1
27,node_to,lyc.chi
27,layer_to,1
27,weight,5
27,type,pollination
28,node_from,xyl.ord
28,layer_from,1
28,node_to,lyc.chi
28,layer_to,1
28,weight,33
28,type,pollination
29,node_from,syr.sp1
29,layer_from,1
29,node_to,men.dec
29,layer_to,1
29,weight,19
29,type,pollination
30,node_from,bom.opi
30,layer_from,1
30,node_to,opu.sul
30,layer_to,1
30,weight,7
30,type,pollination
31,node_from,cam.mus
31,layer_from,1
31,node_to,opu.sul
31,layer_to,1
31,weight,2
31,type,pollination
32,node_from,amm.sp1
32,layer_from,1
32,node_to,pro.fle
32,layer_to,1
32,weight,1
32,type,pollination
33,node_from,api.mel
33,layer_from,1
33,node_to,pro.fle
33,layer_to,1
33,weight,42
33,type,pollination
34,node_from,aug.sp
34,layer_from,1
34,node_to,pro.fle
34,layer_to,1
34,weight,4
34,type,pollination
35,node_from,cen.bre
35,layer_from,1
35,node_to,pro.fle
35,layer_to,1
35,weight,4
35,type,pollination
36,node_from,cop.ari
36,layer_from,1
36,node_to,pro.fle
36,layer_to,1
36,weight,25
36,type,pollination
37,node_from,sphecid1
37,layer_from,1
37,node_to,pro.fle
37,layer_to,1
37,weight,3
37,type,pollination
38,node_from,tac.sp1
38,layer_from,1
38,node_to,pro.fle
38,layer_to,1
38,weight,4
38,type,pollination
39,node_from,thy.sp1
39,layer_from,1
39,node_to,pro.fle
39,layer_to,1
39,weight,5
39,type,pollination
40,node_from,vill.sp1
40,layer_from,1
40,node_to,pro.fle
40,layer_to,1
40,weight,1
40,type,pollination
41,node_from,bab.elo
41,layer_from,1
41,node_to,sch.fas
41,layer_to,1
41,weight,6
41,type,pollination
42,node_from,aug.sp
42,layer_from,1
42,node_to,sen.aph
42,layer_to,1
42,weight,9
42,type,pollination
43,node_from,meg.A
43,layer_from,1
43,node_to,sen.aph
43,layer_to,1
43,weight,2
43,type,pollination
44,node_from,acr.lob
44,layer_from,1
44,node_to,spa.jun
44,layer_to,1
44,weight,2
44,type,pollination
45,node_from,bom.opi
45,layer_from,1
45,node_to,spa.jun
45,layer_to,1
45,weight,8
45,type,pollination
46,node_from,cam.mus
46,layer_from,1
