layer,attribute,value
98,last_date,1992-04-15
98,num_traps,NA
98,nights,1
99,type,space
99,type,time
99,population_no,122
99,latitude,48.5282639
99,longitude,21.1730833
99,biotop,N
99,region,Kosicka kotlina basin
99,locality,Perin
99,files,KosKotl
99,year,1992
99,month,4
99,first_date,1992-04-15
99,last_date,1992-04-16
99,num_traps,NA
99,nights,1
100,type,space
100,type,time
100,population_no,123
100,latitude,48.5856
100,longitude,21.1542778
100,biotop,N
100,region,Kosicka kotlina basin
100,locality,Velka Ida
100,files,KosKotl
100,year,1992
100,month,6
100,first_date,1992-06-03
100,last_date,1992-06-04
100,num_traps,NA
100,nights,1
101,type,space
101,type,time
101,population_no,124
101,latitude,48.622825
101,longitude,21.3281167
101,biotop,N
101,region,Kosicka kotlina basin
101,locality,Koksov-Baksa
101,files,KosKotl
101,year,1992
101,month,6
101,first_date,1992-06-24
101,last_date,1992-06-25
101,num_traps,NA
101,nights,1
102,type,space
102,type,time
102,population_no,125
102,latitude,48.5856
102,longitude,21.1542778
102,biotop,N
102,region,Kosicka kotlina basin
102,locality,Velka Ida
102,files,KosKotl
102,year,1992
102,month,10
102,first_date,1992-10-13
102,last_date,1992-10-13
102,num_traps,NA
102,nights,1
103,type,space
103,type,time
103,population_no,126
103,latitude,48.6539889
103,longitude,21.0414
103,biotop,F
103,region,Kosicka kotlina basin
103,locality,Panovce
103,files,KosKotl
103,year,1992
103,month,10
103,first_date,1992-10-13
103,last_date,1992-10-13
103,num_traps,NA
103,nights,1
104,type,space
104,type,time
104,population_no,127
104,latitude,48.632475
104,longitude,20.7923389
104,biotop,F
104,region,Slovensky kras karst
104,locality,Borka
104,files,Kras
104,year,1994
104,month,11
104,first_date,1994-11-01
104,last_date,1994-11-02
104,num_traps,NA
104,nights,1
105,type,space
105,type,time
105,population_no,128
105,latitude,48.632475
105,longitude,20.7923389
105,biotop,F
105,region,Slovensky kras karst
105,locality,Borka
105,files,Kras
105,year,1995
105,month,4
105,first_date,1995-04-25
105,last_date,1995-04-25
105,num_traps,NA
105,nights,1
106,type,space
106,type,time
106,population_no,129
106,latitude,49.2642389
106,longitude,20.8198556
106,biotop,N
106,region,Spissko-sarisske medzihorie
106,locality,Plavec
106,files,PopKotl
106,year,1991
106,month,5
106,first_date,1991-05-01
106,last_date,1991-05-02
106,num_traps,NA
106,nights,1
107,type,space
107,type,time
107,population_no,130
107,latitude,49.2642389
107,longitude,20.8198556
107,biotop,N
107,region,Spissko-sarisske medzihorie
107,locality,Plavec
107,files,PopKotl
107,year,1991
107,month,9
107,first_date,1991-09-17
107,last_date,1991-09-18
107,num_traps,NA
107,nights,1
108,type,space
108,type,time
108,population_no,131
108,latitude,48.7072694
108,longitude,20.8040694
108,biotop,F
108,region,Volovske Vrchy mountains
108,locality,Stos
108,files,Stos
108,year,1991
108,month,7
108,first_date,1991-07-30
108,last_date,1991-08-02
108,num_traps,NA
108,nights,3
109,type,space
109,type,time
109,population_no,132
109,latitude,48.9716917
109,longitude,21.5020778
109,biotop,F
109,region,Slanske vrchy mountains
109,locality,Hermanovce
109,files,Top11
109,year,1987
109,month,7
109,first_date,1987-07-28
109,last_date,1987-07-31
109,num_traps,NA
109,nights,3
110,type,space
110,type,time
110,population_no,133
110,latitude,48.9716917
110,longitude,21.5020778
110,biotop,F
110,region,Slanske vrchy mountains
110,locality,Kokosovce
110,files,Top12
110,year,1988
110,month,8
110,first_date,1988-08-02
110,last_date,1988-08-05
110,num_traps,NA
110,nights,3
111,type,space
111,type,time
111,population_no,134
111,latitude,48.6281306
111,longitude,21.7703028
111,biotop,N
111,region,East Slovakian Lowland
111,locality,Zem. Hradiste
111,files,Vsn
111,year,2000
111,month,6
111,first_date,2000-06-26
111,last_date,2000-06-28
111,num_traps,NA
111,nights,2
112,type,space
112,type,time
112,population_no,135
112,latitude,48.6281306
112,longitude,21.7703028
112,biotop,N
112,region,East Slovakian Lowland
112,locality,Zem. Hradiste
112,files,Vsn
112,year,2000
112,month,8
112,first_date,2000-08-16
112,last_date,2000-08-18
112,num_traps,NA
112,nights,2
113,type,space
113,type,time
113,population_no,136
113,latitude,48.6281306
113,longitude,21.7703028
113,biotop,N
113,region,East Slovakian Lowland
113,locality,Zem. Hradiste
113,files,Vsn
113,year,2000
113,month,10
113,first_date,2000-10-18
113,last_date,2000-10-20
113,num_traps,NA
113,nights,2
114,type,space
114,type,time
114,population_no,137
114,latitude,48.6281306
114,longitude,21.7703028
114,biotop,N
114,region,East Slovakian Lowland
114,locality,Zem. Hradiste
114,files,Vsn
114,year,2001
114,month,4
114,first_date,2001-04-02
114,last_date,2001-04-03
114,num_traps,NA
114,nights,1
115,type,space
115,type,time
115,population_no,138
115,latitude,48.6281306
115,longitude,21.7703028
115,biotop,N
115,region,East Slovakian Lowland
115,locality,Zem. Hradiste
115,files,Vsn
115,year,2001
115,month,4
115,first_date,2001-04-30
115,last_date,2001-05-01
115,num_traps,NA
115,nights,1
116,type,space
116,type,time
116,population_no,139
116,latitude,48.787125
116,longitude,21.1945361
116,biotop,F
116,region,Volovske Vrchy mountains
116,locality,Kavecany
116,files,ZOO
116,year,1987
116,month,9
116,first_date,1987-09-17
116,last_date,1987-09-18
116,num_traps,NA
116,nights,1
117,type,space
117,type,time
117,population_no,140
117,latitude,48.787125
117,longitude,21.1945361
117,biotop,F
117,region,Volovske Vrchy mountains
117,locality,Kavecany
117,files,ZOO
117,year,1987
117,month,9
117,first_date,1987-09-30
117,last_date,1987-10-02
117,num_traps,NA
117,nights,2
118,type,space
118,type,time
118,population_no,141
118,latitude,48.787125
118,longitude,21.1945361
118,biotop,F
118,region,Volovske Vrchy mountains
118,locality,Kavecany
118,files,ZOO
118,year,1988
118,month,1
118,first_date,1988-01-13
118,last_date,1988-01-14
118,num_traps,NA
118,nights,1
119,type,space
119,type,time
119,population_no,142
119,latitude,48.787125
119,longitude,21.1945361
119,biotop,F
119,region,Volovske Vrchy mountains
119,locality,Kavecany
119,files,ZOO
119,year,1988
119,month,5
119,first_date,1988-05-04
119,last_date,1988-05-05
119,num_traps,NA
119,nights,1
120,type,space
120,type,time
120,population_no,143
120,latitude,48.787125
120,longitude,21.1945361
120,biotop,F
120,region,Volovske Vrchy mountains
120,locality,Kavecany
120,files,ZOO
120,year,1988
120,month,7
120,first_date,1988-07-26
120,last_date,1988-07-27
120,num_traps,NA
120,nights,1
