layer_from,node_from,layer_to,node_to,weight
1,Ranunculus sp.,1,Cheilosia nigripes,2
1,Bellis perennis,1,Eupeodes corollae,7
1,Potentilla montana,1,Lasioglossum sp,1
1,Potentilla erecta,1,Andrena minutuloides,1
1,Vicia pyrenaica,1,Bombus pascuorum,23
1,Potentilla erecta,1,Syrphidae NA,2
1,Bellis perennis,1,Syrphidae NA,3
1,Potentilla erecta,1,Sphaerophoria scripta,1
1,Lotus corniculatus,1,Apis mellifera,1
5,Taraxacum sp.,5,Andrena rhyssonota,1
5,Potentilla erecta,5,Sphaerophoria scripta,60
5,Scilla verna,5,Lasioglossum punctatissimum,1
5,Scilla verna,5,Cerambycidae,103
5,Pedicularis sylvatica subsp. sylvatica,5,Bombus pascuorum,1
5,Potentilla erecta,5,Formicidae NA,1
5,Potentilla erecta,5,Cerambycidae,1
5,Pedicularis sylvatica subsp. sylvatica,5,Bombus sp,1
3,Erica vagans,3,Anoplius sp,1
3,Achillea millefolium,3,Eristalis sp,1
3,Trifolium repens,3,Bombus pratorum,4
3,Prunella grandiflora,3,Thymelicus sp,4
3,Prunella grandiflora,3,Sphaerophoria scripta,2
3,Thymus praecox subsp. polytrichus,3,Sphaerophoria scripta,8
3,Trifolium pratense,3,Ochlodes sylvanus,1
3,Prunella grandiflora,3,Bombus hortorum,4
3,Trifolium pratense,3,Eristalis tenax,1
3,Trifolium pratense,3,Bombus lapidarius,6
3,Plantago sp.,3,Sphaerophoria scripta,6
3,Potentilla erecta,3,Lasioglossum calceatum,1
3,Trifolium pratense,3,Bombus pascuorum,4
3,Bellis perennis,3,Sphaerophoria scripta,17
3,Plantago sp.,3,Episyrphus balteatus,2
3,Thymus praecox subsp. polytrichus,3,Eristalis tenax,2
3,Teucrium pyrenaicum L. subsp. pyrenaicum,3,Bombus pascuorum,1
3,Erica vagans,3,Bombus pascuorum,1
3,Ranunculus sp.,3,Lasioglossum calceatum,4
3,Trifolium pratense,3,Melanargia sp,2
3,Trifolium pratense,3,Bombus pratorum,4
3,Achillea millefolium,3,Ochlodes sylvanus,1
3,Achillea millefolium,3,Stratiomydae NA,1
3,Lotus corniculatus,3,Thymelicus sp,3
4,Potentilla erecta,4,Sphaerophoria scripta,49
4,Ranunculus sp.,4,Eristalis tenax,1
4,Potentilla erecta,4,Andrena minutula,1
4,Taraxacum sp.,4,Sphaerophoria scripta,9
4,Ranunculus sp.,4,Lasioglossum sp,1
4,Polygala vulgaris,4,Bombus ruderatus,1
4,Polygala vulgaris,4,Bombus sylvestris,1
4,Taraxacum sp.,4,Apis mellifera,3
4,Potentilla erecta,4,Cerambycidae,11
4,Ranunculus sp.,4,Sphaerophoria scripta,6
4,Polygala vulgaris,4,Bombus terrestris,1
