layer_from,node_from,layer_to,node_to,weight
1982,Myodes_rufocanus,1982,Parasitus_consanguineus,0.069
1982,Myodes_rufocanus,1982,Ctenophthalmus_assimilis,0.5862
1982,Myodes_rufocanus,1982,Poecilochirus_necrophori,0.2759
1982,Myodes_rufocanus,1982,Histrichopsylla_talpae,0.4828
1982,Myodes_rufocanus,1982,Euryparasitus_emarginatus,0.1034
1982,Myodes_rufocanus,1982,Neopsylla_acanthina,0.0345
1982,Myodes_rufocanus,1982,Amalaraeus_penicilliger,0.4483
1982,Myodes_rufocanus,1982,Megabothris_rectangulatus,0.4483
1982,Myodes_rufocanus,1982,Macrocheles_glaber,0.0345
1982,Myodes_rufocanus,1982,Neopsylla_mana,0.0345
1982,Myodes_rufocanus,1982,Palaeopsylla_soricis,0.2414
1982,Myodes_rufocanus,1982,Parasitus_oudemansi,0.0345
1982,Myodes_rufocanus,1982,Hirstionyssus_soricis,0.0345
1982,Myodes_rufocanus,1982,Androlaelaps_glasgowi,0.2069
1982,Myodes_rufocanus,1982,Eulaelaps_stabularis,0.1034
1982,Myodes_rufocanus,1982,Hirstionyssus_isabellinus,0.0345
1982,Cricetus_cricetus,1982,Poecilochirus_necrophori,0.1429
1982,Cricetus_cricetus,1982,Macrocheles_decoloratus,0.1429
1982,Cricetus_cricetus,1982,Amalaraeus_penicilliger,0.5714
1982,Cricetus_cricetus,1982,Megabothris_rectangulatus,0.2857
1982,Cricetus_cricetus,1982,Palaeopsylla_soricis,0.1429
1982,Cricetus_cricetus,1982,Hirstionyssus_criceti,2.1429
1982,Cricetus_cricetus,1982,Androlaelaps_glasgowi,0.5714
1982,Cricetus_cricetus,1982,Eulaelaps_stabularis,0.2857
1982,Cricetus_cricetus,1982,Hirstionyssus_isabellinus,0.2857
1982,Asioscalops_altaica,1982,Parasitus_consanguineus,1
1982,Asioscalops_altaica,1982,Hirstionyssus_soricis,2
1982,Asioscalops_altaica,1982,Hirstionyssus_isabellinus,1
1982,Microtus_gregalis,1982,Parasitus_coleoptratorum,0.0085
1982,Microtus_gregalis,1982,Proctolaelaps_pygmaeus,0.0342
1982,Microtus_gregalis,1982,Parasitus_consanguineus,0.1624
1982,Microtus_gregalis,1982,Ceratophyllus_indages,0.0085
1982,Microtus_gregalis,1982,Haemogamasus_ambulans,0.047
1982,Microtus_gregalis,1982,Ctenophthalmus_assimilis,1.4316
1982,Microtus_gregalis,1982,Poecilochirus_necrophori,0.1239
1982,Microtus_gregalis,1982,Histrichopsylla_talpae,0.0897
1982,Microtus_gregalis,1982,Macrocheles_matrius,0.0726
1982,Microtus_gregalis,1982,Macrocheles_decoloratus,0.0128
1982,Microtus_gregalis,1982,Iphidosoma_fimetarium,0.0043
1982,Microtus_gregalis,1982,Poecilochirus_subterraneus,0.0128
1982,Microtus_gregalis,1982,Parasitus_remberti,0.0043
1982,Microtus_gregalis,1982,Parasitus_fimetorum,0.0214
1982,Microtus_gregalis,1982,Hyperlaelaps_arvalis,0.0043
1982,Microtus_gregalis,1982,Haemogamasus_nidiformes,0.0085
1982,Microtus_gregalis,1982,Laelaspis_astronomicus,0.0085
1982,Microtus_gregalis,1982,Euryparasitus_emarginatus,0.0043
1982,Microtus_gregalis,1982,Neopsylla_acanthina,0.0812
1982,Microtus_gregalis,1982,Macrocheles_rotundiscutus,0.0043
1982,Microtus_gregalis,1982,Amalaraeus_penicilliger,0.9316
1982,Microtus_gregalis,1982,Megabothris_rectangulatus,0.5043
1982,Microtus_gregalis,1982,Amerosejus_corbicula,0.0043
1982,Microtus_gregalis,1982,Laelaps_pavlovskyi,0.0299
1982,Microtus_gregalis,1982,Macrocheles_glaber,0.0214
1982,Microtus_gregalis,1982,Macrocheles_nataliae,0.0256
1982,Microtus_gregalis,1982,Neopsylla_mana,0.047
1982,Microtus_gregalis,1982,Frontopsylla_elata,0.0085
1982,Microtus_gregalis,1982,Palaeopsylla_soricis,0.0641
1982,Microtus_gregalis,1982,Parasitus_oudemansi,0.0256
1982,Microtus_gregalis,1982,Hirstionyssus_soricis,0.0385
1982,Microtus_gregalis,1982,Amphipsylla_sibirica,0.0043
1982,Microtus_gregalis,1982,Pergamasus_crassipes,0.0085
1982,Microtus_gregalis,1982,Hirstionyssus_criceti,0.0043
1982,Microtus_gregalis,1982,Androlaelaps_glasgowi,3.4573
1982,Microtus_gregalis,1982,Haemogamasus_mandschuricus,0.0684
1982,Microtus_gregalis,1982,Laelaps_clethrionomydis,1.2308
1982,Microtus_gregalis,1982,Eulaelaps_stabularis,0.141
1982,Microtus_gregalis,1982,Hirstionyssus_isabellinus,0.2479
1982,Myodes_rutilus,1982,Parasitus_consanguineus,0.1263
1982,Myodes_rutilus,1982,Haemogamasus_ambulans,0.0421
1982,Myodes_rutilus,1982,Ctenophthalmus_assimilis,0.1053
1982,Myodes_rutilus,1982,Poecilochirus_necrophori,0.1158
1982,Myodes_rutilus,1982,Histrichopsylla_talpae,0.7368
1982,Myodes_rutilus,1982,Macrocheles_decoloratus,0.0105
1982,Myodes_rutilus,1982,Iphidosoma_fimetarium,0.0211
1982,Myodes_rutilus,1982,Poecilochirus_subterraneus,0.0316
1982,Myodes_rutilus,1982,Parasitus_fimetorum,0.0105
1982,Myodes_rutilus,1982,Euryparasitus_emarginatus,0.0316
1982,Myodes_rutilus,1982,Neopsylla_acanthina,0.1263
1982,Myodes_rutilus,1982,Amalaraeus_penicilliger,0.2737
1982,Myodes_rutilus,1982,Megabothris_rectangulatus,0.2632
1982,Myodes_rutilus,1982,Macrocheles_glaber,0.0211
1982,Myodes_rutilus,1982,Neopsylla_mana,0.0526
1982,Myodes_rutilus,1982,Frontopsylla_elata,0.0105
1982,Myodes_rutilus,1982,Palaeopsylla_soricis,0.1895
1982,Myodes_rutilus,1982,Parasitus_oudemansi,0.0105
1982,Myodes_rutilus,1982,Rhadinopsylla_integella,0.0105
1982,Myodes_rutilus,1982,Hirstionyssus_soricis,0.0105
1982,Myodes_rutilus,1982,Amphipsylla_sibirica,0.0105
1982,Myodes_rutilus,1982,Pergamasus_crassipes,0.0211
1982,Myodes_rutilus,1982,Androlaelaps_glasgowi,0.1789
1982,Myodes_rutilus,1982,Haemogamasus_mandschuricus,0.0105
1982,Myodes_rutilus,1982,Laelaps_clethrionomydis,0.0105
1982,Myodes_rutilus,1982,Eulaelaps_stabularis,0.0842
1982,Myodes_rutilus,1982,Hirstionyssus_isabellinus,0.2316
1982,Myodes_glareolus,1982,Ceratophyllus_indages,0.0333
1982,Myodes_glareolus,1982,Haemogamasus_ambulans,0.0333
1982,Myodes_glareolus,1982,Ctenophthalmus_assimilis,0.0333
1982,Myodes_glareolus,1982,Megabothris_turbidus,0.0333
1982,Myodes_glareolus,1982,Poecilochirus_necrophori,0.4
1982,Myodes_glareolus,1982,Histrichopsylla_talpae,0.6
1982,Myodes_glareolus,1982,Poecilochirus_subterraneus,0.0667
1982,Myodes_glareolus,1982,Neopsylla_acanthina,0.2667
1982,Myodes_glareolus,1982,Amalaraeus_penicilliger,0.1
1982,Myodes_glareolus,1982,Megabothris_rectangulatus,0.4667
1982,Myodes_glareolus,1982,Laelaps_pavlovskyi,0.0667
1982,Myodes_glareolus,1982,Neopsylla_mana,0.1
1982,Myodes_glareolus,1982,Palaeopsylla_soricis,0.2667
1982,Myodes_glareolus,1982,Hirstionyssus_soricis,0.0667
1982,Myodes_glareolus,1982,Pergamasus_crassipes,0.0333
1982,Myodes_glareolus,1982,Androlaelaps_glasgowi,0.2667
1982,Myodes_glareolus,1982,Laelaps_clethrionomydis,0.0333
1982,Myodes_glareolus,1982,Eulaelaps_stabularis,0.1333
1982,Myodes_glareolus,1982,Hirstionyssus_isabellinus,0.3667
1982,Eutamias_sibiricus,1982,Ceratophyllus_indages,0.1538
1982,Eutamias_sibiricus,1982,Iphidosoma_fimetarium,0.0769
1982,Eutamias_sibiricus,1982,Neopsylla_acanthina,0.1538
1982,Eutamias_sibiricus,1982,Megabothris_rectangulatus,0.0769
1982,Eutamias_sibiricus,1982,Neopsylla_mana,0.0769
1982,Eutamias_sibiricus,1982,Parasitus_oudemansi,0.1538
1982,Eutamias_sibiricus,1982,Androlaelaps_glasgowi,0.0769
1982,Sorex_araneus,1982,Parasitus_coleoptratorum,0.0037
1982,Sorex_araneus,1982,Proctolaelaps_pygmaeus,0.0148
1982,Sorex_araneus,1982,Parasitus_consanguineus,0.0852
1982,Sorex_araneus,1982,Ceratophyllus_indages,0.0037
1982,Sorex_araneus,1982,Haemogamasus_ambulans,0.0074
1982,Sorex_araneus,1982,Ctenophthalmus_assimilis,0.0667
1982,Sorex_araneus,1982,Poecilochirus_necrophori,0.1481
1982,Sorex_araneus,1982,Histrichopsylla_talpae,0.1333
1982,Sorex_araneus,1982,Macrocheles_matrius,0.0037
1982,Sorex_araneus,1982,Iphidosoma_fimetarium,0.0074
1982,Sorex_araneus,1982,Myonyssus_ingricus,0.0037
1982,Sorex_araneus,1982,Poecilochirus_subterraneus,0.0333
1982,Sorex_araneus,1982,Parasitus_remberti,0.0037
1982,Sorex_araneus,1982,Parasitus_fimetorum,0.0111
1982,Sorex_araneus,1982,Laelaspis_astronomicus,0.0037
1982,Sorex_araneus,1982,Holoparasitus_gontscharovae,0.0037
1982,Sorex_araneus,1982,Euryparasitus_emarginatus,0.0222
1982,Sorex_araneus,1982,Neopsylla_acanthina,0.0111
1982,Sorex_araneus,1982,Amalaraeus_penicilliger,0.063
1982,Sorex_araneus,1982,Megabothris_rectangulatus,0.0296
1982,Sorex_araneus,1982,Macrocheles_glaber,0.0222
1982,Sorex_araneus,1982,Macrocheles_nataliae,0.0111
1982,Sorex_araneus,1982,Palaeopsylla_soricis,2.1667
1982,Sorex_araneus,1982,Parasitus_oudemansi,0.0444
1982,Sorex_araneus,1982,Hirstionyssus_soricis,0.2
1982,Sorex_araneus,1982,Pergamasus_crassipes,0.0185
1982,Sorex_araneus,1982,Androlaelaps_glasgowi,0.1185
1982,Sorex_araneus,1982,Haemogamasus_mandschuricus,0.0074
1982,Sorex_araneus,1982,Eulaelaps_stabularis,0.0444
1982,Sorex_araneus,1982,Hirstionyssus_isabellinus,0.0296
1982,Microtus_arvalis,1982,Haemogamasus_ambulans,0.1111
1982,Microtus_arvalis,1982,Ctenophthalmus_assimilis,0.2222
1982,Microtus_arvalis,1982,Poecilochirus_necrophori,1.3333
1982,Microtus_arvalis,1982,Histrichopsylla_talpae,0.1111
1982,Microtus_arvalis,1982,Haemogamasus_nidiformes,0.1111
1982,Microtus_arvalis,1982,Amalaraeus_penicilliger,0.3333
1982,Microtus_arvalis,1982,Megabothris_rectangulatus,0.5556
1982,Microtus_arvalis,1982,Androlaelaps_glasgowi,0.1111
1982,Microtus_arvalis,1982,Laelaps_clethrionomydis,2.4444
1982,Microtus_arvalis,1982,Hirstionyssus_isabellinus,0.3333
1982,Arvicola_terrestris,1982,Parasitus_consanguineus,0.1034
1982,Arvicola_terrestris,1982,Ceratophyllus_indages,0.0345
1982,Arvicola_terrestris,1982,Ctenophthalmus_assimilis,0.8276
1982,Arvicola_terrestris,1982,Poecilochirus_necrophori,0.0345
1982,Arvicola_terrestris,1982,Laelaps_muris,7.3103
1982,Arvicola_terrestris,1982,Macrocheles_matrius,0.4138
1982,Arvicola_terrestris,1982,Macrocheles_decoloratus,0.0345
1982,Arvicola_terrestris,1982,Haemogamasus_nidiformes,0.1379
1982,Arvicola_terrestris,1982,Amalaraeus_penicilliger,6.8621
1982,Arvicola_terrestris,1982,Megabothris_rectangulatus,0.9655
1982,Arvicola_terrestris,1982,Neopsylla_mana,0.1034
1982,Arvicola_terrestris,1982,Palaeopsylla_soricis,0.3793
1982,Arvicola_terrestris,1982,Parasitus_oudemansi,0.0345
1982,Arvicola_terrestris,1982,Rhadinopsylla_integella,0.0345
1982,Arvicola_terrestris,1982,Amphipsylla_sibirica,0.0345
1982,Arvicola_terrestris,1982,Androlaelaps_glasgowi,0.8276
1982,Arvicola_terrestris,1982,Haemogamasus_mandschuricus,0.1724
1982,Arvicola_terrestris,1982,Laelaps_clethrionomydis,0.3448
1982,Arvicola_terrestris,1982,Eulaelaps_stabularis,0.4483
1982,Arvicola_terrestris,1982,Hirstionyssus_isabellinus,0.7931
1982,Sorex_isodon,1982,Ctenophthalmus_assimilis,0.0667
1982,Sorex_isodon,1982,Poecilochirus_necrophori,1
1982,Sorex_isodon,1982,Poecilochirus_subterraneus,0.0667
1982,Sorex_isodon,1982,Euryparasitus_emarginatus,0.2
1982,Sorex_isodon,1982,Macrocheles_glaber,0.0667
1982,Sorex_isodon,1982,Palaeopsylla_soricis,3.6
1982,Sorex_isodon,1982,Hirstionyssus_soricis,0.0667
1982,Sorex_isodon,1982,Androlaelaps_glasgowi,0.0667
1982,Sorex_isodon,1982,Eulaelaps_stabularis,0.0667
1982,Apodemus_agrarius,1982,Proctolaelaps_pygmaeus,0.0122
1982,Apodemus_agrarius,1982,Parasitus_consanguineus,0.2683
1982,Apodemus_agrarius,1982,Haemogamasus_ambulans,0.0244
1982,Apodemus_agrarius,1982,Ctenophthalmus_assimilis,0.1707
1982,Apodemus_agrarius,1982,Megabothris_turbidus,0.0122
1982,Apodemus_agrarius,1982,Poecilochirus_necrophori,0.4146
1982,Apodemus_agrarius,1982,Histrichopsylla_talpae,0.2805
1982,Apodemus_agrarius,1982,Poecilochirus_subterraneus,0.0488
1982,Apodemus_agrarius,1982,Euryparasitus_emarginatus,0.0244
1982,Apodemus_agrarius,1982,Neopsylla_acanthina,0.2927
1982,Apodemus_agrarius,1982,Amalaraeus_penicilliger,0.0488
1982,Apodemus_agrarius,1982,Megabothris_rectangulatus,0.122
1982,Apodemus_agrarius,1982,Laelaps_pavlovskyi,0.4024
1982,Apodemus_agrarius,1982,Macrocheles_glaber,0.0244
1982,Apodemus_agrarius,1982,Neopsylla_mana,0.0244
1982,Apodemus_agrarius,1982,Palaeopsylla_soricis,0.0976
1982,Apodemus_agrarius,1982,Hirstionyssus_soricis,0.0366
1982,Apodemus_agrarius,1982,Androlaelaps_glasgowi,0.1585
1982,Apodemus_agrarius,1982,Haemogamasus_mandschuricus,0.0244
1982,Apodemus_agrarius,1982,Eulaelaps_stabularis,0.0976
1982,Apodemus_agrarius,1982,Hirstionyssus_isabellinus,0.0732
1982,Sorex_minutus,1982,Parasitus_coleoptratorum,0.0098
1982,Sorex_minutus,1982,Proctolaelaps_pygmaeus,0.0098
1982,Sorex_minutus,1982,Parasitus_consanguineus,0.0196
1982,Sorex_minutus,1982,Ctenophthalmus_assimilis,0.0588
1982,Sorex_minutus,1982,Poecilochirus_necrophori,0.1275
1982,Sorex_minutus,1982,Histrichopsylla_talpae,0.0098
1982,Sorex_minutus,1982,Euryparasitus_medius,0.0098
1982,Sorex_minutus,1982,Poecilochirus_subterraneus,0.0392
1982,Sorex_minutus,1982,Parasitus_remberti,0.0098
1982,Sorex_minutus,1982,Euryparasitus_emarginatus,0.0098
1982,Sorex_minutus,1982,Amalaraeus_penicilliger,0.0392
1982,Sorex_minutus,1982,Megabothris_rectangulatus,0.0098
1982,Sorex_minutus,1982,Palaeopsylla_soricis,0.4314
1982,Sorex_minutus,1982,Parasitus_oudemansi,0.0196
1982,Sorex_minutus,1982,Hirstionyssus_soricis,0.0588
1982,Sorex_minutus,1982,Androlaelaps_glasgowi,0.1373
1982,Sorex_minutus,1982,Eulaelaps_stabularis,0.0294
1982,Sorex_minutus,1982,Hirstionyssus_isabellinus,0.0098
1982,Apodemus_peninsulae,1982,Parasitus_consanguineus,0.0714
1982,Apodemus_peninsulae,1982,Ctenophthalmus_assimilis,0.2143
1982,Apodemus_peninsulae,1982,Poecilochirus_necrophori,0.2857
1982,Apodemus_peninsulae,1982,Histrichopsylla_talpae,0.2857
1982,Apodemus_peninsulae,1982,Neopsylla_acanthina,0.1429
1982,Apodemus_peninsulae,1982,Macrocheles_rotundiscutus,0.0714
1982,Apodemus_peninsulae,1982,Megabothris_rectangulatus,0.2143
1982,Apodemus_peninsulae,1982,Laelaps_pavlovskyi,0.4286
1982,Apodemus_peninsulae,1982,Neopsylla_mana,0.2143
1982,Apodemus_peninsulae,1982,Palaeopsylla_soricis,0.2857
1982,Apodemus_peninsulae,1982,Androlaelaps_glasgowi,0.2143
1982,Apodemus_peninsulae,1982,Eulaelaps_stabularis,0.0714
1982,Apodemus_peninsulae,1982,Hirstionyssus_isabellinus,0.0714
1982,Mus_musculus,1982,Amerosejus_corbicula,0.05
1982,Mus_musculus,1982,Androlaelaps_glasgowi,0.1
1982,Microtus_oeconomus,1982,Proctolaelaps_pygmaeus,0.0476
1982,Microtus_oeconomus,1982,Haemogamasus_ambulans,0.1587
1982,Microtus_oeconomus,1982,Ctenophthalmus_assimilis,0.254
1982,Microtus_oeconomus,1982,Poecilochirus_necrophori,0.2063
1982,Microtus_oeconomus,1982,Histrichopsylla_talpae,0.3651
1982,Microtus_oeconomus,1982,Haemogamasus_nidiformes,0.0476
1982,Microtus_oeconomus,1982,Euryparasitus_emarginatus,0.0317
1982,Microtus_oeconomus,1982,Neopsylla_acanthina,0.0476
1982,Microtus_oeconomus,1982,Amalaraeus_penicilliger,0.4603
1982,Microtus_oeconomus,1982,Laelaps_hilaris,0.0635
1982,Microtus_oeconomus,1982,Megabothris_rectangulatus,0.4127
1982,Microtus_oeconomus,1982,Laelaps_pavlovskyi,0.254
1982,Microtus_oeconomus,1982,Macrocheles_glaber,0.0159
1982,Microtus_oeconomus,1982,Macrocheles_nataliae,0.0159
1982,Microtus_oeconomus,1982,Frontopsylla_elata,0.0159
1982,Microtus_oeconomus,1982,Palaeopsylla_soricis,0.4762
1982,Microtus_oeconomus,1982,Parasitus_oudemansi,0.0159
