layer_from,node_from,layer_to,node_to,weight,c_value,z_value,role,compartment_group
Island6,Plant5,Island6,Bird9,3,0.7273,-0.5195,peripheral,small
Island6,Plant5,Island6,Bird4,1,0.5625,1.3371,peripheral,large
Island6,Plant5,Island6,Bird7,2,0.6914,0.9243,peripheral,small
Island6,Plant1,Island6,Bird5,2,0.7755,1.5774,hub,small
Island6,Plant1,Island6,Bird4,1,0.5625,1.3371,peripheral,large
Island6,Plant1,Island6,Bird14,2,0.6122,0.7179,peripheral,large
Island6,Plant1,Island6,Bird2,7,0.6942,1.5509,peripheral,mix
Island6,Plant1,Island6,Bird7,6,0.58,1.9562,module hub,large
Island2,Plant6,Island2,Bird16,22,0,1.3371,peripheral,large
Island2,Plant6,Island2,Bird10,44,0.58,1.9562,module hub,large
Island2,Plant6,Island2,Bird17,1,0.32,0.7179,peripheral,large
Island2,Plant6,Island2,Bird2,13,0.5312,1.3371,peripheral,large
Island2,Plant6,Island2,Bird3,17,0.4938,1.9562,module hub,large
Island2,Plant6,Island2,Bird24,2,0,0.0988,peripheral,large
Island2,Plant6,Island2,Bird4,4,0.32,0.7179,peripheral,large
Island2,Plant6,Island2,Bird23,1,0.4444,-0.5203,peripheral,large
Island6,Plant6,Island6,Bird1,48,0.58,1.9562,module hub,large
Island6,Plant6,Island6,Bird3,4,0.4938,1.9562,module hub,large
Island6,Plant6,Island6,Bird10,6,0.58,1.9562,module hub,large
Island6,Plant6,Island6,Bird17,4,0.32,0.7179,peripheral,large
Island6,Plant6,Island6,Bird2,8,0.5312,1.3371,peripheral,large
Island6,Plant6,Island6,Bird21,24,0,0.0988,peripheral,large
Island6,Plant6,Island6,Bird7,3,0.449,1.3371,peripheral,large
Island6,Plant6,Island6,Bird16,5,0,1.3371,peripheral,large
Island6,Plant6,Island6,Bird4,1,0.32,0.7179,peripheral,large
Island1,Plant6,Island1,Bird1,7,0.58,1.9562,module hub,large
Island1,Plant6,Island1,Bird3,17,0.4938,1.9562,module hub,large
Island1,Plant6,Island1,Bird10,21,0.58,1.9562,module hub,large
Island1,Plant6,Island1,Bird4,1,0.32,0.7179,peripheral,large
Island1,Plant6,Island1,Bird2,44,0.5312,1.3371,peripheral,large
Island1,Plant6,Island1,Bird11,4,0,-0.2562,peripheral,mix
Island1,Plant6,Island1,Bird7,13,0.449,1.3371,peripheral,large
Island1,Plant6,Island1,Bird23,2,0.4444,-0.5203,peripheral,large
Island1,Plant6,Island1,Bird17,1,0.32,0.7179,peripheral,large
Island5,Plant6,Island5,Bird16,1,0,1.3371,peripheral,large
Island9,Plant6,Island9,Bird1,137,0.58,1.9562,module hub,large
Island9,Plant6,Island9,Bird3,36,0.4938,1.9562,module hub,large
Island9,Plant6,Island9,Bird10,12,0.58,1.9562,module hub,large
Island9,Plant6,Island9,Bird2,12,0.5312,1.3371,peripheral,large
Island14,Plant6,Island14,Bird2,53,0.5312,1.3371,peripheral,large
Island20,Plant6,Island20,Bird1,4,0.58,1.9562,module hub,large
Island20,Plant6,Island20,Bird15,1,0.4444,-0.5203,peripheral,large
Island20,Plant6,Island20,Bird10,2,0.58,1.9562,module hub,large
Island19,Plant6,Island19,Bird1,32,0.58,1.9562,module hub,large
Island19,Plant6,Island19,Bird3,6,0.4938,1.9562,module hub,large
Island19,Plant6,Island19,Bird2,5,0.5312,1.3371,peripheral,large
Island19,Plant6,Island19,Bird10,29,0.58,1.9562,module hub,large
Island19,Plant6,Island19,Bird17,4,0.32,0.7179,peripheral,large
Island19,Plant6,Island19,Bird21,17,0,0.0988,peripheral,large
Island19,Plant6,Island19,Bird7,1,0.449,1.3371,peripheral,large
Island7,Plant14,Island7,Bird7,8,0.5,-0.5437,peripheral,small
Island7,Plant14,Island7,Bird2,3,0.5,-0.5437,peripheral,small
Island7,Plant14,Island7,Bird4,1,0.625,-0.5437,peripheral,small
Island7,Plant14,Island7,Bird3,18,0.625,3.8426,module hub,mix
Island7,Plant14,Island7,Bird10,1,0.625,-0.5195,peripheral,small
Island7,Plant6,Island7,Bird2,28,0.5312,1.3371,peripheral,large
Island7,Plant6,Island7,Bird10,18,0.58,1.9562,module hub,large
Island7,Plant6,Island7,Bird16,8,0,1.3371,peripheral,large
Island7,Plant6,Island7,Bird14,2,0,0.0988,peripheral,large
Island7,Plant6,Island7,Bird15,3,0.4444,-0.5203,peripheral,large
Island7,Plant6,Island7,Bird1,6,0.58,1.9562,module hub,large
Island7,Plant6,Island7,Bird3,8,0.4938,1.9562,module hub,large
Island4,Plant6,Island4,Bird3,8,0.4938,1.9562,module hub,large
Island4,Plant6,Island4,Bird16,8,0,1.3371,peripheral,large
Island4,Plant6,Island4,Bird10,2,0.58,1.9562,module hub,large
Island4,Plant6,Island4,Bird24,2,0,0.0988,peripheral,large
Island4,Plant6,Island4,Bird2,15,0.5312,1.3371,peripheral,large
Island4,Plant6,Island4,Bird7,1,0.449,1.3371,peripheral,large
Island4,Plant6,Island4,Bird23,1,0.4444,-0.5203,peripheral,large
Island4,Plant6,Island4,Bird14,1,0,0.0988,peripheral,large
Island15,Plant12,Island15,Bird1,11,0.6667,-0.5195,peripheral,small
Island15,Plant12,Island15,Bird3,54,0.72,3.8426,module hub,mix
Island15,Plant12,Island15,Bird10,3,0.72,-0.11,peripheral,small
Island15,Plant12,Island15,Bird19,1,0.4444,-0.11,peripheral,small
Island7,Plant12,Island7,Bird2,1,0,-1.1395,peripheral,large
Island7,Plant12,Island7,Bird14,5,0,-1.1395,peripheral,large
Island19,Plant10,Island19,Bird3,1,0.7778,-0.11,connector,small
Island19,Plant10,Island19,Bird2,5,0.72,-0.11,peripheral,small
Island18,Plant10,Island18,Bird10,10,0.5,-0.5437,peripheral,small
Island11,Plant10,Island11,Bird7,5,0.625,0.4011,peripheral,mix
Island11,Plant10,Island11,Bird10,27,0.5,-0.5437,peripheral,small
Island3,Plant10,Island3,Bird4,2,0.5,-0.7487,peripheral,mix
Island3,Plant10,Island3,Bird7,2,0.625,0.4011,peripheral,mix
Island8,Plant2,Island8,Bird2,11,0.7219,1.5774,module hub,small
Island8,Plant14,Island8,Bird10,1,0.625,-0.5195,peripheral,small
Island2,Plant2,Island2,Bird4,2,0.5625,1.3371,peripheral,large
Island2,Plant2,Island2,Bird14,6,0.32,0.7179,peripheral,large
Island2,Plant2,Island2,Bird2,24,0.7219,1.5774,module hub,small
Island2,Plant2,Island2,Bird7,1,0.66,1.3371,peripheral,large
Island2,Plant2,Island2,Bird16,3,0.32,0.7179,peripheral,large
Island6,Plant2,Island6,Bird3,3,0.7361,1.5774,module hub,small
Island6,Plant2,Island6,Bird16,3,0.32,0.7179,peripheral,large
Island6,Plant2,Island6,Bird4,4,0.5625,1.3371,peripheral,large
Island6,Plant2,Island6,Bird2,87,0.7219,1.5774,module hub,small
Island6,Plant2,Island6,Bird24,2,0,0.0988,peripheral,large
Island6,Plant2,Island6,Bird11,3,0.4444,-0.5203,peripheral,large
Island6,Plant2,Island6,Bird7,3,0.66,1.3371,peripheral,large
Island6,Plant13,Island6,Bird1,13,0.375,0.0988,peripheral,large
Island6,Plant13,Island6,Bird4,21,0.56,0.0988,peripheral,large
Island6,Plant13,Island6,Bird14,43,0,0.0988,peripheral,large
Island6,Plant13,Island6,Bird7,2,0.625,-0.7487,peripheral,mix
Island6,Plant13,Island6,Bird3,2,0.6667,-0.9537,peripheral,small
Island6,Plant13,Island6,Bird17,4,0,-0.5203,peripheral,large
Island6,Plant13,Island6,Bird2,16,0.375,0.0988,peripheral,large
Island6,Plant13,Island6,Bird26,1,0.5,-0.2562,peripheral,mix
Island6,Plant13,Island6,Bird24,5,0,-0.5203,peripheral,large
Island1,Plant13,Island1,Bird8,5,0,-0.2562,peripheral,mix
Island1,Plant13,Island1,Bird7,2,0.625,-0.7487,peripheral,mix
Island9,Plant10,Island9,Bird5,3,0.75,-0.5437,connector,small
Island9,Plant10,Island9,Bird2,2,0.72,-0.11,peripheral,small
Island14,Plant13,Island14,Bird3,31,0.6667,-0.9537,peripheral,small
Island5,Plant13,Island5,Bird4,118,0.56,0.0988,peripheral,large
Island5,Plant13,Island5,Bird24,1,0,-0.5203,peripheral,large
Island5,Plant13,Island5,Bird6,3,0.5,-0.2562,peripheral,mix
Island5,Plant13,Island5,Bird14,8,0,0.0988,peripheral,large
Island5,Plant13,Island5,Bird2,2,0.375,0.0988,peripheral,large
Island5,Plant13,Island5,Bird7,2,0.625,-0.7487,peripheral,mix
Island5,Plant13,Island5,Bird22,1,0.5,-0.2562,peripheral,mix
Island5,Plant13,Island5,Bird23,2,0,-1.1395,peripheral,large
Island10,Plant13,Island10,Bird7,1,0.625,-0.7487,peripheral,mix
Island18,Plant10,Island18,Bird2,1,0.72,-0.11,peripheral,small
Island7,Plant13,Island7,Bird4,1,0.56,0.0988,peripheral,large
Island7,Plant13,Island7,Bird1,1,0.375,0.0988,peripheral,large
Island7,Plant13,Island7,Bird2,1,0.375,0.0988,peripheral,large
Island7,Plant13,Island7,Bird14,5,0,0.0988,peripheral,large
Island18,Plant10,Island18,Bird1,1,0.72,-0.11,peripheral,small
Island18,Plant10,Island18,Bird21,9,0.75,-0.5437,connector,small
Island1,Plant24,Island1,Bird8,8,0,-0.2562,peripheral,mix
Island1,Plant24,Island1,Bird4,3,0,-0.2562,peripheral,mix
Island1,Plant24,Island1,Bird2,2,0,-0.2562,peripheral,mix
Island1,Plant15,Island1,Bird1,8,0,-0.2562,peripheral,mix
Island1,Plant13,Island1,Bird5,11,0.5,-0.7487,peripheral,mix
Island1,Plant13,Island1,Bird6,56,0.5,-0.2562,peripheral,mix
Island1,Plant13,Island1,Bird27,13,0,-0.2562,peripheral,mix
Island5,Plant1,Island5,Bird3,3,0.66,1.5774,module hub,small
Island5,Plant1,Island5,Bird20,2,0,-1.1395,peripheral,large
Island5,Plant1,Island5,Bird9,18,0.7438,0.7337,peripheral,small
Island11,Plant1,Island11,Bird13,10,0.7934,0.7337,connector,small
Island11,Plant1,Island11,Bird12,18,0.72,0.4011,peripheral,mix
Island11,Plant1,Island11,Bird18,4,0.7551,1.5774,hub,small
Island11,Plant1,Island11,Bird6,4,0.75,1.5774,hub,small
Island1,Plant8,Island1,Bird10,2,0,-0.2562,peripheral,mix
Island1,Plant1,Island1,Bird5,3,0.7755,1.5774,hub,small
Island1,Plant1,Island1,Bird17,1,0.6667,-0.7487,peripheral,mix
Island9,Plant8,Island9,Bird6,22,0.5625,1.3371,peripheral,large
Island9,Plant8,Island9,Bird8,14,0.56,0.0988,peripheral,large
Island9,Plant1,Island9,Bird13,2,0.7934,0.7337,connector,small
Island9,Plant1,Island9,Bird8,11,0.6,1.9562,module hub,large
Island9,Plant19,Island9,Bird1,40,0.5,-0.9537,peripheral,small
Island9,Plant19,Island9,Bird3,57,0.5,-0.9537,peripheral,small
Island9,Plant19,Island9,Bird5,19,0,-0.9537,peripheral,small
Island9,Plant19,Island9,Bird6,6,0,-0.9537,peripheral,small
Island9,Plant19,Island9,Bird8,11,0,-0.9537,peripheral,small
Island9,Plant19,Island9,Bird9,6,0,-0.9537,peripheral,small
Island9,Plant19,Island9,Bird4,2,0,-0.9537,peripheral,small
Island9,Plant19,Island9,Bird2,30,0,-0.9537,peripheral,small
Island8,Plant1,Island8,Bird18,2,0.7551,1.5774,hub,small
Island8,Plant1,Island8,Bird22,2,0.5,-0.5437,peripheral,small
Island8,Plant1,Island8,Bird14,7,0.6122,0.7179,peripheral,large
Island8,Plant1,Island8,Bird5,2,0.7755,1.5774,hub,small
Island8,Plant29,Island8,Bird7,3,0,-0.5437,peripheral,small
Island8,Plant1,Island8,Bird15,1,0.6667,-0.5437,peripheral,small
Island8,Plant1,Island8,Bird7,16,0.58,1.9562,module hub,large
Island2,Plant1,Island2,Bird26,5,0,-0.5203,peripheral,large
Island2,Plant1,Island2,Bird28,2,0.72,-0.11,peripheral,small
Island2,Plant1,Island2,Bird9,4,0.7438,0.7337,peripheral,small
Island2,Plant1,Island2,Bird13,3,0.7934,0.7337,connector,small
Island2,Plant1,Island2,Bird5,11,0.7755,1.5774,hub,small
Island2,Plant1,Island2,Bird18,2,0.7551,1.5774,hub,small
Island2,Plant8,Island2,Bird4,2,0.5,0.7179,peripheral,large
Island1,Plant18,Island1,Bird5,3,0.6667,-0.5195,peripheral,small
Island1,Plant18,Island1,Bird15,2,0,-0.2562,peripheral,mix
Island1,Plant18,Island1,Bird7,2,0.5,-0.7487,peripheral,mix
Island11,Plant7,Island11,Bird13,1,0.64,-0.11,peripheral,small
Island11,Plant7,Island11,Bird12,4,0.4444,0.4011,peripheral,mix
Island11,Plant7,Island11,Bird5,3,0.74,1.5774,module hub,small
Island11,Plant1,Island11,Bird5,11,0.7755,1.5774,hub,small
Island11,Plant1,Island11,Bird2,2,0.6942,1.5509,peripheral,mix
Island11,Plant1,Island11,Bird3,1,0.66,1.5774,module hub,small
Island9,Plant6,Island9,Bird7,1,0.449,1.3371,peripheral,large
Island8,Plant2,Island8,Bird19,11,0.7188,0.9243,peripheral,small
Island8,Plant2,Island8,Bird16,1,0.32,0.7179,peripheral,large
Island8,Plant2,Island8,Bird17,1,0.56,0.0988,peripheral,large
Island8,Plant2,Island8,Bird20,15,0.5,-0.5437,peripheral,small
Island8,Plant2,Island8,Bird10,18,0.7361,-0.11,peripheral,small
Island2,Plant2,Island2,Bird19,1,0.7188,0.9243,peripheral,small
Island2,Plant3,Island2,Bird30,5,0,-1.1395,peripheral,large
Island2,Plant3,Island2,Bird4,24,0.5714,0.7179,peripheral,large
Island2,Plant3,Island2,Bird17,3,0.625,-0.7487,peripheral,mix
Island2,Plant3,Island2,Bird23,1,0,-0.5203,peripheral,large
Island2,Plant14,Island2,Bird4,2,0.625,-0.5437,peripheral,small
Island2,Plant2,Island2,Bird10,4,0.7361,-0.11,peripheral,small
Island9,Plant2,Island9,Bird1,25,0.75,1.5774,hub,small
Island9,Plant2,Island9,Bird3,39,0.7361,1.5774,module hub,small
Island9,Plant2,Island9,Bird2,19,0.7219,1.5774,module hub,small
Island9,Plant2,Island9,Bird7,18,0.66,1.3371,peripheral,large
Island14,Plant2,Island14,Bird1,27,0.75,1.5774,hub,small
Island14,Plant2,Island14,Bird3,33,0.7361,1.5774,module hub,small
Island14,Plant2,Island14,Bird2,3,0.7219,1.5774,module hub,small
Island14,Plant2,Island14,Bird18,1,0.72,0.7337,peripheral,small
Island14,Plant2,Island14,Bird7,1,0.66,1.3371,peripheral,large
Island3,Plant2,Island3,Bird18,3,0.72,0.7337,peripheral,small
Island3,Plant2,Island3,Bird15,2,0.6914,-0.11,peripheral,small
Island3,Plant2,Island3,Bird7,9,0.66,1.3371,peripheral,large
Island3,Plant2,Island3,Bird5,12,0.5,-0.7487,peripheral,mix
Island3,Plant2,Island3,Bird4,20,0.5625,1.3371,peripheral,large
Island5,Plant4,Island5,Bird3,1,0.78,1.8181,hub,small
Island5,Plant3,Island5,Bird1,3,0.7,1.5509,peripheral,mix
Island5,Plant3,Island5,Bird3,1,0.7361,-0.11,peripheral,small
Island5,Plant3,Island5,Bird2,3,0.5625,1.3371,peripheral,large
Island10,Plant2,Island10,Bird10,11,0.7361,-0.11,peripheral,small
Island10,Plant3,Island10,Bird10,1,0.6111,1.5509,peripheral,mix
Island10,Plant3,Island10,Bird7,1,0.7188,1.5509,peripheral,mix
Island11,Plant10,Island11,Bird21,3,0.75,-0.5437,connector,small
Island11,Plant3,Island11,Bird10,43,0.6111,1.5509,peripheral,mix
Island17,Plant28,Island17,Bird1,15,0,-0.9537,peripheral,small
Island17,Plant28,Island17,Bird3,22,0,-0.9537,peripheral,small
Island17,Plant28,Island17,Bird5,1,0,-0.9537,peripheral,small
Island11,Plant16,Island11,Bird1,8,0.5,-0.7487,peripheral,mix
Island11,Plant16,Island11,Bird3,5,0.6667,-0.5437,peripheral,small
Island11,Plant16,Island11,Bird12,10,0,-0.7487,peripheral,mix
Island11,Plant16,Island11,Bird9,3,0.5,-0.7487,peripheral,mix
Island11,Plant3,Island11,Bird9,2,0.74,-0.5195,peripheral,small
Island1,Plant3,Island1,Bird3,17,0.7361,-0.11,peripheral,small
Island1,Plant3,Island1,Bird27,1,0.5,-0.2562,peripheral,mix
Island7,Plant1,Island7,Bird12,1,0.72,0.4011,peripheral,mix
Island7,Plant1,Island7,Bird8,2,0.6,1.9562,module hub,large
Island7,Plant1,Island7,Bird9,1,0.7438,0.7337,peripheral,small
Island15,Plant4,Island15,Bird12,1,0.5,-0.9537,peripheral,small
Island15,Plant4,Island15,Bird18,2,0.75,2.3923,hub,small
Island19,Plant8,Island19,Bird15,74,0,1.3371,peripheral,large
Island19,Plant8,Island19,Bird3,1,0.449,1.3371,peripheral,large
Island19,Plant8,Island19,Bird7,1,0.32,0.7179,peripheral,large
Island7,Plant8,Island7,Bird4,40,0.5,0.7179,peripheral,large
Island7,Plant8,Island7,Bird14,3,0,-0.5203,peripheral,large
Island7,Plant3,Island7,Bird4,3,0.5714,0.7179,peripheral,large
Island7,Plant3,Island7,Bird17,1,0.625,-0.7487,peripheral,mix
Island7,Plant8,Island7,Bird1,32,0.449,1.3371,peripheral,large
Island7,Plant8,Island7,Bird3,3,0.449,1.3371,peripheral,large
Island7,Plant8,Island7,Bird5,5,0.6667,0.0988,peripheral,large
Island7,Plant8,Island7,Bird6,3,0.5625,1.3371,peripheral,large
Island7,Plant8,Island7,Bird15,14,0,1.3371,peripheral,large
Island7,Plant8,Island7,Bird8,24,0.56,0.0988,peripheral,large
Island7,Plant8,Island7,Bird9,1,0.6122,0.7179,peripheral,large
Island7,Plant8,Island7,Bird17,17,0.5,0.7179,peripheral,large
Island7,Plant8,Island7,Bird2,15,0.56,0.0988,peripheral,large
Island4,Plant8,Island4,Bird1,32,0.449,1.3371,peripheral,large
Island4,Plant8,Island4,Bird3,2,0.449,1.3371,peripheral,large
Island4,Plant8,Island4,Bird15,1,0,1.3371,peripheral,large
Island4,Plant8,Island4,Bird8,15,0.56,0.0988,peripheral,large
Island4,Plant8,Island4,Bird22,3,0,-1.1395,peripheral,large
Island4,Plant8,Island4,Bird17,8,0.5,0.7179,peripheral,large
Island4,Plant8,Island4,Bird7,5,0.32,0.7179,peripheral,large
Island4,Plant8,Island4,Bird23,6,0,-1.1395,peripheral,large
Island3,Plant4,Island3,Bird15,5,0.6667,-0.7487,peripheral,mix
Island1,Plant3,Island1,Bird15,3,0.625,3.8426,module hub,mix
Island1,Plant1,Island1,Bird1,1,0.642,1.3371,peripheral,large
Island1,Plant1,Island1,Bird18,5,0.7551,1.5774,hub,small
Island3,Plant3,Island3,Bird19,1,0,-0.7487,peripheral,mix
Island15,Plant3,Island15,Bird4,2,0.5714,0.7179,peripheral,large
Island15,Plant23,Island15,Bird15,3,0,-0.2562,peripheral,mix
Island15,Plant23,Island15,Bird2,2,0,-0.2562,peripheral,mix
Island15,Plant23,Island15,Bird7,1,0,-0.2562,peripheral,mix
Island13,Plant4,Island13,Bird8,4,0.6667,2.3923,module hub,small
Island12,Plant4,Island12,Bird1,3,0.7778,2.3923,hub,small
Island12,Plant4,Island12,Bird6,4,0.7654,1.8181,hub,small
Island12,Plant3,Island12,Bird9,1,0.74,-0.5195,peripheral,small
Island18,Plant17,Island18,Bird6,2,0,-0.5437,peripheral,small
Island18,Plant17,Island18,Bird9,3,0.5,-0.5437,peripheral,small
Island7,Plant11,Island7,Bird2,33,0.625,-0.5437,peripheral,small
Island7,Plant11,Island7,Bird13,1,0.6667,-0.9537,peripheral,small
Island7,Plant11,Island7,Bird6,1,0.6667,0.0988,peripheral,large
Island7,Plant11,Island7,Bird7,4,0.5,-0.2562,peripheral,mix
Island1,Plant24,Island1,Bird17,1,0,-0.2562,peripheral,mix
Island1,Plant24,Island1,Bird14,4,0,-0.2562,peripheral,mix
Island1,Plant16,Island1,Bird2,5,0.72,0.9243,peripheral,small
Island3,Plant5,Island3,Bird19,6,0.4444,0.4011,peripheral,mix
Island3,Plant5,Island3,Bird23,13,0,-0.7487,peripheral,mix
Island5,Plant1,Island5,Bird14,4,0.6122,0.7179,peripheral,large
Island5,Plant8,Island5,Bird4,43,0.5,0.7179,peripheral,large
Island5,Plant8,Island5,Bird3,11,0.449,1.3371,peripheral,large
Island5,Plant1,Island5,Bird13,3,0.7934,0.7337,connector,small
Island15,Plant2,Island15,Bird1,24,0.75,1.5774,hub,small
Island15,Plant2,Island15,Bird5,1,0.5,-0.7487,peripheral,mix
Island15,Plant2,Island15,Bird10,46,0.7361,-0.11,peripheral,small
Island15,Plant2,Island15,Bird15,6,0.6914,-0.11,peripheral,small
Island15,Plant2,Island15,Bird2,1,0.7219,1.5774,module hub,small
Island15,Plant2,Island15,Bird19,10,0.7188,0.9243,peripheral,small
Island15,Plant14,Island15,Bird19,2,0.6667,-0.5195,peripheral,small
Island15,Plant14,Island15,Bird1,1,0.625,3.8426,module hub,mix
Island15,Plant14,Island15,Bird3,3,0.625,3.8426,module hub,mix
Island13,Plant2,Island13,Bird1,10,0.75,1.5774,hub,small
Island13,Plant2,Island13,Bird3,2,0.7361,1.5774,module hub,small
Island13,Plant2,Island13,Bird18,1,0.72,0.7337,peripheral,small
Island13,Plant2,Island13,Bird19,20,0.7188,0.9243,peripheral,small
Island13,Plant2,Island13,Bird26,10,0.625,0.9243,peripheral,small
Island16,Plant2,Island16,Bird1,26,0.75,1.5774,hub,small
Island16,Plant2,Island16,Bird3,3,0.7361,1.5774,module hub,small
Island16,Plant2,Island16,Bird18,2,0.72,0.7337,peripheral,small
Island16,Plant2,Island16,Bird10,23,0.7361,-0.11,peripheral,small
Island16,Plant2,Island16,Bird15,1,0.6914,-0.11,peripheral,small
Island16,Plant2,Island16,Bird2,18,0.7219,1.5774,module hub,small
Island16,Plant2,Island16,Bird19,8,0.7188,0.9243,peripheral,small
Island19,Plant2,Island19,Bird1,6,0.75,1.5774,hub,small
Island19,Plant2,Island19,Bird18,2,0.72,0.7337,peripheral,small
Island19,Plant2,Island19,Bird10,1,0.7361,-0.11,peripheral,small
Island19,Plant2,Island19,Bird15,2,0.6914,-0.11,peripheral,small
Island4,Plant2,Island4,Bird18,2,0.72,0.7337,peripheral,small
Island4,Plant2,Island4,Bird15,9,0.6914,-0.11,peripheral,small
Island4,Plant2,Island4,Bird22,1,0.56,0.0988,peripheral,large
Island4,Plant2,Island4,Bird23,1,0,-1.1395,peripheral,large
Island4,Plant2,Island4,Bird24,2,0,0.0988,peripheral,large
Island4,Plant2,Island4,Bird14,5,0.32,0.7179,peripheral,large
Island7,Plant2,Island7,Bird18,3,0.72,0.7337,peripheral,small
Island7,Plant2,Island7,Bird19,3,0.7188,0.9243,peripheral,small
Island7,Plant2,Island7,Bird11,5,0.4444,-0.5203,peripheral,large
Island7,Plant2,Island7,Bird7,1,0.66,1.3371,peripheral,large
Island3,Plant2,Island3,Bird3,9,0.7361,1.5774,module hub,small
Island3,Plant2,Island3,Bird14,4,0.32,0.7179,peripheral,large
Island3,Plant2,Island3,Bird10,9,0.7361,-0.11,peripheral,small
Island1,Plant2,Island1,Bird1,73,0.75,1.5774,hub,small
Island1,Plant2,Island1,Bird3,65,0.7361,1.5774,module hub,small
Island1,Plant2,Island1,Bird10,12,0.7361,-0.11,peripheral,small
Island1,Plant2,Island1,Bird32,4,0,-0.2562,peripheral,mix
Island1,Plant2,Island1,Bird4,32,0.5625,1.3371,peripheral,large
Island1,Plant2,Island1,Bird7,5,0.66,1.3371,peripheral,large
Island1,Plant2,Island1,Bird15,1,0.6914,-0.11,peripheral,small
Island1,Plant2,Island1,Bird2,11,0.7219,1.5774,module hub,small
Island17,Plant2,Island17,Bird1,19,0.75,1.5774,hub,small
Island17,Plant2,Island17,Bird3,34,0.7361,1.5774,module hub,small
Island17,Plant2,Island17,Bird18,2,0.72,0.7337,peripheral,small
Island17,Plant2,Island17,Bird10,2,0.7361,-0.11,peripheral,small
Island17,Plant2,Island17,Bird15,1,0.6914,-0.11,peripheral,small
Island17,Plant2,Island17,Bird2,3,0.7219,1.5774,module hub,small
Island17,Plant2,Island17,Bird19,7,0.7188,0.9243,peripheral,small
Island17,Plant3,Island17,Bird1,19,0.7,1.5509,peripheral,mix
Island17,Plant3,Island17,Bird3,8,0.7361,-0.11,peripheral,small
Island17,Plant3,Island17,Bird5,1,0.7407,1.5509,peripheral,mix
Island17,Plant3,Island17,Bird7,8,0.7188,1.5509,peripheral,mix
Island17,Plant10,Island17,Bird1,84,0.72,-0.11,peripheral,small
Island17,Plant10,Island17,Bird3,12,0.7778,-0.11,connector,small
Island17,Plant10,Island17,Bird2,9,0.72,-0.11,peripheral,small
Island17,Plant10,Island17,Bird7,7,0.625,0.4011,peripheral,mix
Island17,Plant10,Island17,Bird21,2,0.75,-0.5437,connector,small
Island11,Plant3,Island11,Bird36,3,0,-0.7487,peripheral,mix
Island11,Plant3,Island11,Bird7,2,0.7188,1.5509,peripheral,mix
Island1,Plant2,Island1,Bird18,2,0.72,0.7337,peripheral,small
Island1,Plant2,Island1,Bird22,8,0.56,0.0988,peripheral,large
Island1,Plant2,Island1,Bird20,14,0.5,-0.5437,peripheral,small
Island1,Plant2,Island1,Bird11,9,0.4444,-0.5203,peripheral,large
Island1,Plant19,Island1,Bird21,9,0,-0.2562,peripheral,mix
Island2,Plant7,Island2,Bird4,2,0.32,0.7179,peripheral,large
Island2,Plant7,Island2,Bird2,3,0.7188,-0.11,peripheral,small
Island2,Plant1,Island2,Bird14,2,0.6122,0.7179,peripheral,large
Island2,Plant11,Island2,Bird15,1,0.72,-0.5437,peripheral,small
Island2,Plant11,Island2,Bird4,2,0.4444,-0.5203,peripheral,large
Island2,Plant22,Island2,Bird6,1,0.5,-0.2562,peripheral,mix
Island2,Plant22,Island2,Bird26,1,0,-1.1395,peripheral,large
Island2,Plant3,Island2,Bird8,7,0.5,0.7179,peripheral,large
Island2,Plant3,Island2,Bird25,1,0.375,0.0988,peripheral,large
Island2,Plant3,Island2,Bird6,4,0.7188,1.5509,peripheral,mix
Island2,Plant3,Island2,Bird7,6,0.7188,1.5509,peripheral,mix
Island2,Plant3,Island2,Bird27,4,0.5,-0.2562,peripheral,mix
Island6,Plant3,Island6,Bird3,8,0.7361,-0.11,peripheral,small
Island6,Plant3,Island6,Bird8,7,0.5,0.7179,peripheral,large
Island6,Plant3,Island6,Bird4,7,0.5714,0.7179,peripheral,large
Island6,Plant3,Island6,Bird2,70,0.5625,1.3371,peripheral,large
Island6,Plant3,Island6,Bird23,7,0,-0.5203,peripheral,large
Island20,Plant4,Island20,Bird1,1,0.7778,2.3923,hub,small
Island20,Plant4,Island20,Bird5,9,0.7891,3.8604,hub,small
Island20,Plant4,Island20,Bird4,31,0.6122,0.7179,peripheral,large
Island20,Plant4,Island20,Bird18,1,0.75,2.3923,hub,small
Island20,Plant16,Island20,Bird4,38,0.5,-0.5437,peripheral,small
Island20,Plant16,Island20,Bird2,3,0.72,0.9243,peripheral,small
Island20,Plant16,Island20,Bird7,8,0.4444,0.9243,peripheral,small
Island7,Plant8,Island7,Bird7,3,0.32,0.7179,peripheral,large
Island7,Plant3,Island7,Bird10,3,0.6111,1.5509,peripheral,mix
Island7,Plant3,Island7,Bird9,1,0.74,-0.5195,peripheral,small
Island7,Plant3,Island7,Bird8,1,0.5,0.7179,peripheral,large
Island4,Plant3,Island4,Bird8,50,0.5,0.7179,peripheral,large
Island4,Plant3,Island4,Bird9,87,0.74,-0.5195,peripheral,small
Island4,Plant3,Island4,Bird25,1,0.375,0.0988,peripheral,large
Island9,Plant1,Island9,Bird28,1,0.72,-0.11,peripheral,small
Island4,Plant1,Island4,Bird18,1,0.7551,1.5774,hub,small
Island4,Plant1,Island4,Bird1,1,0.642,1.3371,peripheral,large
