layer_from,node_from,layer_to,node_to,weight,c_value,z_value,role,compartment_group
Island11,Plant5,Island11,Bird9,19,0.7273,-0.5195,peripheral,small
Island2,Plant5,Island2,Bird3,13,0.7654,1.8181,hub,small
Island2,Plant5,Island2,Bird12,43,0.6939,1.5509,peripheral,mix
Island2,Plant5,Island2,Bird9,17,0.7273,-0.5195,peripheral,small
Island2,Plant5,Island2,Bird2,55,0.7456,1.5509,peripheral,mix
Island2,Plant5,Island2,Bird11,3,0,-1.1395,peripheral,large
Island2,Plant5,Island2,Bird7,6,0.6914,0.9243,peripheral,small
Island19,Plant8,Island19,Bird1,8,0.449,1.3371,peripheral,large
Island19,Plant8,Island19,Bird5,34,0.6667,0.0988,peripheral,large
Island19,Plant8,Island19,Bird6,23,0.5625,1.3371,peripheral,large
Island9,Plant8,Island9,Bird9,6,0.6122,0.7179,peripheral,large
Island9,Plant8,Island9,Bird1,3,0.449,1.3371,peripheral,large
Island9,Plant8,Island9,Bird3,27,0.449,1.3371,peripheral,large
Island9,Plant8,Island9,Bird2,76,0.56,0.0988,peripheral,large
Island9,Plant8,Island9,Bird5,13,0.6667,0.0988,peripheral,large
Island5,Plant8,Island5,Bird16,1,0,-0.5203,peripheral,large
Island5,Plant8,Island5,Bird12,1,0.5,-0.7487,peripheral,mix
Island5,Plant8,Island5,Bird9,19,0.6122,0.7179,peripheral,large
Island5,Plant8,Island5,Bird17,16,0.5,0.7179,peripheral,large
Island5,Plant8,Island5,Bird1,8,0.449,1.3371,peripheral,large
Island5,Plant8,Island5,Bird6,4,0.5625,1.3371,peripheral,large
Island5,Plant8,Island5,Bird25,1,0,-1.1395,peripheral,large
Island1,Plant8,Island1,Bird5,6,0.6667,0.0988,peripheral,large
Island1,Plant8,Island1,Bird6,24,0.5625,1.3371,peripheral,large
Island1,Plant8,Island1,Bird8,6,0.56,0.0988,peripheral,large
Island1,Plant8,Island1,Bird9,18,0.6122,0.7179,peripheral,large
Island1,Plant8,Island1,Bird2,39,0.56,0.0988,peripheral,large
Island1,Plant8,Island1,Bird3,2,0.449,1.3371,peripheral,large
Island1,Plant8,Island1,Bird17,20,0.5,0.7179,peripheral,large
Island1,Plant8,Island1,Bird7,12,0.32,0.7179,peripheral,large
Island4,Plant8,Island4,Bird9,1,0.6122,0.7179,peripheral,large
Island4,Plant8,Island4,Bird2,21,0.56,0.0988,peripheral,large
Island4,Plant8,Island4,Bird4,38,0.5,0.7179,peripheral,large
Island4,Plant8,Island4,Bird6,9,0.5625,1.3371,peripheral,large
Island2,Plant8,Island2,Bird16,31,0,-0.5203,peripheral,large
Island2,Plant8,Island2,Bird6,4,0.5625,1.3371,peripheral,large
Island2,Plant8,Island2,Bird15,2,0,1.3371,peripheral,large
Island1,Plant9,Island1,Bird7,3,0.375,0.0988,peripheral,large
Island9,Plant5,Island9,Bird9,4,0.7273,-0.5195,peripheral,small
Island9,Plant5,Island9,Bird2,5,0.7456,1.5509,peripheral,mix
Island9,Plant1,Island9,Bird5,9,0.7755,1.5774,hub,small
Island9,Plant1,Island9,Bird2,46,0.6942,1.5509,peripheral,mix
Island8,Plant1,Island8,Bird13,2,0.7934,0.7337,connector,small
Island8,Plant1,Island8,Bird2,9,0.6942,1.5509,peripheral,mix
Island8,Plant1,Island8,Bird9,16,0.7438,0.7337,peripheral,small
Island8,Plant9,Island8,Bird2,6,0.5625,1.3371,peripheral,large
Island8,Plant1,Island8,Bird1,7,0.642,1.3371,peripheral,large
Island8,Plant1,Island8,Bird25,1,0,-0.5437,peripheral,small
Island2,Plant1,Island2,Bird7,32,0.58,1.9562,module hub,large
Island2,Plant1,Island2,Bird1,5,0.642,1.3371,peripheral,large
Island2,Plant1,Island2,Bird3,2,0.66,1.5774,module hub,small
Island2,Plant1,Island2,Bird6,22,0.75,1.5774,hub,small
Island2,Plant1,Island2,Bird8,23,0.6,1.9562,module hub,large
Island2,Plant5,Island2,Bird5,1,0.6531,1.5509,peripheral,mix
Island2,Plant5,Island2,Bird6,2,0.72,0.9243,peripheral,small
Island2,Plant5,Island2,Bird4,7,0.5625,1.3371,peripheral,large
Island1,Plant11,Island1,Bird7,2,0.5,-0.2562,peripheral,mix
Island1,Plant5,Island1,Bird12,3,0.6939,1.5509,peripheral,mix
Island1,Plant5,Island1,Bird28,1,0.75,-0.5195,connector,small
Island3,Plant5,Island3,Bird9,16,0.7273,-0.5195,peripheral,small
Island3,Plant1,Island3,Bird7,10,0.58,1.9562,module hub,large
Island3,Plant1,Island3,Bird9,13,0.7438,0.7337,peripheral,small
Island6,Plant5,Island6,Bird17,1,0,-1.1395,peripheral,large
Island6,Plant9,Island6,Bird6,2,0.6777,0.7337,peripheral,small
Island6,Plant1,Island6,Bird6,6,0.75,1.5774,hub,small
Island7,Plant5,Island7,Bird4,8,0.5625,1.3371,peripheral,large
Island7,Plant5,Island7,Bird9,1,0.7273,-0.5195,peripheral,small
Island7,Plant5,Island7,Bird12,6,0.6939,1.5509,peripheral,mix
Island7,Plant5,Island7,Bird5,1,0.6531,1.5509,peripheral,mix
Island3,Plant5,Island3,Bird5,2,0.6531,1.5509,peripheral,mix
Island3,Plant5,Island3,Bird28,2,0.75,-0.5195,connector,small
Island1,Plant13,Island1,Bird1,28,0.375,0.0988,peripheral,large
Island1,Plant13,Island1,Bird3,2,0.6667,-0.9537,peripheral,small
Island1,Plant13,Island1,Bird22,5,0.5,-0.2562,peripheral,mix
Island1,Plant13,Island1,Bird4,66,0.56,0.0988,peripheral,large
Island1,Plant10,Island1,Bird1,14,0.72,-0.11,peripheral,small
Island1,Plant10,Island1,Bird7,19,0.625,0.4011,peripheral,mix
Island4,Plant2,Island4,Bird2,25,0.7219,1.5774,module hub,small
Island4,Plant2,Island4,Bird17,4,0.56,0.0988,peripheral,large
Island4,Plant2,Island4,Bird4,18,0.5625,1.3371,peripheral,large
Island4,Plant2,Island4,Bird29,2,0,-1.1395,peripheral,large
Island4,Plant2,Island4,Bird1,33,0.75,1.5774,hub,small
Island16,Plant12,Island16,Bird10,1,0.72,-0.11,peripheral,small
Island16,Plant12,Island16,Bird19,3,0.4444,-0.11,peripheral,small
Island22,Plant12,Island22,Bird10,3,0.72,-0.11,peripheral,small
Island22,Plant12,Island22,Bird1,40,0.6667,-0.5195,peripheral,small
Island10,Plant5,Island10,Bird12,16,0.6939,1.5509,peripheral,mix
Island10,Plant5,Island10,Bird3,2,0.7654,1.8181,hub,small
Island10,Plant1,Island10,Bird7,1,0.58,1.9562,module hub,large
Island10,Plant1,Island10,Bird2,2,0.6942,1.5509,peripheral,mix
Island10,Plant1,Island10,Bird9,4,0.7438,0.7337,peripheral,small
Island10,Plant1,Island10,Bird5,3,0.7755,1.5774,hub,small
Island10,Plant1,Island10,Bird13,5,0.7934,0.7337,connector,small
Island10,Plant1,Island10,Bird12,4,0.72,0.4011,peripheral,mix
Island10,Plant5,Island10,Bird2,3,0.7456,1.5509,peripheral,mix
Island10,Plant7,Island10,Bird13,19,0.64,-0.11,peripheral,small
Island10,Plant7,Island10,Bird9,17,0.74,1.5774,module hub,small
Island10,Plant7,Island10,Bird7,7,0.4444,0.4011,peripheral,mix
Island10,Plant7,Island10,Bird3,31,0.5714,1.5774,module hub,small
Island10,Plant7,Island10,Bird5,2,0.74,1.5774,module hub,small
Island10,Plant7,Island10,Bird6,20,0.8,0.9243,connector,small
Island8,Plant5,Island8,Bird13,9,0.56,1.5509,peripheral,mix
Island8,Plant5,Island8,Bird25,1,0.5,-0.5195,peripheral,small
Island8,Plant5,Island8,Bird2,9,0.7456,1.5509,peripheral,mix
Island8,Plant5,Island8,Bird9,23,0.7273,-0.5195,peripheral,small
Island8,Plant5,Island8,Bird12,5,0.6939,1.5509,peripheral,mix
Island8,Plant5,Island8,Bird5,2,0.6531,1.5509,peripheral,mix
Island8,Plant5,Island8,Bird6,4,0.72,0.9243,peripheral,small
Island8,Plant5,Island8,Bird7,4,0.6914,0.9243,peripheral,small
Island8,Plant1,Island8,Bird12,9,0.72,0.4011,peripheral,mix
Island8,Plant9,Island8,Bird1,3,0.625,-0.11,peripheral,small
Island8,Plant9,Island8,Bird13,3,0.5,-0.5437,peripheral,small
Island8,Plant9,Island8,Bird9,37,0.5,-0.5437,peripheral,small
Island8,Plant1,Island8,Bird4,84,0.5625,1.3371,peripheral,large
Island8,Plant1,Island8,Bird8,2,0.6,1.9562,module hub,large
Island8,Plant1,Island8,Bird6,17,0.75,1.5774,hub,small
Island3,Plant5,Island3,Bird13,18,0.56,1.5509,peripheral,mix
Island3,Plant5,Island3,Bird12,9,0.6939,1.5509,peripheral,mix
Island3,Plant1,Island3,Bird23,2,0.5,-0.7487,peripheral,mix
Island1,Plant3,Island1,Bird10,5,0.6111,1.5509,peripheral,mix
Island1,Plant3,Island1,Bird17,2,0.625,-0.7487,peripheral,mix
Island1,Plant3,Island1,Bird26,1,0,-0.2562,peripheral,mix
Island19,Plant3,Island19,Bird25,1,0.375,0.0988,peripheral,large
Island4,Plant3,Island4,Bird4,21,0.5714,0.7179,peripheral,large
Island4,Plant3,Island4,Bird2,20,0.5625,1.3371,peripheral,large
Island4,Plant3,Island4,Bird5,8,0.7407,1.5509,peripheral,mix
Island4,Plant3,Island4,Bird1,27,0.7,1.5509,peripheral,mix
Island4,Plant3,Island4,Bird3,2,0.7361,-0.11,peripheral,small
Island9,Plant3,Island9,Bird2,3,0.5625,1.3371,peripheral,large
Island11,Plant3,Island11,Bird25,18,0.375,0.0988,peripheral,large
Island11,Plant3,Island11,Bird6,3,0.7188,1.5509,peripheral,mix
Island11,Plant3,Island11,Bird5,29,0.7407,1.5509,peripheral,mix
Island11,Plant3,Island11,Bird3,19,0.7361,-0.11,peripheral,small
Island11,Plant3,Island11,Bird13,9,0.625,0.4011,peripheral,mix
Island11,Plant3,Island11,Bird1,69,0.7,1.5509,peripheral,mix
Island10,Plant13,Island10,Bird5,1,0.5,-0.7487,peripheral,mix
Island10,Plant3,Island10,Bird13,1,0.625,0.4011,peripheral,mix
Island10,Plant3,Island10,Bird6,10,0.7188,1.5509,peripheral,mix
Island5,Plant13,Island5,Bird1,21,0.375,0.0988,peripheral,large
Island5,Plant13,Island5,Bird17,7,0,-0.5203,peripheral,large
Island2,Plant3,Island2,Bird9,6,0.74,-0.5195,peripheral,small
Island2,Plant3,Island2,Bird3,43,0.7361,-0.11,peripheral,small
Island2,Plant3,Island2,Bird2,11,0.5625,1.3371,peripheral,large
Island7,Plant1,Island7,Bird14,15,0.6122,0.7179,peripheral,large
Island7,Plant1,Island7,Bird6,21,0.75,1.5774,hub,small
Island7,Plant1,Island7,Bird5,4,0.7755,1.5774,hub,small
Island7,Plant1,Island7,Bird1,1,0.642,1.3371,peripheral,large
Island7,Plant1,Island7,Bird38,1,0,-1.1395,peripheral,large
Island7,Plant1,Island7,Bird37,1,0,-1.1395,peripheral,large
Island7,Plant9,Island7,Bird3,2,0.48,0.7337,peripheral,small
Island7,Plant9,Island7,Bird31,4,0,-1.1395,peripheral,large
Island7,Plant9,Island7,Bird24,2,0,-1.1395,peripheral,large
Island7,Plant9,Island7,Bird6,3,0.6777,0.7337,peripheral,small
Island7,Plant9,Island7,Bird2,75,0.5625,1.3371,peripheral,large
Island7,Plant1,Island7,Bird10,14,0,-1.1395,peripheral,large
Island7,Plant9,Island7,Bird14,2,0,0.0988,peripheral,large
Island7,Plant9,Island7,Bird7,13,0.375,0.0988,peripheral,large
Island4,Plant7,Island4,Bird9,1,0.74,1.5774,module hub,small
Island19,Plant7,Island19,Bird4,1,0.32,0.7179,peripheral,large
Island9,Plant9,Island9,Bird1,1,0.625,-0.11,peripheral,small
Island9,Plant7,Island9,Bird3,4,0.5714,1.5774,module hub,small
Island9,Plant7,Island9,Bird5,3,0.74,1.5774,module hub,small
Island9,Plant7,Island9,Bird9,3,0.74,1.5774,module hub,small
Island9,Plant7,Island9,Bird2,3,0.7188,-0.11,peripheral,small
Island14,Plant7,Island14,Bird3,2,0.5714,1.5774,module hub,small
Island14,Plant7,Island14,Bird9,1,0.74,1.5774,module hub,small
Island14,Plant7,Island14,Bird2,2,0.7188,-0.11,peripheral,small
Island5,Plant9,Island5,Bird6,4,0.6777,0.7337,peripheral,small
Island5,Plant9,Island5,Bird8,12,0.48,0.9243,peripheral,small
Island5,Plant9,Island5,Bird4,2,0.5,0.7179,peripheral,large
Island5,Plant9,Island5,Bird2,3,0.5625,1.3371,peripheral,large
Island5,Plant9,Island5,Bird14,1,0,0.0988,peripheral,large
Island5,Plant3,Island5,Bird9,2,0.74,-0.5195,peripheral,small
Island8,Plant9,Island8,Bird12,1,0,-0.5437,peripheral,small
Island8,Plant7,Island8,Bird1,1,0.6531,1.5509,peripheral,mix
Island8,Plant7,Island8,Bird13,4,0.64,-0.11,peripheral,small
Island8,Plant7,Island8,Bird9,4,0.74,1.5774,module hub,small
Island8,Plant7,Island8,Bird5,9,0.74,1.5774,module hub,small
Island8,Plant7,Island8,Bird6,2,0.8,0.9243,connector,small
Island3,Plant9,Island3,Bird2,1,0.5625,1.3371,peripheral,large
Island3,Plant9,Island3,Bird6,2,0.6777,0.7337,peripheral,small
Island3,Plant9,Island3,Bird17,3,0,-0.7487,peripheral,mix
Island3,Plant7,Island3,Bird2,2,0.7188,-0.11,peripheral,small
Island3,Plant7,Island3,Bird7,2,0.4444,0.4011,peripheral,mix
Island3,Plant7,Island3,Bird6,1,0.8,0.9243,connector,small
Island3,Plant7,Island3,Bird9,1,0.74,1.5774,module hub,small
Island17,Plant9,Island17,Bird13,4,0.5,-0.5437,peripheral,small
Island17,Plant9,Island17,Bird3,11,0.48,0.7337,peripheral,small
Island17,Plant9,Island17,Bird5,2,0.7222,0.9243,peripheral,small
Island17,Plant9,Island17,Bird1,7,0.625,-0.11,peripheral,small
Island17,Plant7,Island17,Bird12,1,0.4444,0.4011,peripheral,mix
Island17,Plant7,Island17,Bird3,3,0.5714,1.5774,module hub,small
Island17,Plant7,Island17,Bird13,3,0.64,-0.11,peripheral,small
Island17,Plant7,Island17,Bird9,1,0.74,1.5774,module hub,small
Island17,Plant7,Island17,Bird5,2,0.74,1.5774,module hub,small
Island1,Plant9,Island1,Bird5,1,0.7222,0.9243,peripheral,small
Island1,Plant7,Island1,Bird6,1,0.8,0.9243,connector,small
Island1,Plant7,Island1,Bird9,6,0.74,1.5774,module hub,small
Island1,Plant7,Island1,Bird4,1,0.32,0.7179,peripheral,large
Island5,Plant1,Island5,Bird23,1,0.5,-0.7487,peripheral,mix
Island5,Plant1,Island5,Bird1,3,0.642,1.3371,peripheral,large
Island5,Plant5,Island5,Bird9,1,0.7273,-0.5195,peripheral,small
Island5,Plant5,Island5,Bird2,5,0.7456,1.5509,peripheral,mix
Island5,Plant5,Island5,Bird21,2,0.5,-0.7487,peripheral,mix
Island5,Plant5,Island5,Bird34,1,0,-0.5203,peripheral,large
Island7,Plant12,Island7,Bird7,2,0,-1.1395,peripheral,large
Island7,Plant12,Island7,Bird10,18,0.72,-0.11,peripheral,small
Island7,Plant12,Island7,Bird3,14,0.72,3.8426,module hub,mix
Island7,Plant12,Island7,Bird1,3,0.6667,-0.5195,peripheral,small
Island7,Plant2,Island7,Bird4,4,0.5625,1.3371,peripheral,large
Island7,Plant2,Island7,Bird17,2,0.56,0.0988,peripheral,large
Island7,Plant2,Island7,Bird3,20,0.7361,1.5774,module hub,small
Island7,Plant2,Island7,Bird1,176,0.75,1.5774,hub,small
Island7,Plant2,Island7,Bird22,25,0.56,0.0988,peripheral,large
Island4,Plant2,Island4,Bird10,3,0.7361,-0.11,peripheral,small
Island4,Plant2,Island4,Bird3,16,0.7361,1.5774,module hub,small
Island3,Plant2,Island3,Bird2,18,0.7219,1.5774,module hub,small
Island3,Plant2,Island3,Bird1,88,0.75,1.5774,hub,small
Island3,Plant2,Island3,Bird17,1,0.56,0.0988,peripheral,large
Island1,Plant13,Island1,Bird2,4,0.375,0.0988,peripheral,large
Island8,Plant14,Island8,Bird19,17,0.6667,-0.5195,peripheral,small
Island8,Plant14,Island8,Bird4,4,0.625,-0.5437,peripheral,small
Island8,Plant2,Island8,Bird22,1,0.56,0.0988,peripheral,large
Island8,Plant2,Island8,Bird26,2,0.625,0.9243,peripheral,small
Island8,Plant2,Island8,Bird3,4,0.7361,1.5774,module hub,small
Island8,Plant2,Island8,Bird4,10,0.5625,1.3371,peripheral,large
Island8,Plant2,Island8,Bird1,358,0.75,1.5774,hub,small
Island4,Plant11,Island4,Bird6,6,0.6667,0.0988,peripheral,large
Island4,Plant3,Island4,Bird7,1,0.7188,1.5509,peripheral,mix
Island4,Plant3,Island4,Bird6,4,0.7188,1.5509,peripheral,mix
Island4,Plant4,Island4,Bird4,2,0.6122,0.7179,peripheral,large
Island4,Plant4,Island4,Bird9,1,0.7755,1.8181,hub,small
Island4,Plant4,Island4,Bird5,4,0.7891,3.8604,hub,small
Island4,Plant11,Island4,Bird24,2,0,-1.1395,peripheral,large
Island3,Plant13,Island3,Bird4,2,0.56,0.0988,peripheral,large
Island1,Plant25,Island1,Bird2,40,0,-0.2562,peripheral,mix
Island1,Plant13,Island1,Bird26,1,0.5,-0.2562,peripheral,mix
Island3,Plant3,Island3,Bird5,5,0.7407,1.5509,peripheral,mix
Island3,Plant3,Island3,Bird24,1,0,-0.7487,peripheral,mix
Island3,Plant3,Island3,Bird6,15,0.7188,1.5509,peripheral,mix
Island3,Plant3,Island3,Bird17,11,0.625,-0.7487,peripheral,mix
Island3,Plant3,Island3,Bird15,5,0.625,3.8426,module hub,mix
Island3,Plant3,Island3,Bird10,1,0.6111,1.5509,peripheral,mix
Island3,Plant3,Island3,Bird2,30,0.5625,1.3371,peripheral,large
Island2,Plant17,Island2,Bird13,4,0,-1.1395,peripheral,large
Island2,Plant17,Island2,Bird3,2,0.5,-0.5437,peripheral,small
Island2,Plant17,Island2,Bird16,3,0,-1.1395,peripheral,large
Island2,Plant17,Island2,Bird5,1,0.5,-0.5437,peripheral,small
Island2,Plant17,Island2,Bird22,1,0,-1.1395,peripheral,large
Island2,Plant17,Island2,Bird9,1,0.5,-0.5437,peripheral,small
Island2,Plant17,Island2,Bird4,3,0,-1.1395,peripheral,large
Island2,Plant3,Island2,Bird1,62,0.7,1.5509,peripheral,mix
Island2,Plant3,Island2,Bird13,1,0.625,0.4011,peripheral,mix
Island2,Plant3,Island2,Bird5,10,0.7407,1.5509,peripheral,mix
Island6,Plant16,Island6,Bird1,1,0.5,-0.7487,peripheral,mix
Island6,Plant16,Island6,Bird3,27,0.6667,-0.5437,peripheral,small
Island6,Plant16,Island6,Bird6,1,0.5,-0.5437,peripheral,small
Island6,Plant16,Island6,Bird2,21,0.72,0.9243,peripheral,small
Island6,Plant16,Island6,Bird7,6,0.4444,0.9243,peripheral,small
Island13,Plant16,Island13,Bird2,10,0.72,0.9243,peripheral,small
Island13,Plant16,Island13,Bird5,3,0.4444,0.9243,peripheral,small
Island13,Plant16,Island13,Bird6,4,0.5,-0.5437,peripheral,small
Island13,Plant16,Island13,Bird28,1,0,-0.5437,peripheral,small
Island13,Plant16,Island13,Bird7,5,0.4444,0.9243,peripheral,small
Island15,Plant3,Island15,Bird6,6,0.7188,1.5509,peripheral,mix
Island15,Plant3,Island15,Bird9,2,0.74,-0.5195,peripheral,small
Island15,Plant3,Island15,Bird13,2,0.625,0.4011,peripheral,mix
Island15,Plant3,Island15,Bird3,3,0.7361,-0.11,peripheral,small
Island15,Plant3,Island15,Bird5,6,0.7407,1.5509,peripheral,mix
Island16,Plant7,Island16,Bird13,3,0.64,-0.11,peripheral,small
Island16,Plant7,Island16,Bird6,10,0.8,0.9243,connector,small
Island16,Plant7,Island16,Bird9,6,0.74,1.5774,module hub,small
Island21,Plant7,Island21,Bird6,2,0.8,0.9243,connector,small
Island21,Plant7,Island21,Bird3,8,0.5714,1.5774,module hub,small
Island5,Plant9,Island5,Bird7,3,0.375,0.0988,peripheral,large
Island11,Plant7,Island11,Bird1,5,0.6531,1.5509,peripheral,mix
Island10,Plant8,Island10,Bird1,11,0.449,1.3371,peripheral,large
Island10,Plant8,Island10,Bird12,1,0.5,-0.7487,peripheral,mix
Island10,Plant8,Island10,Bird5,20,0.6667,0.0988,peripheral,large
Island10,Plant8,Island10,Bird6,5,0.5625,1.3371,peripheral,large
Island10,Plant8,Island10,Bird9,7,0.6122,0.7179,peripheral,large
Island10,Plant8,Island10,Bird4,4,0.5,0.7179,peripheral,large
Island10,Plant8,Island10,Bird17,1,0.5,0.7179,peripheral,large
Island10,Plant7,Island10,Bird1,1,0.6531,1.5509,peripheral,mix
Island10,Plant7,Island10,Bird12,6,0.4444,0.4011,peripheral,mix
Island1,Plant1,Island1,Bird28,4,0.72,-0.11,peripheral,small
Island1,Plant1,Island1,Bird9,13,0.7438,0.7337,peripheral,small
Island1,Plant1,Island1,Bird13,31,0.7934,0.7337,connector,small
Island1,Plant1,Island1,Bird6,49,0.75,1.5774,hub,small
Island1,Plant1,Island1,Bird7,61,0.58,1.9562,module hub,large
Island3,Plant1,Island3,Bird5,1,0.7755,1.5774,hub,small
Island3,Plant1,Island3,Bird28,1,0.72,-0.11,peripheral,small
Island3,Plant1,Island3,Bird17,4,0.6667,-0.7487,peripheral,mix
Island3,Plant1,Island3,Bird14,1,0.6122,0.7179,peripheral,large
Island3,Plant7,Island3,Bird1,2,0.6531,1.5509,peripheral,mix
Island20,Plant7,Island20,Bird5,8,0.74,1.5774,module hub,small
Island20,Plant7,Island20,Bird6,14,0.8,0.9243,connector,small
Island20,Plant7,Island20,Bird1,2,0.6531,1.5509,peripheral,mix
Island12,Plant18,Island12,Bird3,1,0.5,-0.5195,peripheral,small
Island12,Plant18,Island12,Bird5,3,0.6667,-0.5195,peripheral,small
Island6,Plant7,Island6,Bird1,1,0.6531,1.5509,peripheral,mix
Island6,Plant7,Island6,Bird6,3,0.8,0.9243,connector,small
Island6,Plant7,Island6,Bird9,1,0.74,1.5774,module hub,small
Island6,Plant8,Island6,Bird1,5,0.449,1.3371,peripheral,large
Island6,Plant8,Island6,Bird9,3,0.6122,0.7179,peripheral,large
Island6,Plant8,Island6,Bird5,1,0.6667,0.0988,peripheral,large
Island6,Plant8,Island6,Bird17,12,0.5,0.7179,peripheral,large
Island6,Plant8,Island6,Bird15,1,0,1.3371,peripheral,large
Island6,Plant1,Island6,Bird3,2,0.66,1.5774,module hub,small
Island6,Plant1,Island6,Bird17,2,0.6667,-0.7487,peripheral,mix
Island6,Plant1,Island6,Bird22,1,0.5,-0.5437,peripheral,small
Island6,Plant8,Island6,Bird3,15,0.449,1.3371,peripheral,large
Island6,Plant8,Island6,Bird2,32,0.56,0.0988,peripheral,large
Island6,Plant1,Island6,Bird8,1,0.6,1.9562,module hub,large
Island6,Plant1,Island6,Bird9,2,0.7438,0.7337,peripheral,small
Island14,Plant1,Island14,Bird6,27,0.75,1.5774,hub,small
Island14,Plant1,Island14,Bird9,6,0.7438,0.7337,peripheral,small
Island14,Plant1,Island14,Bird3,2,0.66,1.5774,module hub,small
Island14,Plant1,Island14,Bird5,2,0.7755,1.5774,hub,small
Island20,Plant5,Island20,Bird6,2,0.72,0.9243,peripheral,small
Island20,Plant5,Island20,Bird5,4,0.6531,1.5509,peripheral,mix
Island19,Plant1,Island19,Bird5,1,0.7755,1.5774,hub,small
Island19,Plant1,Island19,Bird7,1,0.58,1.9562,module hub,large
Island19,Plant1,Island19,Bird8,2,0.6,1.9562,module hub,large
Island19,Plant1,Island19,Bird1,1,0.642,1.3371,peripheral,large
Island19,Plant1,Island19,Bird6,3,0.75,1.5774,hub,small
Island19,Plant11,Island19,Bird6,1,0.6667,0.0988,peripheral,large
Island19,Plant11,Island19,Bird2,1,0.625,-0.5437,peripheral,small
Island19,Plant7,Island19,Bird2,3,0.7188,-0.11,peripheral,small
Island19,Plant7,Island19,Bird6,16,0.8,0.9243,connector,small
Island19,Plant7,Island19,Bird1,1,0.6531,1.5509,peripheral,mix
Island19,Plant7,Island19,Bird5,22,0.74,1.5774,module hub,small
Island4,Plant5,Island4,Bird4,3,0.5625,1.3371,peripheral,large
Island4,Plant5,Island4,Bird9,15,0.7273,-0.5195,peripheral,small
Island4,Plant5,Island4,Bird28,1,0.75,-0.5195,connector,small
Island4,Plant5,Island4,Bird34,1,0,-0.5203,peripheral,large
Island4,Plant5,Island4,Bird13,1,0.56,1.5509,peripheral,mix
Island15,Plant7,Island15,Bird5,1,0.74,1.5774,module hub,small
Island15,Plant7,Island15,Bird6,1,0.8,0.9243,connector,small
Island15,Plant5,Island15,Bird2,1,0.7456,1.5509,peripheral,mix
Island15,Plant5,Island15,Bird7,2,0.6914,0.9243,peripheral,small
Island13,Plant5,Island13,Bird3,1,0.7654,1.8181,hub,small
Island13,Plant5,Island13,Bird2,1,0.7456,1.5509,peripheral,mix
Island13,Plant5,Island13,Bird7,4,0.6914,0.9243,peripheral,small
Island18,Plant21,Island18,Bird5,15,0,-0.5437,peripheral,small
Island18,Plant21,Island18,Bird11,19,0,-0.5437,peripheral,small
Island18,Plant17,Island18,Bird3,162,0.5,-0.5437,peripheral,small
Island18,Plant17,Island18,Bird11,25,0,-0.5437,peripheral,small
Island12,Plant7,Island12,Bird3,1,0.5714,1.5774,module hub,small
Island7,Plant1,Island7,Bird18,1,0.7551,1.5774,hub,small
Island4,Plant1,Island4,Bird24,3,0,-0.5203,peripheral,large
Island4,Plant1,Island4,Bird6,26,0.75,1.5774,hub,small
Island4,Plant9,Island4,Bird1,2,0.625,-0.11,peripheral,small
Island4,Plant9,Island4,Bird3,7,0.48,0.7337,peripheral,small
Island4,Plant9,Island4,Bird34,1,0,-1.1395,peripheral,large
Island4,Plant9,Island4,Bird6,41,0.6777,0.7337,peripheral,small
Island4,Plant9,Island4,Bird8,9,0.48,0.9243,peripheral,small
Island4,Plant9,Island4,Bird14,2,0,0.0988,peripheral,large
Island4,Plant9,Island4,Bird2,8,0.5625,1.3371,peripheral,large
Island22,Plant5,Island22,Bird3,3,0.7654,1.8181,hub,small
Island16,Plant23,Island16,Bird5,4,0,-0.9537,peripheral,small
Island21,Plant1,Island21,Bird12,1,0.72,0.4011,peripheral,mix
Island21,Plant1,Island21,Bird13,3,0.7934,0.7337,connector,small
Island3,Plant1,Island3,Bird1,1,0.642,1.3371,peripheral,large
Island17,Plant1,Island17,Bird9,1,0.7438,0.7337,peripheral,small
Island17,Plant1,Island17,Bird35,2,0,-0.9537,peripheral,small
Island17,Plant1,Island17,Bird6,2,0.75,1.5774,hub,small
Island17,Plant1,Island17,Bird5,14,0.7755,1.5774,hub,small
Island17,Plant1,Island17,Bird3,13,0.66,1.5774,module hub,small
Island17,Plant1,Island17,Bird1,5,0.642,1.3371,peripheral,large
Island11,Plant5,Island11,Bird21,1,0.5,-0.7487,peripheral,mix
Island11,Plant5,Island11,Bird13,19,0.56,1.5509,peripheral,mix
Island11,Plant5,Island11,Bird2,2,0.7456,1.5509,peripheral,mix
Island18,Plant17,Island18,Bird5,6,0.5,-0.5437,peripheral,small
Island18,Plant21,Island18,Bird6,2,0,-0.5437,peripheral,small
Island18,Plant21,Island18,Bird9,2,0,-0.5437,peripheral,small
Island18,Plant21,Island18,Bird39,1,0,-0.5437,peripheral,small
Island18,Plant26,Island18,Bird3,4,0,-0.5437,peripheral,small
Island18,Plant26,Island18,Bird11,4,0,-0.5437,peripheral,small
Island14,Plant9,Island14,Bird3,4,0.48,0.7337,peripheral,small
Island14,Plant9,Island14,Bird6,3,0.6777,0.7337,peripheral,small
Island14,Plant9,Island14,Bird2,3,0.5625,1.3371,peripheral,large
Island14,Plant9,Island14,Bird35,1,0,-0.9537,peripheral,small
Island6,Plant5,Island6,Bird2,11,0.7456,1.5509,peripheral,mix
