layer,attribute,value
388,type,time
389,date,1989-06-01
389,directed,TRUE
389,latitude,50.23333
389,location,"Taunus, Waldems-Esch, Hessen (Germany)"
389,longitude,8.316667
389,type,space
390,date,1989-06-01
390,directed,TRUE
390,latitude,50.23333
390,location,"Taunus, Waldems-Esch, Hessen (Germany)"
390,longitude,8.316667
390,type,time
391,date,1989-06-29
391,directed,TRUE
391,latitude,47.38333
391,location,"Gramai-Alm, Tirol (Austria)"
391,longitude,11.6
391,type,space
392,date,1989-06-29
392,directed,TRUE
392,latitude,47.38333
392,location,"Gramai-Alm, Tirol (Austria)"
392,longitude,11.6
392,type,time
393,date,1989-06-30
393,directed,TRUE
393,latitude,47.1
393,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
393,longitude,11.65
393,type,space
394,date,1989-06-30
394,directed,TRUE
394,latitude,47.1
394,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
394,longitude,11.65
394,type,time
395,date,1989-06-30
395,directed,TRUE
395,latitude,47.15
395,location,"Zillertal, Lanersbach, Tirol (Austria)"
395,longitude,11.766667
395,type,space
396,date,1989-06-30
396,directed,TRUE
396,latitude,47.15
396,location,"Zillertal, Lanersbach, Tirol (Austria)"
396,longitude,11.766667
396,type,time
397,date,1989-07-02
397,directed,TRUE
397,latitude,46.86667
397,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
397,longitude,10.916667
397,type,space
398,date,1989-07-02
398,directed,TRUE
398,latitude,46.86667
398,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
398,longitude,10.916667
398,type,time
399,date,1989-07-04
399,directed,TRUE
399,latitude,46.71667
399,location,"Vernagt-Stausee, Trentino (Italy)"
399,longitude,10.85
399,type,space
400,date,1989-07-04
400,directed,TRUE
400,latitude,46.71667
400,location,"Vernagt-Stausee, Trentino (Italy)"
400,longitude,10.85
400,type,time
401,date,1989-08-10
401,directed,TRUE
401,latitude,47.4
401,location,"Planneralm II, Steiermark (Austria)"
401,longitude,14.183333
401,type,space
402,date,1989-08-10
402,directed,TRUE
402,latitude,47.4
402,location,"Planneralm II, Steiermark (Austria)"
402,longitude,14.183333
402,type,time
403,date,1989-08-10
403,directed,TRUE
403,latitude,47.43333
403,location,"Planneralm I, Steiermark (Austria)"
403,longitude,14.133333
403,type,space
404,date,1989-08-10
404,directed,TRUE
404,latitude,47.43333
404,location,"Planneralm I, Steiermark (Austria)"
404,longitude,14.133333
404,type,time
405,date,1989-08-11
405,directed,TRUE
405,latitude,47.58333
405,location,"Tauplitzalm, Steiermark (Austria)"
405,longitude,13.933333
405,type,space
406,date,1989-08-11
406,directed,TRUE
406,latitude,47.58333
406,location,"Tauplitzalm, Steiermark (Austria)"
406,longitude,13.933333
406,type,time
407,date,1989-08-11
407,directed,TRUE
407,latitude,47.6
407,location,"Bad Aussee, Steiermark (Austria)"
407,longitude,13.766667
407,type,space
408,date,1989-08-11
408,directed,TRUE
408,latitude,47.6
408,location,"Bad Aussee, Steiermark (Austria)"
408,longitude,13.766667
408,type,time
409,date,1989-08-12
409,directed,TRUE
409,latitude,47.23333
409,location,"Obertauern I, Salzburg (Austria)"
409,longitude,13.516667
409,type,space
410,date,1989-08-12
410,directed,TRUE
410,latitude,47.23333
410,location,"Obertauern I, Salzburg (Austria)"
410,longitude,13.516667
410,type,time
411,date,1989-08-13
411,directed,TRUE
411,latitude,47.1
411,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
411,longitude,11.65
411,type,space
412,date,1989-08-13
412,directed,TRUE
412,latitude,47.1
412,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
412,longitude,11.65
412,type,time
413,date,1989-08-13
413,directed,TRUE
413,latitude,47.15
413,location,"Zillertal, Lanersbach, Tirol (Austria)"
413,longitude,11.766667
413,type,space
414,date,1989-08-13
414,directed,TRUE
414,latitude,47.15
414,location,"Zillertal, Lanersbach, Tirol (Austria)"
414,longitude,11.766667
414,type,time
415,date,1989-08-15
415,directed,TRUE
415,latitude,46.86667
415,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
415,longitude,10.916667
415,type,space
416,date,1989-08-15
416,directed,TRUE
416,latitude,46.86667
416,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
416,longitude,10.916667
416,type,time
417,date,1989-08-15
417,directed,TRUE
417,latitude,46.86667
417,location,"Ötztal, Obergurgl, Tirol (Austria)"
417,longitude,11.016667
417,type,space
418,date,1989-08-15
418,directed,TRUE
418,latitude,46.86667
418,location,"Ötztal, Obergurgl, Tirol (Austria)"
418,longitude,11.016667
418,type,time
419,date,1989-08-16
419,directed,TRUE
419,latitude,46.86667
419,location,"Ötztal, Obergurgl, Tirol (Austria)"
419,longitude,11.016667
419,type,space
420,date,1989-08-16
420,directed,TRUE
420,latitude,46.86667
420,location,"Ötztal, Obergurgl, Tirol (Austria)"
420,longitude,11.016667
420,type,time
421,date,1989-08-17
421,directed,TRUE
421,latitude,46.91667
421,location,"Ötztal, Timmelsjoch, Tirol (Austria)"
421,longitude,11.116667
421,type,space
422,date,1989-08-17
422,directed,TRUE
422,latitude,46.91667
422,location,"Ötztal, Timmelsjoch, Tirol (Austria)"
422,longitude,11.116667
422,type,time
423,date,1989-08-22
423,directed,TRUE
423,latitude,54.06667
423,location,"Spytkowo, Polen (Poland)"
423,longitude,21.783333
423,type,space
424,date,1989-08-22
424,directed,TRUE
424,latitude,54.06667
424,location,"Spytkowo, Polen (Poland)"
424,longitude,21.783333
424,type,time
425,date,1989-08-22
425,directed,TRUE
425,latitude,54.08333
425,location,"Kruklanki, Polen (Poland)"
425,longitude,21.933333
425,type,space
426,date,1989-08-22
426,directed,TRUE
426,latitude,54.08333
426,location,"Kruklanki, Polen (Poland)"
426,longitude,21.933333
426,type,time
427,date,1990-07-17
427,directed,TRUE
427,latitude,61.33333
427,location,"Tretten, Nordbu nr. Ringebu, Oppland (Norway)"
427,longitude,10.3
427,type,space
428,date,1990-07-17
428,directed,TRUE
428,latitude,61.33333
428,location,"Tretten, Nordbu nr. Ringebu, Oppland (Norway)"
428,longitude,10.3
428,type,time
429,date,1990-07-18
429,directed,TRUE
429,latitude,61.5
429,location,"Peer Gynt veien I, Oppland (Norway)"
429,longitude,9.766667
429,type,space
430,date,1990-07-18
430,directed,TRUE
430,latitude,61.5
430,location,"Peer Gynt veien I, Oppland (Norway)"
430,longitude,9.766667
430,type,time
431,date,1990-07-18
431,directed,TRUE
431,latitude,62.11667
431,location,"Folldal, Dahlholen, Hedmark (Norway)"
431,longitude,10
431,type,space
432,date,1990-07-18
432,directed,TRUE
432,latitude,62.11667
432,location,"Folldal, Dahlholen, Hedmark (Norway)"
432,longitude,10
432,type,time
433,date,1990-07-20
433,directed,TRUE
433,latitude,64.21667
433,location,"Skoganvatnet, N.-Trondelag (Norway)"
433,longitude,12.016667
433,type,space
434,date,1990-07-20
434,directed,TRUE
434,latitude,64.21667
434,location,"Skoganvatnet, N.-Trondelag (Norway)"
434,longitude,12.016667
434,type,time
435,date,1990-07-22
435,directed,TRUE
435,latitude,68.65
435,location,"Lapphaugen bei Bardu, Troms (Norway)"
435,longitude,17.85
435,type,space
436,date,1990-07-22
436,directed,TRUE
436,latitude,68.65
436,location,"Lapphaugen bei Bardu, Troms (Norway)"
436,longitude,17.85
436,type,time
437,date,1990-07-25
437,directed,TRUE
437,latitude,69.71667
437,location,"Alta, Baeskades, Finnmark (Norway)"
437,longitude,23.6
437,type,space
438,date,1990-07-25
438,directed,TRUE
438,latitude,69.71667
438,location,"Alta, Baeskades, Finnmark (Norway)"
438,longitude,23.6
438,type,time
439,date,1990-07-27
439,directed,TRUE
439,latitude,70.18333
439,location,"N.-Varanger, Tanabru, Finnmark (Norway)"
439,longitude,28.2
439,type,space
440,date,1990-07-27
440,directed,TRUE
440,latitude,70.18333
440,location,"N.-Varanger, Tanabru, Finnmark (Norway)"
440,longitude,28.2
440,type,time
441,date,1990-07-27
441,directed,TRUE
441,latitude,69.48333
441,location,"Garguluobbal, Karasjok, Finnmark (Norway)"
441,longitude,25.5
441,type,space
442,date,1990-07-27
442,directed,TRUE
442,latitude,69.48333
442,location,"Garguluobbal, Karasjok, Finnmark (Norway)"
442,longitude,25.5
442,type,time
443,date,1990-07-28
443,directed,TRUE
443,latitude,70.78333
443,location,"N.-Varanger, Sandfjord, Fjell, Finnmark (Norway)"
443,longitude,29.25
443,type,space
444,date,1990-07-28
444,directed,TRUE
444,latitude,70.78333
444,location,"N.-Varanger, Sandfjord, Fjell, Finnmark (Norway)"
444,longitude,29.25
444,type,time
445,date,1990-07-29
445,directed,TRUE
445,latitude,70.46667
445,location,"Ifjordfjellet / Gilojokka, Finnmark (Norway)"
445,longitude,27.816667
445,type,space
446,date,1990-07-29
446,directed,TRUE
446,latitude,70.46667
446,location,"Ifjordfjellet / Gilojokka, Finnmark (Norway)"
446,longitude,27.816667
446,type,time
447,date,1990-08-01
447,directed,TRUE
447,latitude,69.05
447,location,"Kilpisjärvi, Lappin (Finland)"
447,longitude,20.783333
447,type,space
448,date,1990-08-01
448,directed,TRUE
448,latitude,69.05
448,location,"Kilpisjärvi, Lappin (Finland)"
448,longitude,20.783333
448,type,time
449,date,1990-08-03
449,directed,TRUE
449,latitude,68.31667
449,location,"Torne Träsk, Abisko, Norrbotten (Sweden)"
449,longitude,18.85
449,type,space
450,date,1990-08-03
450,directed,TRUE
450,latitude,68.31667
450,location,"Torne Träsk, Abisko, Norrbotten (Sweden)"
450,longitude,18.85
450,type,time
451,date,1990-08-05
451,directed,TRUE
451,latitude,66.45
451,location,"Polarkreis, Krokstrand, Nordland (Norway)"
451,longitude,15.066667
451,type,space
452,date,1990-08-05
452,directed,TRUE
452,latitude,66.45
452,location,"Polarkreis, Krokstrand, Nordland (Norway)"
452,longitude,15.066667
452,type,time
453,date,1990-08-06
453,directed,TRUE
453,latitude,66.03333
453,location,"Korgfjellet, Nordland (Norway)"
453,longitude,13.683333
453,type,space
454,date,1990-08-06
454,directed,TRUE
454,latitude,66.03333
454,location,"Korgfjellet, Nordland (Norway)"
454,longitude,13.683333
454,type,time
455,date,1990-08-08
455,directed,TRUE
455,latitude,62.18333
455,location,"Dovrefjell, S.-Trondelag (Norway)"
455,longitude,9.483333
455,type,space
456,date,1990-08-08
456,directed,TRUE
456,latitude,62.18333
456,location,"Dovrefjell, S.-Trondelag (Norway)"
456,longitude,9.483333
456,type,time
457,date,1990-08-10
457,directed,TRUE
457,latitude,61.6
457,location,"Jotunheimen, Breiseterdalen, Oppland (Norway)"
457,longitude,8.033333
457,type,space
458,date,1990-08-10
458,directed,TRUE
458,latitude,61.6
458,location,"Jotunheimen, Breiseterdalen, Oppland (Norway)"
458,longitude,8.033333
458,type,time
459,date,1990-08-15
459,directed,TRUE
459,latitude,60.51667
459,location,"Geilo, Buskerud (Norway)"
459,longitude,8.216667
459,type,space
460,date,1990-08-15
460,directed,TRUE
460,latitude,60.51667
460,location,"Geilo, Buskerud (Norway)"
460,longitude,8.216667
460,type,time
461,date,1991-07-31
461,directed,TRUE
461,latitude,50.23333
461,location,"Taunus, Oberreiffenberg, Hessen (Germany)"
461,longitude,8.416667
461,type,space
462,date,1991-07-31
462,directed,TRUE
462,latitude,50.23333
462,location,"Taunus, Oberreiffenberg, Hessen (Germany)"
462,longitude,8.416667
462,type,time
463,date,1991-08-06
463,directed,TRUE
463,latitude,50.5
463,location,"Vogelsberg, Hoherodskopf, Hessen (Germany)"
463,longitude,9.2
463,type,space
464,date,1991-08-06
464,directed,TRUE
464,latitude,50.5
464,location,"Vogelsberg, Hoherodskopf, Hessen (Germany)"
464,longitude,9.2
464,type,time
465,date,1991-08-27
465,directed,TRUE
465,latitude,47.23333
465,location,"Obertauern I, Salzburg (Austria)"
465,longitude,13.516667
465,type,space
466,date,1991-08-27
466,directed,TRUE
466,latitude,47.23333
466,location,"Obertauern I, Salzburg (Austria)"
466,longitude,13.516667
466,type,time
467,date,1991-08-29
467,directed,TRUE
467,latitude,47.1
467,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
467,longitude,11.65
467,type,space
468,date,1991-08-29
468,directed,TRUE
468,latitude,47.1
468,location,"Zillertal, Hintertux/ Weitental, Tirol (Austria)"
468,longitude,11.65
468,type,time
469,date,1991-08-30
469,directed,TRUE
469,latitude,47.41667
469,location,"Falzthurn-Alm, Tirol (Austria)"
469,longitude,11.65
469,type,space
470,date,1991-08-30
470,directed,TRUE
470,latitude,47.41667
470,location,"Falzthurn-Alm, Tirol (Austria)"
470,longitude,11.65
470,type,time
471,date,1991-08-30
471,directed,TRUE
471,latitude,47.38333
471,location,"Gramai-Alm, Tirol (Austria)"
471,longitude,11.6
471,type,space
472,date,1991-08-30
472,directed,TRUE
472,latitude,47.38333
472,location,"Gramai-Alm, Tirol (Austria)"
472,longitude,11.6
472,type,time
473,date,1991-08-30
473,directed,TRUE
473,latitude,47.45
473,location,"Gern-Alm, Tirol (Austria)"
473,longitude,11.616667
473,type,space
474,date,1991-08-30
474,directed,TRUE
474,latitude,47.45
474,location,"Gern-Alm, Tirol (Austria)"
474,longitude,11.616667
474,type,time
475,date,1991-08-31
475,directed,TRUE
475,latitude,47.75
475,location,"Halltal, Tirol (Austria)"
475,longitude,15.383333
475,type,space
476,date,1991-08-31
476,directed,TRUE
476,latitude,47.75
476,location,"Halltal, Tirol (Austria)"
476,longitude,15.383333
476,type,time
477,date,1991-09-01
477,directed,TRUE
477,latitude,46.85
477,location,"Ötztal, Vent/ Am Spiegel, Tirol (Austria)"
477,longitude,10.9
477,type,space
478,date,1991-09-01
478,directed,TRUE
478,latitude,46.85
478,location,"Ötztal, Vent/ Am Spiegel, Tirol (Austria)"
478,longitude,10.9
478,type,time
479,date,1991-09-01
479,directed,TRUE
479,latitude,46.86667
479,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
479,longitude,10.916667
479,type,space
480,date,1991-09-01
480,directed,TRUE
480,latitude,46.86667
480,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
480,longitude,10.916667
480,type,time
481,date,1991-09-02
481,directed,TRUE
481,latitude,46.86667
481,location,"Ötztal, Obergurgl, Tirol (Austria)"
481,longitude,11.016667
481,type,space
482,date,1991-09-02
482,directed,TRUE
482,latitude,46.86667
482,location,"Ötztal, Obergurgl, Tirol (Austria)"
482,longitude,11.016667
482,type,time
483,date,1991-09-04
483,directed,TRUE
483,latitude,46.56667
483,location,"Grimselpaß, Räterichsbodensee, Wallis (Switzerland)"
483,longitude,8.316667
483,type,space
484,date,1991-09-04
484,directed,TRUE
484,latitude,46.56667
484,location,"Grimselpaß, Räterichsbodensee, Wallis (Switzerland)"
484,longitude,8.316667
484,type,time
485,date,1991-09-05
485,directed,TRUE
485,latitude,46.05
485,location,"Saastal, Mattmark, Wallis (Switzerland)"
485,longitude,7.95
485,type,space
486,date,1991-09-05
486,directed,TRUE
486,latitude,46.05
486,location,"Saastal, Mattmark, Wallis (Switzerland)"
486,longitude,7.95
486,type,time
487,date,1991-09-05
487,directed,TRUE
487,latitude,46.46667
487,location,"Nufenenpaß, Paßhöhe I, Wallis (Switzerland)"
487,longitude,8.4
487,type,space
488,date,1991-09-05
488,directed,TRUE
488,latitude,46.46667
488,location,"Nufenenpaß, Paßhöhe I, Wallis (Switzerland)"
488,longitude,8.4
488,type,time
489,date,1991-09-06
489,directed,TRUE
489,latitude,46.46667
489,location,"Nufenenpaß, Paßhöhe I, Wallis (Switzerland)"
489,longitude,8.4
489,type,space
490,date,1991-09-06
490,directed,TRUE
490,latitude,46.46667
490,location,"Nufenenpaß, Paßhöhe I, Wallis (Switzerland)"
490,longitude,8.4
490,type,time
491,date,1991-09-22
491,directed,TRUE
491,latitude,52.83333
491,location,"Eberswalde, Brandenburg (Germany)"
491,longitude,13.8
491,type,space
492,date,1991-09-22
492,directed,TRUE
492,latitude,52.83333
492,location,"Eberswalde, Brandenburg (Germany)"
492,longitude,13.8
492,type,time
493,date,1991-09-23
493,directed,TRUE
493,latitude,52.4
493,location,"Plauer See, Mecklenburg-Vorpommern (Germany)"
493,longitude,12.45
493,type,space
494,date,1991-09-23
494,directed,TRUE
494,latitude,52.4
494,location,"Plauer See, Mecklenburg-Vorpommern (Germany)"
494,longitude,12.45
494,type,time
495,date,1991-10-23
495,directed,TRUE
495,latitude,50.21667
495,location,"Marköbel, Hessen (Germany)"
495,longitude,9
495,type,space
496,date,1991-10-23
496,directed,TRUE
496,latitude,50.21667
496,location,"Marköbel, Hessen (Germany)"
496,longitude,9
496,type,time
497,date,1991-10-23
497,directed,TRUE
497,latitude,50.23333
497,location,"Taunus, Oberreiffenberg, Hessen (Germany)"
497,longitude,8.416667
497,type,space
498,date,1991-10-23
498,directed,TRUE
498,latitude,50.23333
498,location,"Taunus, Oberreiffenberg, Hessen (Germany)"
498,longitude,8.416667
498,type,time
499,date,1992-07-19
499,directed,TRUE
499,latitude,47.23333
499,location,"Obertauern I, Salzburg (Austria)"
499,longitude,13.516667
499,type,space
500,date,1992-07-19
500,directed,TRUE
500,latitude,47.23333
500,location,"Obertauern I, Salzburg (Austria)"
500,longitude,13.516667
500,type,time
501,date,1992-08-25
501,directed,TRUE
501,latitude,47.23333
501,location,"Obertauern I, Salzburg (Austria)"
501,longitude,13.516667
501,type,space
502,date,1992-08-25
502,directed,TRUE
502,latitude,47.23333
502,location,"Obertauern I, Salzburg (Austria)"
502,longitude,13.516667
502,type,time
503,date,1992-08-25
503,directed,TRUE
503,latitude,47.3
503,location,"Tauernpaß, Untertauern I, Salzburg (Austria)"
503,longitude,13.5
503,type,space
504,date,1992-08-25
504,directed,TRUE
504,latitude,47.3
504,location,"Tauernpaß, Untertauern I, Salzburg (Austria)"
504,longitude,13.5
504,type,time
505,date,1992-08-26
505,directed,TRUE
505,latitude,47.41667
505,location,"Falzthurn-Alm, Tirol (Austria)"
505,longitude,11.65
505,type,space
506,date,1992-08-26
506,directed,TRUE
506,latitude,47.41667
506,location,"Falzthurn-Alm, Tirol (Austria)"
506,longitude,11.65
506,type,time
507,date,1992-08-27
507,directed,TRUE
507,latitude,46.85
507,location,"Ötztal, Vent/ Rofental, Tirol (Austria)"
507,longitude,10.9
507,type,space
508,date,1992-08-27
508,directed,TRUE
508,latitude,46.85
508,location,"Ötztal, Vent/ Rofental, Tirol (Austria)"
508,longitude,10.9
508,type,time
509,date,1992-08-27
509,directed,TRUE
509,latitude,46.86667
509,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
509,longitude,10.916667
509,type,space
510,date,1992-08-27
510,directed,TRUE
510,latitude,46.86667
510,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
510,longitude,10.916667
510,type,time
511,date,1992-08-28
511,directed,TRUE
511,latitude,46.85
511,location,"Ötztal, Obergurgl/ Bruggboden, Tirol (Austria)"
511,longitude,11.016667
511,type,space
512,date,1992-08-28
512,directed,TRUE
512,latitude,46.85
512,location,"Ötztal, Obergurgl/ Bruggboden, Tirol (Austria)"
512,longitude,11.016667
512,type,time
513,date,1992-08-28
513,directed,TRUE
513,latitude,46.86667
513,location,"Ötztal, Obergurgl, Tirol (Austria)"
513,longitude,11.016667
513,type,space
514,date,1992-08-28
514,directed,TRUE
514,latitude,46.86667
514,location,"Ötztal, Obergurgl, Tirol (Austria)"
514,longitude,11.016667
514,type,time
515,date,1992-08-29
515,directed,TRUE
515,latitude,46.86667
515,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
515,longitude,10.916667
515,type,space
516,date,1992-08-29
516,directed,TRUE
516,latitude,46.86667
516,location,"Ötztal, Vent/ Gample, Tirol (Austria)"
516,longitude,10.916667
516,type,time
517,date,1992-08-30
517,directed,TRUE
517,latitude,46.95
517,location,"Pitztal, Nähe Mittelberg, Tirol (Austria)"
517,longitude,10.866667
517,type,space
518,date,1992-08-30
518,directed,TRUE
518,latitude,46.95
518,location,"Pitztal, Nähe Mittelberg, Tirol (Austria)"
518,longitude,10.866667
518,type,time
519,date,1992-09-01
519,directed,TRUE
519,latitude,46.05
519,location,"Saastal, Mattmark, Wallis (Switzerland)"
519,longitude,7.95
519,type,space
520,date,1992-09-01
520,directed,TRUE
520,latitude,46.05
520,location,"Saastal, Mattmark, Wallis (Switzerland)"
520,longitude,7.95
520,type,time
521,date,1992-09-02
521,directed,TRUE
521,latitude,46.56667
521,location,"Grimselpaß, Räterichsbodensee, Wallis (Switzerland)"
521,longitude,8.316667
521,type,space
522,date,1992-09-02
522,directed,TRUE
522,latitude,46.56667
522,location,"Grimselpaß, Räterichsbodensee, Wallis (Switzerland)"
522,longitude,8.316667
522,type,time
523,date,1992-09-03
523,directed,TRUE
523,latitude,46.46667
523,location,"Nufenenpaß, Paßhöhe I, Wallis (Switzerland)"
523,longitude,8.4
523,type,space
524,date,1992-09-03
524,directed,TRUE
524,latitude,46.46667
524,location,"Nufenenpaß, Paßhöhe I, Wallis (Switzerland)"
524,longitude,8.4
524,type,time
525,date,1992-09-04
525,directed,TRUE
525,latitude,46.01667
525,location,"Arolla, Wallis (Switzerland)"
525,longitude,7.466667
525,type,space
526,date,1992-09-04
526,directed,TRUE
526,latitude,46.01667
526,location,"Arolla, Wallis (Switzerland)"
526,longitude,7.466667
526,type,time
527,date,1993-08-01
527,directed,TRUE
527,latitude,68.65
527,location,"Lapphaugen bei Bardu, Troms (Norway)"
527,longitude,17.85
527,type,space
528,date,1993-08-01
528,directed,TRUE
528,latitude,68.65
528,location,"Lapphaugen bei Bardu, Troms (Norway)"
528,longitude,17.85
528,type,time
529,date,1993-08-05
529,directed,TRUE
529,latitude,69.45
529,location,"S.-Varanger, Svanvik, Finnmark (Norway)"
529,longitude,30.05
529,type,space
530,date,1993-08-05
530,directed,TRUE
530,latitude,69.45
530,location,"S.-Varanger, Svanvik, Finnmark (Norway)"
530,longitude,30.05
530,type,time
531,date,1993-08-05
531,directed,TRUE
531,latitude,70.46667
531,location,"Ifjordfjellet / Gilojokka, Finnmark (Norway)"
531,longitude,27.816667
531,type,space
532,date,1993-08-05
532,directed,TRUE
532,latitude,70.46667
532,location,"Ifjordfjellet / Gilojokka, Finnmark (Norway)"
532,longitude,27.816667
532,type,time
533,date,1993-08-06
533,directed,TRUE
533,latitude,69.7
533,location,"Neiden, Finnmark (Norway)"
533,longitude,29.383333
533,type,space
534,date,1993-08-06
534,directed,TRUE
534,latitude,69.7
534,location,"Neiden, Finnmark (Norway)"
534,longitude,29.383333
534,type,time
535,date,1993-08-07
535,directed,TRUE
535,latitude,70.18333
535,location,"N.-Varanger, Tanabru, Finnmark (Norway)"
535,longitude,28.2
535,type,space
536,date,1993-08-07
536,directed,TRUE
536,latitude,70.18333
536,location,"N.-Varanger, Tanabru, Finnmark (Norway)"
536,longitude,28.2
536,type,time
537,date,1993-08-08
537,directed,TRUE
537,latitude,70.48333
537,location,"Kvalsund, Breidalsfjell, Finnmark (Norway)"
537,longitude,23.933333
537,type,space
538,date,1993-08-08
538,directed,TRUE
538,latitude,70.48333
538,location,"Kvalsund, Breidalsfjell, Finnmark (Norway)"
538,longitude,23.933333
538,type,time
539,date,1993-08-09
539,directed,TRUE
539,latitude,69.71667
539,location,"Alta, Baeskades, Finnmark (Norway)"
539,longitude,23.6
539,type,space
540,date,1993-08-09
540,directed,TRUE
540,latitude,69.71667
540,location,"Alta, Baeskades, Finnmark (Norway)"
540,longitude,23.6
540,type,time
541,date,1993-08-11
541,directed,TRUE
541,latitude,68.31667
541,location,"Torne Träsk, Abisko, Norrbotten (Sweden)"
541,longitude,18.85
541,type,space
542,date,1993-08-11
542,directed,TRUE
542,latitude,68.31667
542,location,"Torne Träsk, Abisko, Norrbotten (Sweden)"
542,longitude,18.85
542,type,time
543,date,1993-08-12
543,directed,TRUE
543,latitude,68.33333
543,location,"Lofot, Sandsletta, Nordland (Norway)"
543,longitude,14.483333
543,type,space
544,date,1993-08-12
544,directed,TRUE
544,latitude,68.33333
544,location,"Lofot, Sandsletta, Nordland (Norway)"
544,longitude,14.483333
544,type,time
545,date,1993-08-13
545,directed,TRUE
545,latitude,68.33333
545,location,"Lofot, Sandsletta, Nordland (Norway)"
545,longitude,14.483333
545,type,space
546,date,1993-08-13
546,directed,TRUE
546,latitude,68.33333
546,location,"Lofot, Sandsletta, Nordland (Norway)"
546,longitude,14.483333
546,type,time
547,date,1993-08-14
547,directed,TRUE
547,latitude,66.55
547,location,"Polarkreis I, Nordland (Norway)"
547,longitude,15.3
547,type,space
548,date,1993-08-14
548,directed,TRUE
548,latitude,66.55
548,location,"Polarkreis I, Nordland (Norway)"
548,longitude,15.3
548,type,time
549,date,1993-08-15
549,directed,TRUE
549,latitude,66.45
549,location,"Polarkreis, Krokstrand, Nordland (Norway)"
549,longitude,15.066667
549,type,space
550,date,1993-08-15
550,directed,TRUE
550,latitude,66.45
550,location,"Polarkreis, Krokstrand, Nordland (Norway)"
550,longitude,15.066667
550,type,time
551,date,1993-08-15
551,directed,TRUE
551,latitude,66.5
551,location,"Polarkreis IV, Nordland (Norway)"
551,longitude,15.283333
551,type,space
552,date,1993-08-15
552,directed,TRUE
552,latitude,66.5
552,location,"Polarkreis IV, Nordland (Norway)"
552,longitude,15.283333
552,type,time
553,date,1993-08-15
553,directed,TRUE
553,latitude,66.6
553,location,"Polarkreis II, Nordland (Norway)"
553,longitude,15.366667
553,type,space
554,date,1993-08-15
554,directed,TRUE
554,latitude,66.6
554,location,"Polarkreis II, Nordland (Norway)"
554,longitude,15.366667
554,type,time
555,date,1993-08-15
555,directed,TRUE
555,latitude,66.65
555,location,"Polarkreis III, Nordland (Norway)"
555,longitude,15.4
555,type,space
556,date,1993-08-15
556,directed,TRUE
556,latitude,66.65
556,location,"Polarkreis III, Nordland (Norway)"
556,longitude,15.4
556,type,time
557,date,1993-08-16
557,directed,TRUE
557,latitude,64.91667
557,location,"Namsskogan, Mellingsmoen, N.-Trondelag (Norway)"
557,longitude,13.166667
557,type,space
558,date,1993-08-16
558,directed,TRUE
558,latitude,64.91667
558,location,"Namsskogan, Mellingsmoen, N.-Trondelag (Norway)"
558,longitude,13.166667
558,type,time
559,date,1993-08-16
559,directed,TRUE
559,latitude,66.03333
559,location,"Korgfjellet, Nordland (Norway)"
559,longitude,13.683333
559,type,space
560,date,1993-08-16
560,directed,TRUE
560,latitude,66.03333
560,location,"Korgfjellet, Nordland (Norway)"
560,longitude,13.683333
560,type,time
561,date,1993-08-19
561,directed,TRUE
561,latitude,61.6
561,location,"Jotunheimen, Breiseterdalen, Oppland (Norway)"
561,longitude,8.033333
561,type,space
562,date,1993-08-19
562,directed,TRUE
562,latitude,61.6
562,location,"Jotunheimen, Breiseterdalen, Oppland (Norway)"
562,longitude,8.033333
562,type,time
563,date,1993-08-20
563,directed,TRUE
563,latitude,61.38333
563,location,"Lusterfjord, Höyheimsvik, Sogn og Fjordane (Norway)"
563,longitude,7.383333
563,type,space
564,date,1993-08-20
564,directed,TRUE
564,latitude,61.38333
564,location,"Lusterfjord, Höyheimsvik, Sogn og Fjordane (Norway)"
564,longitude,7.383333
564,type,time
565,date,1993-08-22
565,directed,TRUE
565,latitude,61.06667
565,location,"Vikafjell bei Viksöyri, Hordaland (Norway)"
565,longitude,6.583333
565,type,space
566,date,1993-08-22
566,directed,TRUE
566,latitude,61.06667
566,location,"Vikafjell bei Viksöyri, Hordaland (Norway)"
566,longitude,6.583333
566,type,time
567,date,1993-08-24
567,directed,TRUE
567,latitude,60
567,location,"Seljestad bei Odda, Hordaland (Norway)"
567,longitude,6.55
567,type,space
568,date,1993-08-24
568,directed,TRUE
568,latitude,60
568,location,"Seljestad bei Odda, Hordaland (Norway)"
568,longitude,6.55
568,type,time
569,date,1994-07-10
569,directed,TRUE
569,latitude,50.26667
