layer_id,node_id,attribute,value
1,17,Sum(connections_strength),17
1,17,Networks_presence,3
2,17,node_name,Nidularium_inocentii
2,17,Kingdom,Plants
2,17,Role,Plant
2,17,Degree,1
2,17,Sum(connections_strength),2
2,17,Networks_presence,3
3,17,node_name,Nidularium_inocentii
3,17,Kingdom,Plants
3,17,Role,Plant
3,17,Degree,1
3,17,Sum(connections_strength),1
3,17,Networks_presence,3
1,18,node_name,Psychotria_suterella
1,18,Kingdom,Plants
1,18,Role,Plant
1,18,Degree,1
1,18,Sum(connections_strength),32
1,18,Networks_presence,2
1,19,node_name,Sinningia_douglasii
1,19,Kingdom,Plants
1,19,Role,Plant
1,19,Degree,2
1,19,Sum(connections_strength),15
1,19,Networks_presence,1
1,20,node_name,Tillandsia_sp1_M_PL_069_01
1,20,Kingdom,Plants
1,20,Role,Plant
1,20,Degree,1
1,20,Sum(connections_strength),5
1,20,Networks_presence,1
1,21,node_name,Vriesea_carinata
1,21,Kingdom,Plants
1,21,Role,Plant
1,21,Degree,1
1,21,Sum(connections_strength),3
1,21,Networks_presence,3
1,22,node_name,Vriesea_erythrodactylon
1,22,Kingdom,Plants
1,22,Role,Plant
1,22,Degree,1
1,22,Sum(connections_strength),1
1,22,Networks_presence,2
1,23,node_name,Vriesea_incurvata
1,23,Kingdom,Plants
1,23,Role,Plant
1,23,Degree,1
1,23,Sum(connections_strength),1
1,23,Networks_presence,3
2,23,node_name,Vriesea_incurvata
2,23,Kingdom,Plants
2,23,Role,Plant
2,23,Degree,1
2,23,Sum(connections_strength),5
2,23,Networks_presence,3
1,24,node_name,Vriesea_vagans
1,24,Kingdom,Plants
1,24,Role,Plant
1,24,Degree,3
1,24,Sum(connections_strength),9
1,24,Networks_presence,1
2,25,node_name,Aegiphila_obducta
2,25,Kingdom,Plants
2,25,Role,Plant
2,25,Degree,2
2,25,Sum(connections_strength),49
2,25,Networks_presence,2
3,25,node_name,Aegiphila_obducta
3,25,Kingdom,Plants
3,25,Role,Plant
3,25,Degree,1
3,25,Sum(connections_strength),6
3,25,Networks_presence,2
2,26,node_name,Inga_sp1_M_PL_069_02
2,26,Kingdom,Plants
2,26,Role,Plant
2,26,Degree,2
2,26,Sum(connections_strength),234
2,26,Networks_presence,1
2,27,node_name,Spirotheca_rivieri
2,27,Kingdom,Plants
2,27,Role,Plant
2,27,Degree,2
2,27,Sum(connections_strength),261
2,27,Networks_presence,2
2,28,node_name,Vriesea_altodaserrae
2,28,Kingdom,Plants
2,28,Role,Plant
2,28,Degree,2
2,28,Sum(connections_strength),5
2,28,Networks_presence,2
3,28,node_name,Vriesea_altodaserrae
3,28,Kingdom,Plants
3,28,Role,Plant
3,28,Degree,2
3,28,Sum(connections_strength),9
3,28,Networks_presence,2
3,29,node_name,Stephanoxis_lalandi
3,29,Kingdom,Animals
3,29,Role,Pollinator
3,29,Degree,4
3,29,Sum(connections_strength),249
3,29,Networks_presence,2
3,30,node_name,Aechmea_cylindrata
3,30,Kingdom,Plants
3,30,Role,Plant
3,30,Degree,4
3,30,Sum(connections_strength),134
3,30,Networks_presence,1
3,31,node_name,Gaylussacia_brasiliensis
3,31,Kingdom,Plants
3,31,Role,Plant
3,31,Degree,1
3,31,Sum(connections_strength),166
3,31,Networks_presence,1
