doi,author,year,paper_url,data_url
10.1007/s00442-007-0946-1,Ignasi Bartomeus,2008-01-10,https://doi.org/10.1007/s00442-007-0946-1,http://www.ecologia.ib.usp.br/iwdb/html/bartomeus_2008.html
10.1007/s00442-007-0946-1,Ignasi Bartomeus,2008-01-10,https://doi.org/10.1007/s00442-007-0946-1,http://www.web-of-life.es/map.php
