"node_id","attribute","value"
1,"node_name","31_pla"
1,"type","plant"
1,"genus_species","urospermum_picrioides"
1,"family","asteracea"
1,"order",NA
1,"taxa_verified","FALSE"
2,"node_name","14_pla"
2,"type","plant"
2,"genus_species","daucus_carota_carota"
2,"family","umbelifera"
2,"order",NA
2,"taxa_verified","FALSE"
3,"node_name","32_pla"
3,"type","plant"
3,"genus_species","sonchus_tenerrinus"
3,"family","asteracea"
3,"order",NA
3,"taxa_verified","FALSE"
4,"node_name","24_pla"
4,"type","plant"
4,"genus_species","lavandula_stoechas"
4,"family","labiada"
4,"order",NA
4,"taxa_verified","TRUE"
4,"verification_level","species"
5,"node_name","4_pla"
5,"type","plant"
5,"genus_species","carpobrotus_spp._acinaciformis"
5,"family","aizoacea"
5,"order",NA
5,"taxa_verified","TRUE"
5,"verification_level","genus"
6,"node_name","5_pla"
6,"type","plant"
6,"genus_species","cistus_albidus"
6,"family","cistacea"
6,"order",NA
6,"taxa_verified","TRUE"
6,"verification_level","species"
7,"node_name","64_pla"
7,"type","plant"
7,"genus_species","rosmarinus_officinalis"
7,"family","labiada"
7,"order",NA
7,"taxa_verified","TRUE"
7,"verification_level","species"
8,"node_name","6_pla"
8,"type","plant"
8,"genus_species","cistus_monspeliensis"
8,"family","cistacea"
8,"order",NA
8,"taxa_verified","TRUE"
8,"verification_level","species"
9,"node_name","25_pla"
9,"type","plant"
9,"genus_species","opuntia_stricta"
9,"family","cactacea"
9,"order",NA
9,"taxa_verified","TRUE"
9,"verification_level","species"
10,"node_name","1_pla"
10,"type","plant"
10,"genus_species","alyssum_maritimum"
10,"family","crucifera"
10,"order",NA
10,"taxa_verified","TRUE"
10,"verification_level","species"
11,"node_name","41_pla"
11,"type","plant"
11,"genus_species","lathirus_clymenum"
11,"family","papilionacea"
11,"order",NA
11,"taxa_verified","FALSE"
12,"node_name","30_pla"
12,"type","plant"
12,"genus_species","thymelaea_hirusta"
12,"family","timeleacea"
12,"order",NA
12,"taxa_verified","FALSE"
13,"node_name","22_pla"
13,"type","plant"
13,"genus_species","galactites_tomentosa"
13,"family","asteracea"
13,"order",NA
13,"taxa_verified","TRUE"
13,"verification_level","species"
14,"node_name","7_pla"
14,"type","plant"
14,"genus_species","cistus_salvifolius"
14,"family","cistacea"
14,"order",NA
14,"taxa_verified","TRUE"
14,"verification_level","species"
15,"node_name","27_pla"
15,"type","plant"
15,"genus_species","scabiosa_stellata"
15,"family","dipsacacea"
15,"order",NA
15,"taxa_verified","FALSE"
16,"node_name","28_pla"
16,"type","plant"
16,"genus_species","sedum_sediforme"
16,"family","crassulacea"
