doi,author,year,paper_url,data_url
10.1007/BF00345192,Anthony Joern,23/10/1978,https://doi.org/10.1007/BF00345192,http://www.web-of-life.es/map.php?type=6
10.1007/BF00345192,Anthony Joern,23/10/1978,https://doi.org/10.1007/BF00345192,http://www.ecologia.ib.usp.br/iwdb/html/joern_1979.htm
