"ID","Species","Interactions","Connectance","Type of interactions","Type of data","Reference","Locality of Studi","Latitude","Longitude"
"A_PH_005","78","173","0.133","Plant-Herbivore","0","Joern, A. 1979. Feeding patterns in grasshoppers (Orthoptera: Acrididae): factors influencing diet specialization. Oecologia 38: 325-347","Marathon, Trans-Pecos, Texas","30.206431","-103.245385"
