doi,author,year,paper_url,data_url
10.1890/09-1842.1,Matthias Schleuning,2011-01-01,https://esajournals.onlinelibrary.wiley.com/doi/10.1890/09-1842.1,http://www.ecologia.ib.usp.br/iwdb/html/schleuning-et-al-2010.html
